Entity Name	Type	Tag
Prester John (Unc Can	marches to meet Chinghiz	Person
Prester John (Unc Can	real site of battle with Chinghiz	Person
Prester John (Unc Can	slain in battle	Person
Prester John (Unc Can	and the Golden King	Person
Prices of horses	see Horses	FALSE
Printing	imaginary connection of Polo�s name with introduction of	FALSE
Private names supposed		FALSE
Prjevalsky	Colonel N.M	Person
Probation of Jogis		FALSE
Probation of Jogis	parallel	FALSE
Prophecy regarding Bayan		FALSE
Prophecy regarding Bayan	Proques, the word	FALSE
Prostitutes; at Cambaluc		FALSE
Prostitutes; at Cambaluc	Kinsay	FALSE
Provinces	thirty-four of K�bl�i�s Empire	Location
Pseudo�Callisthenes		FALSE
Ptolemies� trained African elephants		FALSE
Ptolemy		FALSE
Ptolemy	Sarmatic Gates	Location
Pu-ch�eng		FALSE
Puer and Esmok		FALSE
Pukan Mien�Wang		FALSE
Pulad Chingsang		FALSE
Pulisanghin	River and Bridge	Location
Pulo Bras		FALSE
Pulo Condore (Sondur and Condur)		FALSE
Pulo Gommes (Gauenispola)		FALSE
Pulo Nankai	or N�si	FALSE
Pulo W�	Wai, or Wey	FALSE
Punnei-K�yal		FALSE
Pur�nas	the	FALSE
Pur�nas	Purpura, see Pourpre	FALSE
Putchok		FALSE
Putu-ho	�Grape R.�	FALSE
Pygmies	factitious (?)	FALSE
Pygmies		FALSE
P�dishah Kh�t�n of Kerman		FALSE
P�ing-chang	Fanch�n, or second class Minister	FALSE
P�ing-yang fu (Pianfu)		FALSE
P�o-yang Lake		FALSE
P�u-chau fu		FALSE
Qal�ah Asgher	hot springs at	FALSE
Qara Ars-l�n Beg	king of Kerm�n	Person
Quails in India		FALSE
Queen of Mutfili		FALSE
Quicksilver and sulphur potion		FALSE
Quicksilver and sulphur potion	DASH as regarded by alchemists	FALSE
Quills of the Ruc	see Ruc	FALSE
Quilon	Kaulam, etc., see Coilum	FALSE
Qumadin (Camadi		FALSE
Qumadin (Camadi		FALSE
Rabbanta	a Nestorian monk	Person
Rabelais		FALSE
Radloff	Dr. W.	Person
Radloff	map	FALSE
Rain-makers	see Conjurers	FALSE
Rainald	of Dassel, Archbishop	FALSE
Rainy season		FALSE
Rajkot leather-work		FALSE
Rakka	R�kshasas	FALSE
Rama Kamheng	king	Person
Rameshwaram		FALSE
Ramnad		FALSE
Rampart of Gog and Magog		FALSE
Ramusio	his biographical notices of Polo	Person
Ramusio	his edition of Polo	Person
Ramusio	Giov. Battista, passim	Person
Ranking	John	FALSE
Raonano�Rao		FALSE
Rapson	E.J	FALSE
Ras Haili		FALSE
Ras Haili	DASH Kumhari	FALSE
Rash�dudd�n	historian of the Mongols	Person
Rash�dudd�n	alias Fazl-ulla Rashid, Persian statesman and	FALSE
Rash�dudd�n	frequently quoted in the Notes	FALSE
Ravenala tree (Urania speciosa)		FALSE
Raw meat eaten		FALSE
Rawlinson	Sir H	Person
Reclus	on Caspian Sea fisheries	FALSE
Reclus	Asie russe	FALSE
Red gold and red Tangas		FALSE
Red gold and red Tangas	Re Dor	FALSE
Red Sea	described in some texts as a river	Location
Red Sea	trade from India to Egypt by	Location
Red Sea	possible origin of mistake	Location
Red sect of Lamas		FALSE
Refraction	abnormal	FALSE
Refraction	Reg Ruw�n, of Kabul	FALSE
Refraction	DASH of Seist�n	FALSE
Reindeer ridden		FALSE
Religion	indifference of Chinghizide Princes to	FALSE
Religion	occasional power of among Chinese	FALSE
Remission of taxation by K�bl�i		FALSE
Rennell	Major James	FALSE
Reobarles (R�db�r	etc.)	FALSE
Revenue of Kinsay		FALSE
Rhinoceros (Unicorn	in Sumatra	FALSE
Rhinoceros (Unicorn	habits	FALSE
Rhinoceros (Unicorn	four Asiatic species	FALSE
Rhinoceros (Unicorn	DASH Tichorinus	FALSE
Rhins	Dutreuil de	FALSE
Rhubarb	Rheum palmatum	FALSE
Riant	Comte	FALSE
Ricci	Matteo	FALSE
Rice		FALSE
Rice-wine		FALSE
Rice-wine	at Yachi	FALSE
Rice-wine	DASH trade on Grand Canal	FALSE
Richard II		FALSE
Richthofen	Baron F. von	FALSE
Richthofen	on Fungul	FALSE
Richthofen	on Tanpiju	FALSE
Right and Left	ministers of the	FALSE
Rio Marabia	Rishis (Eremites) of Kashmir	Location
Rio Marabia	�River of China�	Location
Rio Marabia		Location
Roads radiating from Cambaluc		FALSE
Robbers in Persia		FALSE
Robbers� River		FALSE
Robes distributed by K�bl�i		FALSE
Roborovsky	Lieutenant	Person
Rochefort	�faire la couvade�	FALSE
Rockets		FALSE
Rockhill (Rubruck and Diary of a Journey	Chinese leather-money	Location
Rockhill (Rubruck and Diary of a Journey	descent of Yellow River	Location
Rockhill (Rubruck and Diary of a Journey	Tablets (hu)	Location
Rockhill (Rubruck and Diary of a Journey		Location
Rockhill (Rubruck and Diary of a Journey	on the titles Khan, Khatun, etc.	Location
Rockhill (Rubruck and Diary of a Journey	on horn horse-shoes	Location
Rockhill (Rubruck and Diary of a Journey	earliest mention of name Mongol in Oriental works	Location
Rockhill (Rubruck and Diary of a Journey	Mongol storm-dispellers	Location
Rockhill (Rubruck and Diary of a Journey	charge of cannibalism against Tibetans	Location
Rockhill (Rubruck and Diary of a Journey	on Bonbo Lamas	Location
Rockhill (Rubruck and Diary of a Journey	mechanical contrivances at E. Court	Location
Rockhill (Rubruck and Diary of a Journey	Mongol etiquette	Location
Rockhill (Rubruck and Diary of a Journey	Mongol post-stations	Location
Rockhill (Rubruck and Diary of a Journey	pocket-spittoons	Location
Rockhill (Rubruck and Diary of a Journey	from Peking to Si-ngan fu	Location
Rockhill (Rubruck and Diary of a Journey	road between T�ung-kwan and Si-ngan fu	Location
Rockhill (Rubruck and Diary of a Journey	two famous Uigur Nestorians	Location
Rockhill (Rubruck and Diary of a Journey	on the word Salar	Location
Rockhill (Rubruck and Diary of a Journey	on the Hui-hui sects	Location
Rockhill (Rubruck and Diary of a Journey	on the Alan	Location
Rockhill (Rubruck and Diary of a Journey	on branch of Volga Bulgars	Location
Rofia palm (sagus ruffia	Roiaus dereusse (?)	FALSE
Rofia palm (sagus ruffia)		FALSE
Rome	the Sudarium at	Location
Rome	Rondes, ingenious but futile explanation of	Location
Rome	Rook, in Chess	Location
Rori�Bakkar	Sepoy name for Upper Sind	FALSE
Rosaries	Hindu	FALSE
Rostof and Susdal	Andrew, Grand Duke of	Person
Roth	H. Ling, on couvade	FALSE
Rouble		FALSE
Roxana	daughter of Darius, wife of Alexander	Person
Roze de l�A�ur		FALSE
Rubies	Balas	FALSE
Rubies	of Ceylon	FALSE
Rubies	of Adam�s Peak	FALSE
Rubruquis	or Rubruc, Friar William de	FALSE
Ruby mines in Badakhshan		FALSE
Ruc (Rukh	its feathers and quills	Person
Ruc (Rukh	or Gryphon, bird called, described	FALSE
Ruc (Rukh	wide diffusion and various forms of fable	FALSE
Ruc (Rukh	eggs of the Aepyornis	FALSE
Ruc (Rukh	Fra Mauro�s story	FALSE
Ruc (Rukh	genus of that bird, condor	FALSE
Ruc (Rukh	discovery of bones of Harpagornis in New Zealand	FALSE
Ruc (Rukh	Sindbad, Rabbi Benjamin, romance of Duke Ernest	FALSE
Ruc (Rukh	Ibn Batuta�s sight of Ruc	FALSE
Ruc (Rukh	rook in chess	FALSE
Ruc (Rukh	various notices of	FALSE
Rudder	single, noted by Polo as peculiar	FALSE
Rudder	double, used in Mediterranean	FALSE
Rudra Deva	King of Telingana	Person
Rudrama Devi	Queen of Telingana	Person
Rukh	Shah	Person
Rukhnuddin	DASH Khurshah, son of Alaodin, Prince of the Ismaelites	Person
Rukhnuddin	Mahmud, Prince of Hormuz	Person
Rukhnuddin	DASH Masa՜d	Person
Runiz		FALSE
Ruomedam�Ahomet	King of Hormuz	Person
Rupen	Bagratid, founder of Armenian State in Cilicia	Person
Rupert	Prince	Person
Russia (Rosia	DASH leather	Location
Russia (Rosia	annexes Georgia	Location
Russia (Rosia	great cold, Arab accounts of	Location
Russia (Rosia	silver mines	Location
Russia (Rosia	subject to Tartars	Location
Russia (Rosia	conquered by Batu	Location
Russia (Rosia	clothes of	Location
Russians	trusty lieges of king	FALSE
Rusticiano of Pisa	extracts and character of his compilation	Person
Rusticiano of Pisa	his real name	Person
Rusticiano of Pisa	his other writings	Person
Rusticiano of Pisa		Person
Rusticiano of Pisa	introduces himself in prologue	Person
Rusticiano of Pisa	writes down Polo�s book	Person
Rust�k		FALSE
Ruysch�s map		FALSE
Ruysch�s map		FALSE
R�db�r-i-Lass	Robbers� River	Location
R�db�r-i-Lass	DASH (Reobarles), district and River	Location
R�dkh�nah-i-Duzdi (Robbers� River)		Location
R�dkh�nah-i-Shor (Salt River)		Location
R�in		FALSE
R�m		FALSE
R�n� Paramit��s Woman Country		Location
R�ppell�s Table of Abyssinian kings		FALSE
Saadi		FALSE
Saba (Sava	Savah), city of the Magi	Location
Sabaste	see Sivas	FALSE
Sable	its costliness	FALSE
Sabreddin		FALSE
Sabzawur		FALSE
Sachiu (Sha-chau)		FALSE
Sacrifices of people of Tangut		FALSE
Sacrifices of people of Tangut	DASH human	FALSE
Sacrifices of people of Tangut	Sadd-i-Iskandar, rampart of Alexander	FALSE
Saffron	fruit-serving purposes of	FALSE
Sagacity of sledge-dogs		FALSE
Sagamon Borcan	see Sakyamuni Buddha	FALSE
Sagatu	general of K�bl�i�s	FALSE
Saggio (16 oz.)		FALSE
Sago		FALSE
Saianfu	see Siang-yang-fu	FALSE
Saif Arad	king of Abyssinia	Person
Saifuddin Nazrat	ruler of Hormuz	Person
Saimur (Chaul)		FALSE
Sain Khan (or Batu)		Person
Saker falcons		FALSE
Sakta doctrines		FALSE
Sakya Muni (Sagamon Borcan) Buddha	his footmark on Adam�s Peak	Person
Sakya Muni (Sagamon Borcan) Buddha		Person
Sakya Muni (Sagamon Borcan) Buddha	death of	Person
Sakya Muni (Sagamon Borcan) Buddha	recumbent figures of	Person
Sakya Muni (Sagamon Borcan) Buddha	story of	Person
Sakya Muni (Sagamon Borcan) Buddha	Alms dish, Holy Grail	Person
Sakya Muni (Sagamon Borcan) Buddha	tooth relique	Person
Salamander	the	FALSE
Salar (Ho-chau)		FALSE
Salem	dragoman, explores Rampart of Gog	Person
Salghur	Atabegs of Fars	FALSE
Salsette Island		Location
Salt	H., his version of Abyssinian chronology	FALSE
Salt	junks employed therein	FALSE
Salt	DASH rock	FALSE
Salt	in Badakhshan	FALSE
Salt	used for currency	FALSE
Salt	extracted from deep wells	FALSE
Salt	in Carajan province	FALSE
Salt	manufactured in Eastern China	FALSE
Salt	manufacture, revenue and traffic in	FALSE
Salt	trade on the Kiang	FALSE
Salt	DASH stream	FALSE
Salwen River	or Lu�Kiang	Location
Samagar		FALSE
Samara	kingdom of, see Sumatra	Location
Samarkand (Samarcan		Location
Samarkand (Samarcan	story of a miracle at	Location
Samarkand (Samarcan	colony near Peking from	Location
Sampson	Theos., on grapes in China	FALSE
Sampson	S�ms�nji B�shi	FALSE
Samudra	see Sumatra	FALSE
Samuel	his alleged tomb at S�vah	Person
Sam�na		FALSE
San Giovanni Grisostomo	parish in Venice where the Ca� Polo was	Person
San Giovanni Grisostomo		Person
San Giovanni Grisostomo	theatre	Person
San Lorenzo	Venice, burial place of Marco and his father	Location
Sandu	see Chandu	FALSE
Sanf	see Champa	FALSE
Sanglich	dialect of	FALSE
Sangon	the Title (Tsiang-kiun)	FALSE
Sang�Miau	tribe of Kwei-chau	Location
Sang�n	Sangkan River	Location
Sanitary effects of Mountain air		FALSE
Sanjar	sovereigns of Persia	Location
Sankin Hoto	Dalai	Person
Sanuto of Torcelli	his World Map	Person
Sanuto of Torcelli	Marino	Person
Sanuto of Torcelli	on long range	Person
Sappan wood	see Brazil	FALSE
Sapta�Shaila		FALSE
Sapurgan (Sab�rk�n	Shab�rk�n, Shibrg�n)	FALSE
Sapurgan (Sab�rk�n	Saputa, S�ue, peculiar use of	FALSE
Sar-i-kol	Lakes	Location
Saracanco (Saraichik	on the Yaik	FALSE
Saracens	see Mahomedans	FALSE
Sarai (Sara	capital of Kipchak	Location
Sarai (Sara	city and its remains	Location
Sarai (Sara	perhaps occupied successive sites	Location
Sarai (Sara	DASH Sea of (Caspian)	Location
Sarai (Sara	S�ras, crane (Grus antigone)	Location
Saratov		FALSE
Sarbizan Pass		FALSE
Sardines		FALSE
Sarghalan River		FALSE
Sarha	Port of Sumatra	Location
Sarhadd River		Location
Sars�ti		FALSE
Sartak	the Great Khan�s ambassador to H�lak�	Person
Sassanian dynasty		Organization
Sati	see Suttee	FALSE
Satin	probable origin of word	FALSE
Satin	Saum, Sommo	FALSE
Satin	silver ingots used in Kipchak	FALSE
Satin	apparently the original rouble	FALSE
Satin	Sauromatae	FALSE
Savast (Siwas)		FALSE
Scanderoon	Gulf of	Location
Scasem		FALSE
Scherani	bandits	FALSE
Schiltberger	Hans	FALSE
Schindler	General Houtum-	Person
Schlegel	Dr. G	Person
Schmidt	Professor I.J	Person
Schuyler	Eugene	FALSE
Sch�nborn	Carl	FALSE
Scidmore	Miss E., on the Tide	FALSE
Scotra	see Socotra	Location
Sea of Chin		Location
Sea of Chin	DASH England	Location
Sea of Chin	DASH Ghel, or Ghelan	Location
Sea of Chin	DASH India	Location
Sea of Chin	DASH Rochelle	Location
Sea of Chin	DASH Sarain	Location
Seal	Imperial	FALSE
Sebaste	see Sivas	FALSE
Sebourc	Bauduin de, see Bauduin de Sebourc	FALSE
Sees of Latin Church		FALSE
Sees of Latin Church	DASH Nestorian Church	FALSE
Sefav�ehs	the	FALSE
Seilan	see Ceylon	Location
Self-decapitation		FALSE
Selitrennoy� Gorodok (Saltpetre Town)		FALSE
Seljukian dynasty		Organization
Seljukian dynasty	DASH Turks	Organization
Seljukian dynasty	Selles, chevaux � deux, the phrase	Organization
Semal tree		FALSE
Semedo		FALSE
Semenat	see Somnath	Location
Sempad	Prince, High Constable of Armenia	Person
Sendal	a silk texture	FALSE
Sendal	Sendaus, generally Taffetas	FALSE
Sendemain	king of Seilan	Person
Sender Bandi Davar	see Sundara Pandi	FALSE
Seneca	Epistles	FALSE
Senecherim	king of Armenia	Person
Seni	Verzino	FALSE
Seni	Senshing	FALSE
Sensin	ascetics, devotees living on bran	FALSE
Sentemur		FALSE
Sepulchre of Adam	see Adam�s Sepulchre	FALSE
Sepulchre of Adam	DASH of our Lord	FALSE
Sepulchre of Adam	oil from	FALSE
Serano	Juan de	FALSE
Serazi (Sh�r�z	kingdom of Persia	Location
Serendib		FALSE
Serendib	Seres, Sinae	FALSE
Serendib	their tree wool	FALSE
Serendib	ancient character of the	FALSE
Serpents	great, i.e. alligators	FALSE
Sertorius		FALSE
Sesam�		FALSE
Sesam�	Sesnes, mediaeval form of cygnet, cigne	FALSE
Sesam�	Seta Ghella, seta Leggi (Ghell�), silk	FALSE
Seth�s mission to Paradise		FALSE
Sevan Lake		Location
Seven Arts	the	FALSE
Severtsoff	shoots the Ovis Poli	FALSE
Severtsoff	on the name Bolor	FALSE
Seyyed Barghash	Sultan of Zanzibar	Person
Sha-chau (Sachin	�Sand-district�	FALSE
Shabankara	or Shawank�ra (Soncara)	FALSE
Shabar	son of Kaidu	Person
Shadow	augury from length of	FALSE
Shah Abbas	his Court	Person
Shah Abbas		Person
Shah Abbas	DASH Jahan	Person
Shah Werdy	last of the Kurshid dynasty	Person
Shahr Mandi	or Pandi	FALSE
Shahr-i-Babek	turquoise mine at	Location
Shahr-i-Nao (Siam)		FALSE
Shaibani Khan		FALSE
Shaibani Khan	Shaikh-ul-Jibal	FALSE
Shaikhs (Esheks	in Madagascar	FALSE
Shakespeare	on relation of gold to silver	FALSE
Shamanism. (See also Devil�Dancing.)		FALSE
Shampath	ancestor of Georgian kings	Person
Shamsuddin Shamatrani		FALSE
Shamuthera	see Sumatra	Location
Shan (Laotian	or Thai)	FALSE
Shan (Laotian	DASH race and country	FALSE
Shan (Laotian	DASH dynasty in Yun-nan	FALSE
Shan (Laotian	DASH ponies	FALSE
Shan (Laotian	DASH state of Pong, see Pong	FALSE
Shan-hai-kwan		FALSE
Shan-si		FALSE
Shan-tung		FALSE
Shan-tung	silk in	FALSE
Shan-tung	pears from	FALSE
Shanars of Tinnevelly		FALSE
Shanars of Tinnevelly	their devil-worship	FALSE
Shang-hai		FALSE
Shangking�Fungking		FALSE
Shangtu	Shangdu (Chandu)	Location
Shangtu	K�bl�i�s City and Summer Palace	Location
Shangtu	Dr. Bushell�s description of	Location
Shangtu	K�bl�i�s annual visit to	Location
Shangtu Keibung		FALSE
Shank�rah	Shabank�ra (Soncara)	FALSE
Shao-hing-fu		FALSE
Shao-ling	pariah caste of	FALSE
Shara-ul-buks (Forest of box on the Black Sea)		FALSE
Sharakhs		FALSE
Sharks and shark charmers		FALSE
Shauls	or Sh�ls, the	FALSE
Shaw	R.B	FALSE
Shawls of Kerman		FALSE
Shaw�nk�ra (Soncara)		FALSE
Sheep	fat-tailed in Kerman	FALSE
Sheep	DASH four-horned at Shehr	FALSE
Sheep	DASH large Indian	FALSE
Sheep	DASH none in Manzi	FALSE
Sheep	DASH of Pamir (Ovis Poli)	FALSE
Sheep	DASH wild, of Badakhshan (Kachkar, Ovis Vignei)	FALSE
Sheep	DASH with trucks behind	FALSE
Sheep	DASH Zanghibar	FALSE
Sheep�s head given to horses		FALSE
Shehr	or Shihr, see Esher	Person
Shehrizor (Kerkuk)		FALSE
Shen-si		FALSE
Shenrabs		FALSE
Shentseu tribe		FALSE
Sheuping		FALSE
Shew�	cool plateau of	FALSE
Shi-tsung	Emperor	Person
Shibrg�n (Sapurgan)		FALSE
Shieng	Sheng, or Sing, the Supreme Board of Administration	FALSE
Shieng	Shien-sien, Shin-sien	FALSE
Shighnan (Syghinan	ruby mines	Location
Shighnan (Syghinan	Shijarat Malayu, or Malay Chronicle	Location
Shik�rg�h	applied to animal pattern textures, Benares brocades	FALSE
Shing-king	or Mukden	FALSE
Ships	of the Great Khan	FALSE
Ships	of India at Fuju	FALSE
Ships	of Manzi described	FALSE
Ships	mediaeval, accounts of	FALSE
Ships	in Japan	FALSE
Ships	in Java Seas	FALSE
Ships	at Eli	FALSE
Shireghi		FALSE
Shirha		FALSE
Shirwan		FALSE
Shoa		FALSE
Shob�aengs of Nicobar		FALSE
Shodja ed-din Kurshid	Kurd	FALSE
Shor�Rud (Salt River)		FALSE
Shot of Military Engines		FALSE
Shpilevsky		FALSE
Shut up nations	legend of the	FALSE
Shw�li River		Location
Sh�list�n (Suolstan)		FALSE
Sh�li�t		FALSE
Sh�ls of Shauls	people of Persia	FALSE
Sh�r�z (Cerazi)		FALSE
Si Hia	language of Tangut	FALSE
Si-hu	Lake of Kinsay or Hang-chau	Location
Si-ngan fu (Kenjanfu		FALSE
Si-ngan fu (Kenjanfu	Christian inscription at	FALSE
Siam	king of	Person
Siam		FALSE
Siang-yang-fu (Saianfu		Location
Siang-yang-fu (Saianfu	K�bl�i�s siege of	Location
Siang-yang-fu (Saianfu	Polo�s aid in taking	Location
Siang-yang-fu (Saianfu	difficulties in Polo�s account	Location
Siang-yang-fu (Saianfu	not removed by Pauthier, notice by Wass�f, Chinese account	Location
Siang-yang-fu (Saianfu	Rashiduddin�s	Location
Siang-yang-fu (Saianfu	treasure buried	Location
Siberia		Location
Sibree	on rofia palm	FALSE
Sick men put to death and eaten by their friends		FALSE
Sick men put to death and eaten by their friends	Siclatoun, kind of texture	FALSE
Siddh�rta		FALSE
Sidi Ali		FALSE
Sien	Sien�Lo, Sien�Lo-Kok (Siam, Locac)	FALSE
Sifan		FALSE
Sigatay	see Chagatai	FALSE
Sighelm	envoy from King Alfred to India	Person
Sijist�n		FALSE
Siju (Suthsian)		FALSE
Sikintinju (Kien-chow)		FALSE
Silesia	Mongol invasion of	Location
Silk	called Ghell� (of Gilan)	FALSE
Silk	manufacture at Yezd	FALSE
Silk	at Taianfu	FALSE
Silk	in Shan-si and Shen-si	FALSE
Silk	in Kenjanfu	FALSE
Silk	Cuncun	FALSE
Silk	Sindafu	FALSE
Silk	Kwei-chau	FALSE
Silk	Tasinfu	FALSE
Silk	Piju	FALSE
Silk	Pao-ying-Hien	FALSE
Silk	Nanghin	FALSE
Silk	Chinhiang-fu	FALSE
Silk	Chinginju	FALSE
Silk	Suju	FALSE
Silk	Vughin	FALSE
Silk	Kinsay	FALSE
Silk	Ghiuju	FALSE
Silk	DASH cotton tree	FALSE
Silk	DASH duty on	FALSE
Silk	DASH and gold stuffs	FALSE
Silk	DASH stuffs and goods, Turcomania	FALSE
Silk	Georgia	FALSE
Silk	Baghdad	FALSE
Silk	Yezd	FALSE
Silk	Kerman	FALSE
Silk	Tenduc province	FALSE
Silk	Cambaluc	FALSE
Silk	Juju	FALSE
Silk	Sindafu	FALSE
Silk	Cacanfu	FALSE
Silk	Chinangli	FALSE
Silk	Suju	FALSE
Silk	Vughin	FALSE
Silk	Kinsay	FALSE
Silk	in animal patterns	FALSE
Silk	with Cheetas	FALSE
Silk	of Kelinfu	FALSE
Silk	with giraffes	FALSE
Silk	tent ropes	FALSE
Silk	bed furniture	FALSE
Silk	DASH trade at Cambaluc	FALSE
Silk	at Kinsay	FALSE
Silk	DASH worms	FALSE
Silver chairs		FALSE
Silver chairs	DASH imported into Malabar	FALSE
Silver chairs	Cambay	FALSE
Silver chairs	DASH Island	FALSE
Silver chairs	DASH mines at Baiburt	FALSE
Silver chairs	Gumish�Kh�nah	FALSE
Silver chairs	in Badakhshan	FALSE
Silver chairs	in N. Shansi	FALSE
Silver chairs	Yun-nan	FALSE
Silver chairs	Russian	FALSE
Silver chairs	DASH plate in Chinese taverns	FALSE
Simon	Metropolitan of Fars	FALSE
Simon	DASH Magus	FALSE
Simurgh		FALSE
Sim�m	effects of	FALSE
Sinbad	his story of the diamonds	Person
Sinbad		FALSE
Sinbad	of the Rukh	FALSE
Sind (Sindhu�Sauvira)		FALSE
Sindachu (Siuen-hwa fu)		FALSE
Sindafu (Chengtu-fu)		FALSE
Sindhu�Sauvira (Sindh-S�gor)		FALSE
Sind�b�r (Goa)		FALSE
Singapore	Singhapura	FALSE
Singkel		FALSE
Singphos		FALSE
Sings		FALSE
Singtur	Mongol Prince	Person
Singuyli (Cranganor)		FALSE
Sinhopala (Accambale	king of Chamba	Person
Sinju (Si-ning fu	DASH (Ichin-hien)	FALSE
Sinju (Si-ning fu)		FALSE
Sinju-matu		FALSE
Sinope		FALSE
Sir-i-Chashma		FALSE
Sirikol	Lake and River	Location
Sis		FALSE
Sitting in air		FALSE
Siu chau		FALSE
Siuen-hwa-fu	see Sindachu	FALSE
Siva		FALSE
Sivas	Siwas, Sebaste, Sevasd (Savast)	FALSE
Siwast�n		FALSE
Siwi	gigantic cotton in	FALSE
Sixtus V	Pope	Person
Sixtus V	Siya-gosh, or lynx	Person
Siyurgutmish		FALSE
Sladen	Major	FALSE
Slaves in Bengal		FALSE
Sledges	dog-	FALSE
Sleeping-mats	leather	FALSE
Sluices of Grand Canal		FALSE
Smith	G., Bishop of Hongkong	Person
Smith (R.E.	Major R.M	Person
Sneezing	omen from	FALSE
Socotra (Scotra	history of	Location
Socotra (Scotra	island of	Location
Socotra (Scotra	Christian Archbishop	Location
Socotra (Scotra	aloes of	Location
Soer (Suhar)		FALSE
Sofala	trade to China from	FALSE
Sogoman Borcan	see Sakya Muni	Person
Sol	Arbre, see Arbre	FALSE
Soldaia	Soldachia, Sodaya (the Oriental Sud�k)	FALSE
Soldan	a Melic	FALSE
Soldurii	trusty lieges of Celtic kings	FALSE
Soli	Solli (Chola, or Tanjore), kingdom of	Location
Solomon	house of, in Abyssinia	FALSE
Soltania	Archbishop of (See Sultaniah.)	FALSE
Somnath (Semenat		Location
Somnath (Semenat	gates of	Location
Sonagar-pattanam		FALSE
Soncara (Shawank�ra)		FALSE
Sondur and Condur (Pulo Condore Group)		FALSE
Sorcerers	sorceries of Pashai (Udyana)	FALSE
Sorcerers	Kashmir	FALSE
Sorcerers	Lamas and Tibetans	FALSE
Sorcerers	DASH Dagroian	FALSE
Sorcerers	Socotra (See also Conjurers.)	FALSE
Sornau (Shahr-i-Nau	Siam	FALSE
Sotiates	tribe of Aquitania	Location
Soucat		FALSE
Southey	St. Romuald	Person
Spaan	Ispahan	FALSE
Spice	Spicery	FALSE
Spice wood		FALSE
Spices in China	duty on	FALSE
Spikenard		FALSE
Spinello Aretini	fresco by	FALSE
Spirit drawings and spiritual flowers		FALSE
Spirits haunting deserts		FALSE
Spiritualism in China		FALSE
Spittoons	pocket	FALSE
Spodium (Spodos)		FALSE
Sport and game		FALSE
Sport and game	in Shan-si	FALSE
Sport and game	Cachanfu	FALSE
Sport and game	Cuncun	FALSE
Sport and game	Acbalec Manzi	FALSE
Sport and game	Tibet	FALSE
Sport and game	Caindu	FALSE
Sport and game	Zardandan	FALSE
Sport and game	Mien	FALSE
Sport and game	Linju	FALSE
Sport and game	Cagu	FALSE
Sport and game	Nanghin	FALSE
Sport and game	Saianfu	FALSE
Sport and game	Ching-hiang-fu	FALSE
Sport and game	Chinginju	FALSE
Sport and game	Changan	FALSE
Sport and game	Kinsay	FALSE
Sport and game	Fuju	FALSE
Sport and game	Lambri	FALSE
Sport and game	Maabar	FALSE
Sport and game	Comari	FALSE
Sport and game	Eli	FALSE
Sposk	district	FALSE
Sposk	Spezerie	FALSE
Springolds		FALSE
Springs	hot	FALSE
Sprinkling of drink	a Tartar rite	FALSE
Squares at Kinsay		FALSE
Sri�Thammarat		FALSE
Sri�Vaikuntham		FALSE
Sse River		FALSE
St. Anno of Cologne		FALSE
St. Barlaam and St. Josafat	story of Buddhist christianised	FALSE
St. Barsauma (Barsamo	Brassamus), and monastery of	FALSE
St. Blasius (Blaise	Church at Sivas	Location
St. Brandon		FALSE
St. Buddha		FALSE
St. Epiphanius		FALSE
St. George	Church of, in Sivas	Location
St. George	at Quilon	FALSE
St. Helena		FALSE
St. James� Shrine	Gallicia	FALSE
St. John the Baptist	Church of, in Samarkand	Location
St. John the Baptist	DASH Major Oliver	FALSE
St. Leonard�s Convent in Georgia	and the fish miracle	FALSE
St. Lewis	his campaign on the Nile	Person
St. Lewis		Person
St. Martin	Vivien de, Map	FALSE
St. Mary�s Island	Madagascar	Location
St. Matthew	Monastery near Mosul	FALSE
St. Matthew�s Gospel	story of the Magi	FALSE
St. Nina		FALSE
St. Sabba�s at Acre		FALSE
St. Thomas	his shrine in India	Person
St. Thomas	his murderers, and their hereditary curse	Person
St. Thomas	story of his death	Person
St. Thomas	tradition of his preaching in India	Person
St. Thomas	the Apostle	Person
St. Thomas	reverenced by Saracens and heathen	Person
St. Thomas	miracles in India	Person
St. Thomas	translation of remains to Edessa	Person
St. Thomas	King Gondopharus of legend a real king	Person
St. Thomas	Roman Martyrology	Person
St. Thomas	the localities	Person
St. Thomas	alleged discovery of reliques	Person
St. Thomas	the Cross	Person
St. Thomas	church ascribed to	Person
St. Thomas	in Abyssinia	Person
St. Thomas�s Isle		FALSE
St. Thomas�s Isle	DASH Mounts	FALSE
Stack	E., visits Kuh Ban�n	FALSE
Star Chart		FALSE
Star of Bethlehem	traditions about	FALSE
Steamers on Yangtse-kiang		FALSE
Steel mines at Kerm�n		FALSE
Steel mines at Kerm�n	in Chingintalas	FALSE
Steel mines at Kerm�n	Indian	FALSE
Steel mines at Kerm�n	Asiatic view of	FALSE
Stefani	Signor	FALSE
Stein	Dr. M.A., on Sorcery in Kashmir	Person
Stein	on Paonano Pao	Person
Stein	on Pamirs	Person
Stein	on site of Pein	Person
Stiens of Cambodia		FALSE
Stirrups	short and long	FALSE
Stitched vessels		FALSE
Stockade erected by Polo�s party in Sumatra		FALSE
Stone	miracle of the, at Samarkand	FALSE
Stone	DASH the green	FALSE
Stone	DASH towers in Chinese cities	FALSE
Stone	DASH umbrella column	FALSE
