Entity Name	Type	Tag
Konkan	Konkan–Tana	FALSE
Konkan	"Korano, epithet on Indo–Scythic coins"	FALSE
Koresh king		FALSE
Koresh king	"Kornish, or K’o-tow (Khén-théu)"	FALSE
Kosakio	a general against Japan	FALSE
Kosseir		FALSE
Kotcheres	Kurds of Mosul	FALSE
Kotlogh	"or Kutlugh, Sultan of Kerman"	FALSE
Kotlogh Shah	the Chaghataian prince	FALSE
Kotrobah Island		FALSE
Kouyunjik	sculptures at	FALSE
Kozlov	"Lieutenant K.P., on the Lob-nor"	FALSE
Kuang-chou		FALSE
Kuché character	"Kudatku Bilik, an Uíghúr poem"	FALSE
Kuché character		FALSE
Kuhistan	or Hill country of Persia	Location
Kukin-Tána		FALSE
Kukju (Genkju)	Kúblái’s son	FALSE
Kuku–Khotan (Blue Town)	depôt for Mongolian trade with China	FALSE
Ku-kwan	Customs’ Barrier	FALSE
Kuláb	lions in	FALSE
Kuláb	Salt Mines	FALSE
Kulán	"Asinus Onager, the Gor Khar of Persia"	FALSE
Kulasaikera		FALSE
Kumár	see Komár	FALSE
Kumhari	"Kumari, see Comari"	FALSE
Kumiz	"kimiz (kemiz), Mare’s milk, Tartar beverage"	FALSE
Kumiz	sprinkling of	FALSE
Kummájar		FALSE
Kunduz		FALSE
Kunduz	Kunduz (beaver or sable)	FALSE
Kunduz–Baghlán		FALSE
Kung-ki-cheng (Fei-ch’eng)		FALSE
Kunguráts	"Kunkuráts (Ungrat), a Mongol tribe"	FALSE
Kunguráts	"Kunichi (Cunichi, or Chinuchi), “The Keepers of the Mastiff Dogs”"	FALSE
Kuniyah (Conia	"Iconium, Koniah"	FALSE
Kunlun (Pulo Condore)		FALSE
Kurd dynasty		FALSE
Kurdistan (Curdistan)		FALSE
Kurds	the	FALSE
Kuria Maria Islands		FALSE
Kuridai	Kúblái’s son	FALSE
Kuridai	"Kúrkah, great drum"	FALSE
Kurmishi		FALSE
Kurshids of Lùristán		FALSE
Kurshids of Lùristán	Kurut (Curd)	FALSE
Kus	Cos (in Egypt)	FALSE
Kushluk	the Naiman	FALSE
Kutan	son of Okkodai	Person
Kutchluk Khan (Buddhist	Chief of the Naïmans	FALSE
Kutuktemur	Kúblái’s son	FALSE
Kutulun	Princess	FALSE
Kuwinji	see Kaunchi	FALSE
Kuyuk Khan		FALSE
Kwa-chau (Caiju	at mouth of Great Canabon Yang-tse-Kiang	FALSE
Kwan Hsien		FALSE
Kwansinfu		FALSE
Kwawa	"i.e. Java, etymology"	FALSE
Kwei-chau (Cuiju)		FALSE
Kwei-hwa-ch’eng	or Kuku Khotan	FALSE
Kweilei River		FALSE
Kyung-sang province		FALSE
Kyung-sang province		FALSE
Lájwurd mines		FALSE
Lac (Wallachia	Lacz	FALSE
Ladies of Kinsay		FALSE
Ladies’ dresses in Badakhshan		FALSE
Lagong		FALSE
Lahore (Dalivar)	Dilivar	FALSE
Lahsa		FALSE
Lake	Caindu	FALSE
Lake	DASH Fanchau	FALSE
Lake	DASH Kinsay	FALSE
Lake	DASH of Palace at Cambaluc	FALSE
Lake	DASH Pleasure parties on	FALSE
Lake	DASH Talifu	FALSE
Lake	DASH Yunnan-fu	FALSE
Laknaoti		FALSE
Lakshamana Deva	king of Kashmír	Person
Lamas of Tibetan Buddhism		FALSE
Lamas of Tibetan Buddhism	their superstitions and rites	FALSE
Lamas of Tibetan Buddhism	their monasteries	FALSE
Lamas of Tibetan Buddhism	marriage. (See also Bakhshi.)	FALSE
Lambri	kingdom of	Location
Lambri		FALSE
Lambri	situation of	FALSE
Lan Ki Hien (Nan–Che-hien)		FALSE
Lances of Sago Palm		FALSE
Lanchang		FALSE
Land of Darkness		FALSE
Land of Darkness	market in	FALSE
Lan–Ho		FALSE
Langdarma		FALSE
Langting Balghasun		FALSE
Languages used in Mongol Court and administration		FALSE
Lanja Bálús	or Lankha bálús	FALSE
Lanka (Ceylon)		FALSE
Lanner Falcons		FALSE
Lan-tsang kiang (Mekong) River		FALSE
Lao–Kiun	"or Lao–Tseu, the Philosopher"	Person
Laos	people of	FALSE
Lar	or Lát-Desa	FALSE
Lar	DASH province	FALSE
Latin version of Polo’s Book		FALSE
Latins	the term	FALSE
Latsé	Tibetan for musk	FALSE
Lauredano	Agnes	FALSE
Lauredano	Laurus Camphora	FALSE
Lawek	Lawáki	FALSE
Laxities of marriage customs	see Marriage	FALSE
Layard	Mr	FALSE
Layas	see Ayas	FALSE
Layas	DASH Gulf of	FALSE
Le Strange	Guy	FALSE
Leather		FALSE
Leather	embroidered mats of Guzerat	FALSE
Leaves		FALSE
Leaves	used for plates	FALSE
Leaves	green leaves said to have a soul	FALSE
Lecomte on Chinese war vessels		FALSE
Lembeser	Ismaelite fortress	FALSE
Lenzin		FALSE
Leon I	king of Lesser Armenia	Person
Leon II	king of Lesser Armenia	Person
Leon III	king of Lesser Armenia	Person
Leon VI	last king of Lesser Armenia	Person
Leopards		FALSE
Leopards	taught to sit on horseback	FALSE
Leopards	(Cheetas) kept for the Chase by Kúblái	FALSE
Lepechin	Professor	FALSE
Leung Shan		FALSE
Levant	term applied by Polo to the kingdom of the Mongol Khans	Location
Lewchew		FALSE
Lewis	see St. Lewis	FALSE
Lewis XI. and XII. (France)		FALSE
Lew-sha	old Chinese name for Lop Desert	FALSE
Leyes	see Ayas	FALSE
Lhása		FALSE
Lhása	Labrang Monastery at	FALSE
Lhása	"Li, Chinese measure"	FALSE
Lhása	supposed to be confounded with miles	FALSE
Li H’ien	Tartar ruler of Tangut	Person
Li H’ien	Likamankwas of Abyssinian kings	FALSE
Li Yuan-hao	"founder of the Hsi Hsia dynasty, Tangut"	FALSE
Liampo (Ningpo)		FALSE
Liang	or tael	FALSE
Liang-chau in Kansuh		FALSE
Liao dynasty		FALSE
Liao-tong		FALSE
Libanos	[Greek: Libanophóros] and [Greek: libanotophóros chóra]	FALSE
Libanos	Libro d’Oro	FALSE
Licinius	Emperor	FALSE
Licinius		FALSE
Lidé (Liti)		FALSE
Lieuli Ho		FALSE
Lign-aloes (eagle-wood		FALSE
Lign-aloes (eagle-wood	etymology	FALSE
Lign-aloes (eagle-wood	in Sumatra	FALSE
Ligor		FALSE
Ligor	"Ligurium, the precious stone, Liguire"	FALSE
Li-kiang fu		FALSE
Li-kiang fu	Limyrica	FALSE
Lindley		FALSE
Lindsay	Hon. R	FALSE
Lindsay	Linga	FALSE
Linju		FALSE
Lin-ngan (Hang-chau)		FALSE
Lin-ngan in Yun-nan		FALSE
Lintching-y	or Linchinghien	FALSE
Lin-t’sing chau		FALSE
Lion and Sun		FALSE
Lion’s Head Tablets		FALSE
Lion’s Head Tablets	"Lire, various Venetian"	FALSE
Lion’s Head Tablets	DASH of gold	FALSE
Lions	black	FALSE
Lions	DASH on the Oxus	FALSE
Lions	Chinese notion of	FALSE
Lions	DASH (apparently for tigers) kept for the chase by Kúblái	FALSE
Lions	skins of striped	FALSE
Lions	how hunted with dogs (See also Tigers.)	FALSE
Lisbon		FALSE
Lissu	or Lisau tribe	FALSE
Litán	rebellion of	FALSE
Litai		FALSE
Lithang		FALSE
Little Orphan Rock		FALSE
Liu Pang	founder of 1st Han dynasty	FALSE
Liu Pei (Luo Pé	of the Han dynasty	FALSE
Liu Pei (Luo Pé	Livre des Merveille	FALSE
Livres of gold		FALSE
Livres of gold	DASH Parisis	FALSE
Livres of gold	DASH Tournois	FALSE
Lo	tribes of S.W. China so-called	FALSE
Lo	DASH Chinese name of part of Siam	FALSE
Lob	see Lop	FALSE
Locac	kingdom of	Location
Lockhart	Dr. W	FALSE
Lockhart	Lokok	FALSE
Lúristan (Lor	kingdom of Persia	Location
Lúristan (Lor	Lur)	FALSE
Lúristan (Lor	Great and Little	FALSE
Lúristan (Lor	character of Lurs or people of	FALSE
Lút	Desert of (Dasht-i-Lut)	FALSE
Lolo tribes		FALSE
Longevity of Brahmins and Jogis		FALSE
Longfellow		FALSE
Lop	city and lake	FALSE
Lop	desert	FALSE
Lophaburi		FALSE
Loping		FALSE
Lor	see Lúristan	FALSE
Lord	Dr. Percival	FALSE
Loups cerviers (lynx)		FALSE
Low castes		FALSE
Lowatong River		FALSE
Loyang	Bridge of	FALSE
Löss	brownish-yellow loam	FALSE
Lubán		FALSE
Lubán-Jáwi		FALSE
Lubán-Shehri		FALSE
Lubbies		FALSE
Lucky and unlucky hours and days		FALSE
Luddur Deo		FALSE
Luh-ho-ta Pagoda	Hang-chau	FALSE
Lukon–Kiao (Hun-ho	Pulisanghin River)	Location
Lukyn Port		FALSE
Lung-yin		FALSE
Lusignan	John de	FALSE
Lu-tzu tribe		FALSE
Lynxes	trained to hunt	FALSE
Lynxes	in Cuncun	FALSE
Lynxes		FALSE
Mírat		FALSE
Mírat	Mire French for leech	FALSE
Máchin	city of (Canton)	Location
Máchin	Maháchin (Great China)	FALSE
Máchin	used by Persian writers as synonymous with Manzi	FALSE
Mádái	"Madavi, Maudoy"	FALSE
Mán	barbarians	FALSE
Mâramangalam	site of Kolkhoi	FALSE
Ma Twan-lin	the Chinese Pliny	FALSE
Maaden	turquoise mines at	FALSE
Maatum	or Nubia	FALSE
Macartney’s Map		FALSE
Macgregor	"Sir C, “Journey through Khorasan”"	FALSE
Maclagan	Major–General (R.E.)	FALSE
Madagascar (Madeigascar)		FALSE
Madagascar (Madeigascar)	confused with Magadoxo	FALSE
Madagascar (Madeigascar)	etymology	FALSE
Madagascar (Madeigascar)	traces of ancient Arab colonisation	FALSE
Madar–Des	Eastern Pánjáb	FALSE
Madjgars		FALSE
Madras		FALSE
Madura		FALSE
Maestro	"or Great Bear, said to be invisible in Sumatra"	FALSE
Magadha		FALSE
Magadoxo	confused with Madagascar	FALSE
Magapatana	near Ceylon	FALSE
Magi	the three	FALSE
Magi	legend as told by Mas’udi	FALSE
Magi	source of fancies about	FALSE
Magi	names assigned to	FALSE
Magic	of Udyana	FALSE
Magic	"Lamaitic, (See also Sorcerers.)"	FALSE
Magical darkness (dry fog and dust storms)		FALSE
Magnet	Mount	FALSE
Magyars		FALSE
Mahar Amlàk	king of Abyssinia	Person
Mahavan		FALSE
Mahmúd Kalháti	prince of Hormuz	FALSE
Mahmúd of Ghazni		FALSE
Mahmudiah Canal		FALSE
Mahomed	"DASH Tughlak of Delhi, his copper token currency"	Person
Mahomed	supposed worship of idols of	FALSE
Mahomed	"DASH II., uses the old engines of war"	FALSE
Mahomed	DASH Tarahi	FALSE
Mahomed	DASH Shah of Malacca	FALSE
Mahomed (Mahommet)	his account of Gog and Magog	Person
Mahomed (Mahommet)	his Paradise	Person
Mahomed (Mahommet)	his alleged prophecy of the Mongols	Person
Mahomed (Mahommet)	his use of mangonels	Person
Mahomed (Mahommet)		FALSE
Mahomedan revolts in China	DASH king of Kayal	Person
Mahomedan revolts in China	DASH butchers in Kashmir	Person
Mahomedan revolts in China	DASH butchers in Maabar	Person
Mahomedan revolts in China		FALSE
Mahomedan revolts in China	DASH conversion of Malacca	FALSE
Mahomedan revolts in China	DASH conversion of states in Sumatra	FALSE
Mahomedan revolts in China	DASH merchants at Kayal	FALSE
Mahomedan revolts in China	DASH settlements on Abyssinian coast	FALSE
Mahomedans (Saracens)	"in northern frontier of China, alleged origin of"	Person
Mahomedans (Saracens)	at Esher	Person
Mahomedans (Saracens)		FALSE
Mahomedans (Saracens)	in Turcomania	FALSE
Mahomedans (Saracens)	in and near Mausul	FALSE
Mahomedans (Saracens)	their universal hatred of Christians	FALSE
Mahomedans (Saracens)	in Tauris	FALSE
Mahomedans (Saracens)	in Persia	FALSE
Mahomedans (Saracens)	their hypocrisy about wine	FALSE
Mahomedans (Saracens)	at Yezd	FALSE
Mahomedans (Saracens)	Hormuz	FALSE
Mahomedans (Saracens)	Cobinan	FALSE
Mahomedans (Saracens)	Tonocain	FALSE
Mahomedans (Saracens)	Sapurgan	FALSE
Mahomedans (Saracens)	Taican	FALSE
Mahomedans (Saracens)	Badakhshan	FALSE
Mahomedans (Saracens)	"Wakhan, etc."	FALSE
Mahomedans (Saracens)	Kashgar	FALSE
Mahomedans (Saracens)	strife with Christians in Samarkand	FALSE
Mahomedans (Saracens)	Yarkand	FALSE
Mahomedans (Saracens)	Khotan	FALSE
Mahomedans (Saracens)	Pein	FALSE
Mahomedans (Saracens)	Charchan	FALSE
Mahomedans (Saracens)	Lop	FALSE
Mahomedans (Saracens)	Tangut	FALSE
Mahomedans (Saracens)	Chingintalas	FALSE
Mahomedans (Saracens)	Kanchau	FALSE
Mahomedans (Saracens)	Sinju	FALSE
Mahomedans (Saracens)	Egrigaia	FALSE
Mahomedans (Saracens)	"Tenduc, their half-breed progeny"	FALSE
Mahomedans (Saracens)	their gibes at Christians	FALSE
Mahomedans (Saracens)	Kúblái’s dislike of	FALSE
Mahomedans (Saracens)	in Yun-nan	FALSE
Mahomedans (Saracens)	in Champa	FALSE
Mahomedans (Saracens)	in Sumatra	FALSE
Mahomedans (Saracens)	troops in Ceylon	FALSE
Mahomedans (Saracens)	pilgrims to Adam’s Peak	FALSE
Mahomedans (Saracens)	honour St. Thomas	FALSE
Mahomedans (Saracens)	in Kesmacoran	FALSE
Mahomedans (Saracens)	in Madagascar	FALSE
Mahomedans (Saracens)	in Abyssinia	FALSE
Mahomedans (Saracens)	in Aden	FALSE
Mahomedans (Saracens)	outrage by	FALSE
Mahomedans (Saracens)	Dufar	FALSE
Mahomedans (Saracens)	Calatu	FALSE
Mahomedans (Saracens)	Hormuz	FALSE
Mahomedans (Saracens)	Ahmad Sultan one	FALSE
Mailapúr (Shrine of St. Thomas)		FALSE
Maiman		FALSE
Maiman	"Maistrè, the word"	FALSE
Maitreya Buddha		FALSE
Majapahit	empire of (Java)	FALSE
Majar (Menjar)		FALSE
Major	"R.H., on Australia"	FALSE
Makdashan	see Magadoxo	FALSE
Malabar	"Melibar, Malibar, Manibar"	FALSE
Malabar	fleets	FALSE
Malabar	products	FALSE
Malabar	"imports, Chinese ships in"	FALSE
Malacca		FALSE
Malacca	foundation of	FALSE
Malacca	chronology	FALSE
Malacca	Straits of	FALSE
Malaiur	island and city	FALSE
Malasgird		FALSE
Malay Peninsula		FALSE
Malay Peninsula	invasion of Ceylon	FALSE
Malay Peninsula	chronicle	FALSE
Malay Peninsula	language	FALSE
Malay Peninsula	origin of many geographical names	FALSE
Malayo	or Tana Malayu	FALSE
Malcolm	Sir John	FALSE
Mal–Amir	or Aidhej	FALSE
Maldive Islands		FALSE
Male and Female Islands		FALSE
Male and Female Islands	legend widely diffused	FALSE
Malifattan		FALSE
Malik al Dháhir	king of Samudra	Person
Malik al Dháhir	"DASH al Sálih, king of Samudra"	Person
Malik al Dháhir	DASH al Mansúr	FALSE
Malik al Dháhir	DASH Kafur	FALSE
Malli	the	FALSE
Malpiero	Gasparo	FALSE
Malte–Brun		FALSE
Malwa		FALSE
Malé in Burma		FALSE
Mamaseni		FALSE
Mamre	tree of	FALSE
Man	Col. Henry	FALSE
Manchu dynasty		FALSE
Mancopa		FALSE
Mandalé in Burma		FALSE
Mandarin language		FALSE
Mangalai	third son of Kúblái	Person
Mangalai	his palace	Person
Mangalore		FALSE
Mangla and Nebila Islands		FALSE
Mangonels made by Polos for attack of Saianfu		FALSE
Mangonels made by Polos for attack of Saianfu	etymology	FALSE
Mangonels made by Polos for attack of Saianfu	account of	FALSE
Mangonels made by Polos for attack of Saianfu	a barbarous lubricant for	FALSE
Mangu (Mangkú	his death	Person
Mangu (Mangkú	massacre at his funeral	Person
Mangu (Mangkú	Kúblái’s elder brother	Person
Mangu (Mangkú	Mongu) Khan	FALSE
Mangu (Mangkú	reign	FALSE
Mangu–Temur (Mungultemur)		FALSE
Manjáník (Manjaniki	DASH Kumghá	FALSE
Manjáník (Manjaniki)		FALSE
Manjanikis (Mangonellas). (See Mangonels.)		FALSE
Manji	see Manzi	FALSE
Manjushri	Bodhisatva	Person
Manphul	Pandit	FALSE
Mansur Shah		FALSE
Mantzé	"Man-tzu, Mantszi, Aborigines"	FALSE
Manuel	"Comnenus, Emperor"	FALSE
Manufactures	Kúblái’s	FALSE
Manuscripts of Polo’s Book		FALSE
Manzi (Facfur)	king of	Person
Manzi (Facfur)	his flight	Person
Manzi (Facfur)	his charity	Person
Manzi (Facfur)	his effeminacy	Person
Manzi (Facfur)	his death	Person
Manzi (Facfur)	his palace at Kinsay	Person
Manzi (Facfur)	her report of Kinsay	Person
Manzi (Facfur)	White City of the Frontier	Location
Manzi (Facfur)	(See Faghfur.	FALSE
Manzi (Facfur)	DASH (Mangi) province	FALSE
Manzi (Facfur)	entrance to	FALSE
Manzi (Facfur)	conquest of	FALSE
Manzi (Facfur)	character of the people	FALSE
Manzi (Facfur)	"its nine kingdoms, 1200 cities and squares"	FALSE
Manzi (Facfur)	its bamboos	FALSE
Manzi (Facfur)	no sheep in	FALSE
Manzi (Facfur)	dialects	FALSE
Manzi (Facfur)	called Chin	FALSE
Manzi (Facfur)	ships and merchants in India	FALSE
Manzi (Facfur)	DASH queen of	FALSE
Manzi (Facfur)	surrenders	FALSE
Ma’bar (Maabar)	obscurity of history	Person
Ma’bar (Maabar)	"nakedness of people, king, his jewels"	Person
Ma’bar (Maabar)	"his wives, “Trusty Lieges,” treasure"	Person
Ma’bar (Maabar)	its brother kings	Person
Ma’bar (Maabar)	pearl fishery	Person
Ma’bar (Maabar)	other customs	Person
Ma’bar (Maabar)	i.e. Coromandel coast)	FALSE
Ma’bar (Maabar)	province of India	FALSE
Ma’bar (Maabar)	etymology	FALSE
Ma’bar (Maabar)	limits	FALSE
Ma’bar (Maabar)	port visited by Polo	FALSE
Ma’bar (Maabar)	horses imported	FALSE
Ma’bar (Maabar)	superstitious customs	FALSE
Ma’bar (Maabar)	ox-worship	FALSE
Ma’bar (Maabar)	"Govis, Ib."	FALSE
Ma’bar (Maabar)	no horses bred	FALSE
Ma’bar (Maabar)	mode of arrest for debt	FALSE
Ma’bar (Maabar)	great heat	FALSE
Ma’bar (Maabar)	regard for omens	FALSE
Ma’bar (Maabar)	"astrology, treatment of boys"	FALSE
Ma’bar (Maabar)	"birds, girls consecrated to idols"	FALSE
Ma’bar (Maabar)	customs in sleeping	FALSE
Ma’bar (Maabar)	ships at Madagascar	FALSE
Map	Hereford	Person
Map	constructed on Polo’s data	FALSE
Map	Roger Bacon’s	FALSE
Map	Marino Sanudo’s	FALSE
Map	Medicean	FALSE
Map	Catalan	FALSE
Map	Fra Mauro’s	FALSE
Map	Ruysch’s	FALSE
Map	Mercator’s	FALSE
Map	Sanson’s	FALSE
Mapillas	or Moplahs	FALSE
Maps	"allusions to, in Polo’s book"	FALSE
Maps	early mediaeval	FALSE
Maps	of the Arabs	FALSE
Maps	in the palace at Venice	FALSE
Mar Sarghis		FALSE
Marabia	"Maravia, Maravi"	FALSE
Marah Silu		FALSE
Marash		FALSE
Maratha		FALSE
Mardin (Merdin)		FALSE
Mare’s milk	see Kumiz	FALSE
Margaritone		FALSE
Marignolli	John	FALSE
Market days		FALSE
Markets in Kinsay		FALSE
Markets in Kinsay	DASH Squares in Kinsay	FALSE
Marks of Silver		FALSE
Marriage customs in Khotan		FALSE
Marriage customs in Khotan	DASH customs in Kanchau	FALSE
Marriage customs in Khotan	DASH customs of the Tartars	FALSE
Marriage customs in Khotan	DASH (posthumous) amongst Tartars	FALSE
Marriage customs in Khotan	DASH laxities of different peoples	FALSE
Marriage customs in Khotan	DASH laxities in Thibet	FALSE
Marsden’s edition of Polo		FALSE
Martin	"Dr. Ernest, of French Legation at Pekin"	FALSE
Martini	his Atlas Sinensis	Person
Martini	his account of Kinsay	Person
Martini		FALSE
Martyrs	Franciscan	FALSE
Martyrs	Masálak-al-Absár	FALSE
Mashhad (Meshed	or Varsach River	Location
Mashiz		FALSE
Maskat		FALSE
Mas’ud II	Ghiath ed-din-Seljuk dynasty	FALSE
Mas’udi		FALSE
Mastiff Dogs	Keepers of the	FALSE
Mastiffs of Tibet	see Dogs	FALSE
Mastodon	bogged	FALSE
Masulipatam		FALSE
Matchlocks	manufacture at Kerman	FALSE
Matchlocks	at Taianfu	FALSE
Mati Dhivaja	see Bashpah Lama	FALSE
Matitánana		FALSE
Matityna (Martinique)		FALSE
Ma-t’eu (Matu)		FALSE
Maundevile	his Book of Travels	Person
Maundevile	his tomb	Person
Maundevile	Sir John (John a Beard)	FALSE
Maundevile	on lying in water	FALSE
Maundevile	Cloths of Tartary	FALSE
Maundevile	Trees of the Sun	FALSE
Maundevile	Dry Tree	FALSE
Maundevile	English version	FALSE
Maung Maorong	"or Pong, Shan kingdom"	FALSE
Mauro	"Fra, his map"	Person
Mausul (Mosul)	kingdom of	Location
Mausul (Mosul)	"Mauvenu (Malvennez), the phrase"	FALSE
Mayers	W.F	FALSE
Mayhew	"A.L., on Couvade"	FALSE
Mazandéran	province	FALSE
Mazandéran	"Mecchino, Ginger"	FALSE
Medressehs at Sivas		FALSE
Mekhitar		FALSE
Mekong River (Lan-tsang kiang)		FALSE
Mekrán	often reckoned part of India	FALSE
Mekránis		FALSE
Melchior	one of the Magi	FALSE
Melibar	see Malabar	FALSE
Melic	the title	FALSE
Melons	"dried, of Shibrgán"	FALSE
Menangkabau		FALSE
Mendoza		FALSE
Menezes	Duarte	FALSE
Mengki	envoy to Java	FALSE
Menjar (Májar?)		FALSE
Menuvair and Grosvair		FALSE
Merghuz Boirúk Khan		FALSE
Merkit (Mecrit	"Mescript), a Tartar tribe"	FALSE
Meshid (more correctly Mashhad)		FALSE
Messengers	Royal Mongol	FALSE
Mexico		FALSE
Meyer	"Paul, Alexandre le Grand"	FALSE
Miafarakain		FALSE
Miau-tzu		FALSE
Mien	"Amien, Ava (Burma), king of"	Person
Mien	his battle with Tartars	Person
Mien	City of	Location
Mien	its gold and silver towers	FALSE
Mien	how it was conquered	FALSE
Mien	communications and war with Mongols	FALSE
Mien	Chinese notices	FALSE
Mikado		FALSE
Military engines of the Middle Ages	Chinese and Persian histories on	Person
Military engines of the Middle Ages		FALSE
Military engines of the Middle Ages	dissertation on	FALSE
Military engines of the Middle Ages	two classes	FALSE
Military engines of the Middle Ages	Trébuchets	FALSE
Military engines of the Middle Ages	Balista	FALSE
Military engines of the Middle Ages	"shot used, carrion, live men, bags of gold"	FALSE
Military engines of the Middle Ages	Mangonel	FALSE
Military engines of the Middle Ages	Napoleon’s experiments with heavy shot	FALSE
Military engines of the Middle Ages	size and accuracy	FALSE
Military engines of the Middle Ages	length of range (Sanudo on)	FALSE
Military engines of the Middle Ages	effect of Mangonel on Saracens	FALSE
Military engines of the Middle Ages	procured by Kúblái for siege of Siang-yang	FALSE
Military engines of the Middle Ages	known to Mongols and Chinese	FALSE
Military engines of the Middle Ages	"the Karabugha, or Calabra"	FALSE
Military engines of the Middle Ages	the P’ao	FALSE
Milk	"portable, or curd"	FALSE
Milk	rite of sprinkling Mare’s	FALSE
Million	use of the numeral	FALSE
Millione	"Millioni, nickname for Polo and his book"	Person
Millioni	Corte del	FALSE
Milne		FALSE
Min River (in Fokien	DASH River (in Szech’wan)	Location
Min River (in Fokien)		FALSE
Minao district		FALSE
Mines and Minerals	"see Iron, Silver, etc"	FALSE
Minever	see Menuvair	FALSE
Ming	"the Chinese dynasty which ousted the Mongols, A.D. 1368"	FALSE
Ming	their changes in Peking	FALSE
Ming	their paper-money	FALSE
Ming	their effeminate customs	FALSE
Ming	expeditions to India	FALSE
Ming	annals	FALSE
Mingan	Khan’s Master of Hounds	FALSE
Ming-ti	Emperor	FALSE
Minján	dialect of	FALSE
Minotto	Professor A.S	FALSE
Mint	the Khan’s	FALSE
Mintsing-hien		FALSE
Mious River		FALSE
Miracle Stories	Mountain moved	Location
Miracle Stories	fish in Lent	FALSE
Miracle Stories		FALSE
Miracle Stories	St. Barsamo’s girdles	FALSE
Miracle Stories	Holy Fire	FALSE
Miracle Stories	Stone at Samarkand	FALSE
Miracle Stories	at St. Thomas’ Shrine	FALSE
Miracle Stories		FALSE
Mirkhond		FALSE
Mirobolans		FALSE
Mirobolans	"Miskál, a weight. (See also Saggio.)"	FALSE
Mirobolans	"Misri, sugar-candy"	FALSE
Missionary Friars	powers conferred on	FALSE
Missionary Friars	in China in 14th century	FALSE
Missionary Friars	DASH Martyrs	FALSE
Moa of New Zealand		FALSE
Modhafferians	the	FALSE
Modun Khotan (“Wood-ville”)		FALSE
Múnál pheasant (Lopophorus impeyanus)	described by Aelian	FALSE
Moghistan		FALSE
Mohammed	"son of Yusuf Kelefi, founder of Shíráz"	Person
Mohammerah		FALSE
Mohiuddin		FALSE
Mokli	the Jelair	FALSE
Molayu		FALSE
Molebar	see Malabar	FALSE
Molephatan		FALSE
Molière	Pastorale Comique	FALSE
Moluccas		FALSE
Mombasa		FALSE
Momein		FALSE
Monasteries of Idolaters (Buddhists)		FALSE
Money	paper	FALSE
Money	DASH values	FALSE
Mongol conquests	treachery and cruelty	Person
Mongol conquests		FALSE
Mongol conquests	capture Soldaia	FALSE
Mongol conquests	Bolghar	FALSE
Mongol conquests	their inroads	FALSE
Mongol conquests	Bakh city	FALSE
Mongol conquests	invade Balakhshán	FALSE
Mongol conquests	invasion of Poland and Silesia	FALSE
Mongon Khan	see Mangu	FALSE
Mongotay (Mangkutai	a Mongol officer	FALSE
Monkeys		FALSE
Monkeys	passed off as pygmies	FALSE
Monks	idolatrous. (See Monasteries.)	FALSE
Monnier	"Marcel, his visit to Karakorum"	Person
Monnier	on the Ch’êng-tu Suspension Bridge	FALSE
Monoceros and Maiden	legend of	FALSE
Monophysitism		FALSE
Monsoons		FALSE
Monte d’Ely		FALSE
Montecorvino	"John, Archbishop of Cambaluc"	FALSE
Montgomerie	Major T.G. (R.E.) (Indian Survey)	FALSE
Montgomerie	on fire at great altitudes	FALSE
Montgomerie	position of Kashgar and Yarkund	FALSE
Monument at Si-ngan fu	Christian	FALSE
Moon	Mountains of the	Location
Moore	Light of the Harem	FALSE
Moplas	see Mapillas	FALSE
Morgan	E. Delmar	FALSE
Mortagne	siege of	FALSE
Mortagne	"Morus alba, silk-worm tree"	FALSE
Moscow	Tartar Massacre at	FALSE
Mosolin	"or Muslin (Mosolini), Mo-sze, Arab Mauçili"	FALSE
Mossos	a tribe	FALSE
Mosta’sim Billah	story of his avarice and death	Person
Mosta’sim Billah	last Abbaside Khalif of Baghdad	FALSE
Mosta’sim Billah	Mostocotto	FALSE
Mosul (Mausul)		FALSE
Motapallé	see Mutfili	FALSE
Motawakkil	Khalif	FALSE
Moule	Bishop G.E	FALSE
Mount	"Green, in Palace grounds at Peking"	FALSE
Mount	DASH St Thomas	FALSE
Mount	"DASH D’Ely, see Monte d’Ely"	FALSE
Mountain	"Old Man of the, see Old Man of the"	FALSE
Mountain	DASH Miracle of the	FALSE
Mountain	"DASH Road in Shensi, extraordinary"	FALSE
Mourning customs		FALSE
Mourning customs	at Hormuz	FALSE
Mourning customs	in Tangut	FALSE
Mourning customs	at Kinsay	FALSE
Mozambique Channel		FALSE
Mätzner	Eduard	FALSE
Muang	term applied in Shan countries (Laos and W. Yunnan) to fortified	FALSE
Muang	"towns, as:—"	FALSE
Muang	Muang–Chi	FALSE
Muang	"Muang, or Maung Maorong"	FALSE
Muang	Muang Shung	FALSE
Muang	Muang Yong	FALSE
Muláhidah (Mulehet)	"Alamút, Chinese Mulahi), epithet of Ismaelites"	FALSE
Mulberry Trees		FALSE
Mul–Java		FALSE
Multan		FALSE
Mung (Nicaea)		FALSE
Mungasht	"hill fort, stronghold of the Atabegs"	FALSE
Mungul	name applied to Tartars. (See Mongol.)	FALSE
Mungul–Temur and Mongo–Temur	see Mangu–Temur	FALSE
Murad Beg	of Kunduz	FALSE
Murghab River		FALSE
Murray	"Dr. J.A.H., on Couvade"	FALSE
Murray	DASH Hugh	FALSE
