chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Travel Verb Phrases	Travel Noun Phrases	Travel Phrases	Travelled Location
1	PART 1	25	Of the Province of Pascia	365	The people have a peculiar language ; 								
1	PART 1	25	Of the Province of Pascia	366	they are worshippers of idols, and much skilled in enchantments and diabolical arts.								
1	PART 1	25	Of the Province of Pascia	367	The men wear ear-rings and buckles of gold and silver, with pearls and precious stones.								
1	PART 1	25	Of the Province of Pascia	368	They are a very artful and malicious people.								
1	PART 1	25	Of the Province of Pascia	369	The province is extremely hot, and the people live upon flesh and rice.								
1	PART 1	25	Of the Province of Pascia	370	Now let us leave it, and tell of another, which is distant from this seven days towards the south-east.				leave	leave it , and tell of another , which is distant from this seven days towards the south-east	it,another , which is distant from this seven days towards the south-east,another,distant from this seven days towards the south-east,distant,this seven days towards the south-east,this seven days,the south-east		
1	PART 1	26	Of the Province of Kesimur	371	Kesimur is inhabited by idolaters, who have a language of their own.	Kesimur		Kesimur					
1	PART 1	26	Of the Province of Kesimur	372	They have a wonderful knowledge of the enchantments of devils, making their images speak, and by sorcery changing the seasons, causing great darkness, and doing other wonders which could not be believed unless they were seen.								
1	PART 1	26	Of the Province of Kesimur	373	The idols of this province are the heads over all the others, and went down hence to the neighbouring countries.				went	went down hence to the neighbouring countries	the neighbouring countries		
1	PART 1	26	Of the Province of Kesimur	374	The people are meagre and of a brown complexion ; 								
1	PART 1	26	Of the Province of Kesimur	375	but the females are very beautiful.								
1	PART 1	26	Of the Province of Kesimur	376	They live on flesh and rice, and have a number of cities and castles.								
1	PART 1	26	Of the Province of Kesimur	377	They have woods and deserts, and passes so strong that they have little dread of an invader: their king rules with great justice.								
1	PART 1	26	Of the Province of Kesimur	378	In this country are hermits, who observe great abstinence in eating and drinking, and carefully abstain from all offences against their faith ; 								
1	PART 1	26	Of the Province of Kesimur	379	and this is done through veneration of their gods.								
1	PART 1	26	Of the Province of Kesimur	380	They have abbeys and monasteries, are held in much reverence by the people of the country, and live to a great age.								
1	PART 1	26	Of the Province of Kesimur	381	The coral brought from our land is sold more readily there than in any other nation.								
1	PART 1	26	Of the Province of Kesimur	382	From this place you may go to the sea of India, and if we went farther we should enter into that country ; 			sea of India	go,went,enter	go to the sea of India,went,enter into that country	the sea of India,the sea,India,that country		
1	PART 1	26	Of the Province of Kesimur	383	but being to return that way, we will then describe it in due order, and now go back to Badascian.			Badascian	return,go	return that way,go back to Badascian	return that way,return that,return,way,Badascian		
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	384	When a man departs from Badascian, he goes twelve days between north-east and east, along a river which belongs to a brother of the lord of that land.	Vokhan, Pamier, Belor		Badascian					
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	385	There are many castles, and a good number of inhabitants, who are valiant and adore Mohammed.		Mohammed						
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	386	He then comes to a province named Vokhan, not very large, being only three days' journey in every direction.			Vokhan					
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	387	The people are of the same description, and subject to the ruler of Badascian.			Badascian					
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	388	Wild beasts and birds of every kind for hunting are most abundant.								
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	389	Having left this place, and travelled three days, always over mountains, he ascends to a district which is said to be the highest in the world.				left,travelled	left this place , and travelled three days , always over mountains,travelled three days , always over mountains	this place , and travelled three days , always over mountains,this place,three days,mountains,three days , always over mountains,three days,mountains		
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	390	Here he finds a plain between two vast hills, through which flows a very fine river, issuing from a large lake ; 								
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	391	and it is the best pasturage in the world, for a lean animal becomes fat here in ten days.								
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	392	All kinds of wild animals abound ; 								
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	393	in particular, a species of sheep with horns of three, four, and even six palms long.								
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	394	These are formed by the shepherds into large spoons, out of which they eat ; and are even employed in enclosing the places where they keep their cattle.								
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	395	The hornsare heaped up in large quantities along the road, for the purpose of guiding travellers during winter, when it is covered with snow.								
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	396	While a man passes for twelve days along this high plain, which is called Pamier,he sees neither habitation nor verdure, but must carry all his provisions along with him.								
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	397	No birds can live in this cold region; 								
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	398	and I can even state that the fire does not burn so clear nor with the same colour as in other places, nor does it cook victuals so well.								
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	399	Leaving this place, he has to go on forty days between north and north-east, and passes many rivers and deserts ; and in all this journey finds neither verdure nor habitation, but must carry all his provisions along with him.				Leaving,go	Leaving this place,go on forty days between north and north-east	this place,forty days between north and north-east,forty days,north and north-east		
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	400	This country is called Belor.			Belor					
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	401	The people live in very lofty mountains.								
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	402	They are idolaters, extremely savage, violent, and cruel, subsist by hunting, and dress themselves in the skins of beasts.								
1	PART 1	28	Of the Province of Cascar	403	Cascar was anciently a kingdom, but is now under the dominion of the great khan.	Cascar	Khan	Cascar					
1	PART 1	28	Of the Province of Cascar	404	The people adore Mohammed, and have cities and castles; 		Mohammed						
1	PART 1	28	Of the Province of Cascar	405	they are situated between the north and east.								
1	PART 1	28	Of the Province of Cascar	406	They subsist by merchandise and manufactures, having also fine gardens, vineyards, and orchards, with a good supply of silk.								
1	PART 1	28	Of the Province of Cascar	407	The merchants, in carrying on their trade, go round the whole world ; 				go	go round the whole world	the whole world		
1	PART 1	28	Of the Province of Cascar	408	but they are sordid and covetous, eating and drinking very poorly.								
1	PART 1	28	Of the Province of Cascar	409	Some Nestorian Christians reside here, observing their own customs and laws.								
1	PART 1	28	Of the Province of Cascar	410	The people have a language of their own ; 								
1	PART 1	28	Of the Province of Cascar	411	and the province extends five days' journey.								
1	PART 1	28	Of the Province of Cascar	412	Now let us leave it and speak of Samarcan.			Samarcan	leave	leave it and speak of Samarcan	it,Samarcan	Samarcan	Samarcan
1	PART 1	29	Of the City of Samarcan	413	Samarcan is a very great and noble city, lying to the south, inhabited by Christians and Saracens.	Samarcan		Samarcan					
1	PART 1	29	Of the City of Samarcan	414	The people are governed by a nephew of the great khan, who, however, is not his friend, but is in open hostility against him.		Khan						
1	PART 1	29	Of the City of Samarcan	415	I have to tell you a great wonder which happened in this city.								
1	PART 1	29	Of the City of Samarcan	416	You must know that not very long since, Ciagatai, brother to the great khan, became a Christian, and was lord of that and of many other countries.		Ciagatai,Khan						
1	PART 1	29	Of the City of Samarcan	417	The believers of Samarcan rejoiced greatly at his conversion, and erected a large church in honour of it, bearing the name of St John the Baptist.			Samarcan					
1	PART 1	29	Of the City of Samarcan	418	They took a large and fine stone belonging to the Saracens, and made it the base of a column, which rose in the middle of the edifice, and supported the whole roof.								
1	PART 1	29	Of the City of Samarcan	419	Now it came to pass that Ciagatai died, whereupon the Mohammedans, having been much enraged at this stone being taken for the use of the church, consulted with each other how to recover it by force.		Ciagatai		came,pass	came to pass that Ciagatai died , whereupon the Mohammedans , having been much enraged at this stone being taken for the use of the church , consulted with each other how to recover it by force,pass that Ciagatai died , whereupon the Mohammedans , having been much enraged at this stone being taken for the use of the church , consulted with each other how to recover it by force	that Ciagatai,the Mohammedans,this stone being taken for the use of the church , consulted with each other,this stone,the use of the church , consulted with each other,the use,the church , consulted with each other,the church,each other,it,force,pass,Ciagatai,the Mohammedans,this stone being taken for the use of the church,this stone,the use of the church,the use,the church,each other,it,force		
1	PART 1	29	Of the City of Samarcan	420	This they could now easily do, being ten to one of their adversaries. 								
1	PART 1	29	Of the City of Samarcan	421	Several of their elders went and told the Christians that they wished to receive back the slab, which had been formerly theirs.				went	went and told the Christians that they wished to receive back the slab , which had been formerly theirs	the Christians that they wished to receive back the slab , which had been formerly,the Christians,they,the slab , which had been formerly,the slab,theirs		
1	PART 1	29	Of the City of Samarcan	422	The latter answered, that they would willingly restore it, but for the injury it would do to their building, and offered to pay a fair price for it.								
1	PART 1	29	Of the City of Samarcan	423	The others replied, that they wished neither gold nor treasure, but must have their stone.								
1	PART 1	29	Of the City of Samarcan	424	The government now belonged to the nephew of the great khan, who commanded that within two days it should be restored.		Khan						
1	PART 1	29	Of the City of Samarcan	425	When the Christians received that order, they were much grieved, and knew not what to do.								
1	PART 1	29	Of the City of Samarcan	426	They went, however, and with many tears implored John the Baptist to relieve them in this tribulation.				went	went , however , and with many tears implored John the Baptist to relieve them in this tribulation	many tears implored John the Baptist to relieve them in this tribulation,many tears,John the Baptist,them,this tribulation		
1	PART 1	29	Of the City of Samarcan	427	On the morning of the day when the stone was to be returned, the pillar, by the power of our Lord, rose up at least three palms, and supported itself as well as when the stone was beneath it, and has continued to do so till this day.								
1	PART 1	29	Of the City of Samarcan	428	This was and still is accounted one of the greatest miracles that ever happened in the world.								
1	PART 1	29	Of the City of Samarcan	429	Now let me tell you of a province which is called Yarcan.			Yarcan					
1	PART 1	30	Of the Province of Yarcan	430	Yarcan is a province five days' journey in length.	Yarcan		Yarcan					
1	PART 1	30	Of the Province of Yarcan	431	The people obey the law of Mohammed, but there are some Nestorian Christians; 		Mohammed						
1	PART 1	30	Of the Province of Yarcan	432	they are subject to the nephew of the khan mentioned above.		Khan						
1	PART 1	30	Of the Province of Yarcan	433	All necessaries are in great abundance.								
1	PART 1	30	Of the Province of Yarcan	434	Cotton is also grown, and the inhabitants are skilful artisans.								
1	PART 1	30	Of the Province of Yarcan	435	They suffer severely by swellings in the legs and in the throat, occasioned by the bad quality of the water.								
1	PART 1	30	Of the Province of Yarcan	436	Finding nothing else worth mentioning, I shall go on to Cotan.			Cotan	go	go on to Cotan	Cotan	Cotan	Cotan
1	PART 1	31	Of the great Province of Cotan	437	Cotan is a province between north-east and east, and is eight days' journey in length.	Cotan		Cotan					
1	PART 1	31	Of the great Province of Cotan	438	The people adore Mohammed ; 		Mohammed						
1	PART 1	31	Of the great Province of Cotan	439	they have a number of cities and castles.								
1	PART 1	31	Of the great Province of Cotan	440	The capital is a noble town, called by the name of the kingdom.								
1	PART 1	31	Of the great Province of Cotan	441	They have all things in abundance, a large supply of silk, with vineyards and good orchards.								
1	PART 1	31	Of the great Province of Cotan	442	They carry on merchandise and manufactures, but are not men at arms.								
1	PART 1	32	Of the Province of Pein	443	Pein is a province five days' journey in length, between north-east and east.	Pein		Pein					
1	PART 1	32	Of the Province of Pein	444	The people adore Mohammed, are subject to the great khan, and have a number of towns and castles.		Mohammed,Khan						
1	PART 1	32	Of the Province of Pein	445	The noblest city and capital is called by the name of the kingdom.								
1	PART 1	32	Of the Province of Pein	446	Here is a river in which are found the stones named jasper and calcedony.								
1	PART 1	32	Of the Province of Pein	447	The people are very well supplied with necessaries, and grow a good deal of silk.								
1	PART 1	32	Of the Province of Pein	448	They live by merchandise and arts, and have a custom which I will now tell you.								
1	PART 1	32	Of the Province of Pein	449	When a woman has a husband who has gone a journey, and is to be absent above twenty days, as soon as he has departed she takes another partner, being fully allowed  by usage to do so; 				gone,departed	gone a journey,departed she takes another partner , being fully allowed by usage to do so	a journey,she,another partner , being fully allowed by usage to do so,another partner,usage		
1	PART 1	32	Of the Province of Pein	450	while the husband, in the place where he goes, takes another wife.								
1	PART 1	32	Of the Province of Pein	451	Know that all the provinces now described from Cascar to the present, and still farther on, belong to Great Turkey.			Cascar,Great Turkey					
1	PART 1	32	Of the Province of Pein	452	Now let us tell of a province named Ciarcian.			Ciarcian					
1	PART 1	33	Of the Province of Ciarcian	453	Ciarcian is a province of Great Turkey, lying between north-east and east, with a capital city of the same name.	Ciarcian		Ciarcian,Great Turkey					
1	PART 1	33	Of the Province of Ciarcian	454	The people adore Mohammed, and have a good number of towns and castles.		Mohammed						
1	PART 1	33	Of the Province of Ciarcian	455	There is a river bringing jasper and calcedony, which, being of excellent quality, they take to sell in Cathay, and thus make great profit.			Cathay					
1	PART 1	33	Of the Province of Ciarcian	456	This province is sandy, as well as the whole road from Cotan hither ; and much of the water is bad and bitter, but in various places it is good.			Cotan					
1	PART 1	33	Of the Province of Ciarcian	457	When an enemy passes through the country, they flee with their wives, children, and cattle, two or three days' journey through the sand to places abounding in fine water and pasturage ; 								
1	PART 1	33	Of the Province of Ciarcian	458	and no one can tell where they have gone, because the wind blowing the sand obliterates all traces of their march, and they thus escape the invader.				gone	gone , because the wind blowing the sand obliterates all traces of their march	the wind blowing the sand,the wind,the sand,all traces of their march,all traces,their march		
1	PART 1	33	Of the Province of Ciarcian	459	But when a friendly army passes through, they send away only the beasts, because the troops would take and eat them, without any payment.								
1	PART 1	33	Of the Province of Ciarcian	460	After departing from Ciarcian, you go five days through the waste, finding the water bad and bitter, but occasionally sweet and good.			Ciarcian	departing				
1	PART 1	33	Of the Province of Ciarcian	461	At the end of these five days you come to a city which lies at the commencement of the great desert, wherein provisions are laid in for its passage, and therefore I must tell you about it.								
1	PART 1	34	Of the City and Desert of Lop	462	Lop is a large city at the entrance of the great desert bearing its name, and lying between the east and northeast.	Lop		Lop					
1	PART 1	34	Of the City and Desert of Lop	463	It belongs to the khan, and the people adore Mohammed.		Khan,Mohammed						
1	PART 1	34	Of the City and Desert of Lop	464	You must know that those persons who wish to pass this tract rest in the city a week to refresh themselves and their cattle ; 				pass	pass this tract rest in the city a week	this tract rest,the city a week,the city,a week		
1	PART 1	34	Of the City and Desert of Lop	465	then, having taken a month's provisions and provender, they enter upon the desert, which I assure you is so extensive that if a man were to travel through its whole length, it would employ a year ; 				travel	travel through its whole length	travel,its whole length		
1	PART 1	34	Of the City and Desert of Lop	466	and even at its smallest breadth, a month is requisite.								
1	PART 1	34	Of the City and Desert of Lop	467	It consists altogether of mountains and valleys of sand, and nothing is got to eat; 								
1	PART 1	34	Of the City and Desert of Lop	468	but after travelling a day and a night, you find sweet water sufficient for from fifty to a hundred men, with their animals.				travelling	travelling a day and a night	a day and a night,a day,a night		
1	PART 1	34	Of the City and Desert of Lop	469	A larger body could not be supplied.								
1	PART 1	34	Of the City and Desert of Lop	470	Thus, water is seen daily, or altogether in about twenty-eight places, and except in three or four it is good.								
1	PART 1	34	Of the City and Desert of Lop	471	Beasts or birds there are none, because they could not find food; 								
1	PART 1	34	Of the City and Desert of Lop	472	but there is a great wonder which I must now tell you.								
1	PART 1	34	Of the City and Desert of Lop	473	When a party rides by night through this desert, and any one lags behind, or straggles from his companions through sleep or any other cause, when he seeks to return to them, he hears spirits speak to him in such a manner that they seem to be his comrades, and they frequently call him by name, and thus lead him out of his way so that he never regains it, and many persons are thus lost and perish.				rides,return,lead	return to them	return to them,return,them		
1	PART 1	34	Of the City and Desert of Lop	474	I must tell you, too, that even by day you hear these voices of spirits, and even tambours, and many other instruments sounding.								
1	PART 1	34	Of the City and Desert of Lop	475	They find it necessary, also, before going to rest at night, to fix an advanced signal, pointing out the course to be afterwards held ; 				going	going to rest at night , to fix an advanced signal , pointing out the course to be afterwards held	night,an advanced signal,the course to be afterwards held		
1	PART 1	34	Of the City and Desert of Lop	476	likewise to attach a bell to each of the animals, that they may be more easily kept from straggling.								
1	PART 1	34	Of the City and Desert of Lop	477	In this manner, amid much danger and fear, this desert is passed.				passed	passed			
1	PART 1	34	Of the City and Desert of Lop	478	Now we must tell you of the countries that lie on the other side.								
1	PART 1	35	Of the Province of Tangut and City of Sacchion	479	When you have rode thirty days through this desert, you find a city named Sacchion,which belongs to the khan.	Sacchion,Tangut	Khan	Sacchion	rode	rode thirty days through this desert	thirty days through this desert,thirty days,this desert		
1	PART 1	35	Of the Province of Tangut and City of Sacchion	480	 The province is called Tangut,and the people are idolaters, mixed with some Nestorian Christians and Saracens.			Tangut					
1	PART 1	35	Of the Province of Tangut and City of Sacchion	481	The first have languages of their own ; 								
1	PART 1	35	Of the Province of Tangut and City of Sacchion	482	they subsist not by merchandise, but by the grain which they produce from the earth.								
1	PART 1	35	Of the Province of Tangut and City of Sacchion	483	They have many abbeys and monasteries, all full of idols of various shapes, to which they offer frequent sacrifices and homage.								
1	PART 1	35	Of the Province of Tangut and City of Sacchion	484	Every man who has children rears a sheep, and at a particular festival at the end of the year, leads them along with that animal into the presence of the god, to whom they all perform reverence.								
1	PART 1	35	Of the Province of Tangut and City of Sacchion	485	They cook the sheep and offer it very humbly before the idol, leaving it while they make their prayers for the safety of their children.				leaving	leaving it while they make their prayers for the safety of their children	it,they,their prayers,the safety of their children,the safety,their children		
1	PART 1	35	Of the Province of Tangut and City of Sacchion	486	They then take the meat and carry it to the house, or wherever they please, send for their relations, and eat it with great joy and respect.								
1	PART 1	35	Of the Province of Tangut and City of Sacchion	487	They afterwards collect the bones, and preserve them with much diligence.								
1	PART 1	35	Of the Province of Tangut and City of Sacchion	488	You must know likewise, that when any one of them dies, his body is burned, and after he is carried to the place for this last ceremony, they erect in the middle of the path a house of cane, covered with cloths of silk and gold.								
1	PART 1	35	Of the Province of Tangut and City of Sacchion	489	When the dead man is laid before this ornamented house, they place before him wine and victuals, believing that he will be similarly honoured in the other world.								
1	PART 1	35	Of the Province of Tangut and City of Sacchion	490	At the place of burning, too, they cut in paper, men, horses, camels, and coins of the size of bezarits, convinced that the deceased will possess all these things in the future state.								
1	PART 1	35	Of the Province of Tangut and City of Sacchion	491	On this occasion, all the instruments in the land are sounded before the corpse.								
1	PART 1	35	Of the Province of Tangut and City of Sacchion	492	I must tell you, too, that after death the relations send for the astrologer, who is informed of the day, month, and year of his nativity, and then divines, by his diabolical art, the day on which the burning ought to take place.								
1	PART 1	35	Of the Province of Tangut and City of Sacchion	493	If it should be a week, a month, or six months, they keep it all that time, and never burn it till the appointed day.								
1	PART 1	35	Of the Province of Tangut and City of Sacchion	494	During this interval, they deposit it in a large box covered with cloth, and so preserved with crocus and other spices that no stench arises.								
1	PART 1	35	Of the Province of Tangut and City of Sacchion	495	Throughout this period, they place daily before the box meat and drink, and leave it there for some time, till they think he has eaten it.				leave	leave it there	it,there		
1	PART 1	35	Of the Province of Tangut and City of Sacchion	496	These sorcerers, too, often tell the relations that the dead body must not be carried out by the main door, but by a private one, or even through a breach made in the wall.								
1	PART 1	35	Of the Province of Tangut and City of Sacchion	497	All the idolaters in the world proceed in this manner.				proceed	proceed in this manner	this manner		
1	PART 1	35	Of the Province of Tangut and City of Sacchion	498	Now I must go to another city which lies to the south, near the extremity of this desert.				go	go to another city which lies to the south , near the extremity of this desert	another city which lies to the south , near the extremity of this desert,another city,the south,the extremity of this desert,the extremity,this desert		
1	PART 1	36	Of the City of Kamul	499	Kamul is a province, formerly a kingdom, containing cities and castles, with a capital of the same name.	Kamul		Kamul					
1	PART 1	36	Of the City of Kamul	500	It stands between two deserts, the great one already described, and a smaller one, extending three days' journey.								
1	PART 1	36	Of the City of Kamul	501	The people are all idolaters, and have a peculiar language ; 								
1	PART 1	36	Of the City of Kamul	502	they live by the fruits of the earth, having enough to eat, and also to sell to the passenger.								
1	PART 1	36	Of the City of Kamul	503	They are men of great gaiety, thinking of nothing but to sound musical instruments, to sing, dance, and delight their hearts. 								
1	PART 1	36	Of the City of Kamul	504	When a stranger comes to lodge in a house, the master is highly pleased, and leaves him with his wife, desiring her to treat him in every respect as a husband, while he himself goes and spends two or three days elsewhere.								
1	PART 1	36	Of the City of Kamul	505	All the men of the province proceed in this manner, and do not account it any disgrace.								
1	PART 1	36	Of the City of Kamul	506	The women are handsome, gay, and fond of diversion.								
1	PART 1	36	Of the City of Kamul	507	Now, when Mangou Khan reigned as sire of the Tartars, it was reported to him how the people of Kamul gave over their wives to strangers, when he sent orders that, under a severe penalty, travellers should not be henceforth entertained in this manner.		Mangou Khan	Kamul					
1	PART 1	36	Of the City of Kamul	508	When they received this injunction, they were greatly grieved, held a council, and did what I will now tell you.								
1	PART 1	36	Of the City of Kamul	509	They made up a large present, and sent it to Mangou, praying that he would allow them to treat their wives according to the custom handed down to them by their ancestors, who, for this kindness to strangers, had gained the favour of their idols, and their corn and other crops had greatly multiplied.		Mangou						
1	PART 1	36	Of the City of Kamul	510	When he heard this message, he said, Since you are so bent on your own shame, let it be so?.								
1	PART 1	36	Of the City of Kamul	511	He allowed them, therefore, to do as they pleased, and hence they have always maintained this custom.								
1	PART 1	37	Of the Province of Ginghintalas	512	Ginghintalas is a province which is near the desert, between north and south, sixteen days' journey in extent, and subject to the great khan.	Ginghintalas	Khan	Ginghintalas					
1	PART 1	37	Of the Province of Ginghintalas	513	It contains cities, castles, and three descriptions of men, idolaters, adorers  of Mohammed, and Nestorian Christians.		Mohammed						
1	PART 1	37	Of the Province of Ginghintalas	514	On the borders of it, towards the north, is a mountain containing a very abundant vein of copper and antimony.								
1	PART 1	37	Of the Province of Ginghintalas	515	There is also one from which is made the salamander; 								
1	PART 1	37	Of the Province of Ginghintalas	516	but do not suppose this is the animal so called, for no creature can live in fire, because it is compounded of the four elements.								
1	PART 1	37	Of the Province of Ginghintalas	517	It is only through ignorance that the salamander is called an animal ; 								
1	PART 1	37	Of the Province of Ginghintalas	518	and a Turk, named Zurficar, who was very learned, and governor of this province for three years under the great khan, being much employed in working the mines, gave me an account of it.		Zurficar,Khan						
1	PART 1	37	Of the Province of Ginghintalas	519	When this ore is taken from the mountain, and is broken, it strings together, and forms a thread like wool.								
1	PART 1	37	Of the Province of Ginghintalas	520	Being then dried, pounded in a large mortar, and washed, there remains that thread of which I have spoken.								
1	PART 1	37	Of the Province of Ginghintalas	521	Being then woven like wool, it forms cloth, which is dingy in colour at first, but when placed and left some time in the fire, it becomes white as snow, without dirt or stain.								
1	PART 1	37	Of the Province of Ginghintalas	522	This is the truth of the salamander, and every thing else said about itis mere fable.								
1	PART 1	37	Of the Province of Ginghintalas	523	I can tell you, too, that at Rome there is a cloth which the great khan sent to the pope as a costly present, and the sudarium of our Lord was placed within it.		Khan	Rome					
1	PART 1	37	Of the Province of Ginghintalas	524	Now let us tell you of other provinces to the south-east and east.								
1	PART 1	38	Of the Province of Succiur	525	When you have departed from the province now described, you go ten days in the same direction.	Succiur			departed	departed from the province now described	the province now described,the province		
1	PART 1	38	Of the Province of Succiur	526	In all that way there are few habitations, nor does any thing occur worth mentioning.								
1	PART 1	38	Of the Province of Succiur	527	You then find a district called Succiur,with a capital of the same name.			Succiur					
1	PART 1	38	Of the Province of Succiur	528	The people are Christians, and idolaters, and under the great khan.		Khan						
1	PART 1	38	Of the Province of Succiur	529	All the three provinces last described belong to the general one named Tangut.			Tangut					
1	PART 1	38	Of the Province of Succiur	530	Through all its mountains, rhubarb is found in great abundance, and the merchants purchase and carry it over the whole world.								
1	PART 1	38	Of the Province of Succiur	531	They cannot, however, take this road through the mountains with any animals but those accustomed to the country, because a poisonous plant grows there, which, when eaten, causes the hoofs to drop off ; 								
1	PART 1	38	Of the Province of Succiur	532	but the native cattle, having learned its dangerous quality, carefully avoid it.								
1	PART 1	38	Of the Province of Succiur	533	They live by the fruits of the earth, but attend little to merchandise.								
1	PART 1	38	Of the Province of Succiur	534	Now I must tell you of another city.								
1	PART 1	39	Of the Province of Canpicion	535	Canpicion is a great and noble town, chief and capital of the whole province of Tangut.	Canpicion,Tangut		Canpicion,Tangut					
1	PART 1	39	Of the Province of Canpicion	536	The people are idolaters, and there are some who adore Mohammed, and also Christians who have three large and beautiful churches.		Mohammed						
1	PART 1	39	Of the Province of Canpicion	537	The first have monasteries and abbeys according to their custom, with a very great number of idols, some of which, I assure you, are ten paces high, severally formed of wood, of earth, and of stone, all beautifully covered with gold and ivory.								
1	PART 1	39	Of the Province of Canpicion	538	Their priests live more respectably than others, and guard themselves against luxury, though they do not hold it for a very great sin.								
1	PART 1	39	Of the Province of Canpicion	539	They observe the lunar months like ours, and in one of them do not kill any beast or bird.								
1	PART 1	39	Of the Province of Canpicion	540	For five days they eat no food that has had life, and live more strictly than usual.								
1	PART 1	39	Of the Province of Canpicion	541	They take sometimes thirty wives, or as many as they have wealth to maintain, and give them a dowry in beasts, slaves, and money ; 								
1	PART 1	39	Of the Province of Canpicion	542	but the first wife ranks always as the principal.								
1	PART 1	39	Of the Province of Canpicion	543	If any of them do not please him, she may be divorced.								
1	PART 1	39	Of the Province of Canpicion	544	They marry their cousins and even the wives of their father, and do not regard as sins many things which we account great ones ; 								
1	PART 1	39	Of the Province of Canpicion	545	for they live like beasts : therefore let us leave them and go to the north.				leave,go	leave them and go to the north,go to the north	them,the north,the north		
1	PART 1	39	Of the Province of Canpicion	546	But I must tell you that Messeri Nicolo, Maffio, and Marco, remained in that city a year, on particular business which I need not enter into.		Messeri Nicolo, Maffio,Marco		enter	enter into			
1	PART 1	39	Of the Province of Canpicion	547	We shall now go sixty days northwards.				go	go sixty days northwards	sixty days		
1	PART 1	40	Of the Province of Ezina	548	After riding twelve days, you come to a city named Ezina,which is at the northern extremity of the desert of sand, and still in Tangut.	Ezina,Tangut		Ezina,Tangut	riding	riding twelve days	twelve days		
1	PART 1	40	Of the Province of Ezina	549	The people, who are idolaters, breed camels and other beasts, and have falcons of different species and of good quality.								
1	PART 1	40	Of the Province of Ezina	550	They live by the fruits of the earth and cattle, and are also employed in merchandise.								
1	PART 1	40	Of the Province of Ezina	551	In this city, a man lays in provisions for forty days, during which time, travelling from Ezina northwards, there is neither habitation nor inns.			Ezina	travelling	travelling from Ezina northwards	Ezina	Ezina	Ezina
1	PART 1	40	Of the Province of Ezina	552	But the people, except during summer, remain in the valleys; 								
1	PART 1	40	Of the Province of Ezina	553	and in the mountains they find a number of wild beasts, especially asses: there are also pine-forests.								
1	PART 1	40	Of the Province of Ezina	554	At the end of these forty days they reach a northern province, and you shall hear what it is.								
1	PART 1	41	Of the City of Karakorum	555	Karakorum is a city three miles in circuit,which was the first that the Tartars took when they issued from their country, and I am to tell you of their actions and manners, how they gained command, and spread themselves over the world.			Karakorum					
1	PART 1	41	Of the City of Karakorum	556	You must know that they dwelt in the north, about Ciorcia, in which region are great plains, and no abode in cities or castles, but good pasturage, large rivers, and abundance of water.			Ciorcia					
1	PART 1	41	Of the City of Karakorum	557	They had no lords, yet paid tribute to the great sire, named in their language Unchan, whom we call Prester John, and who is spoken of over all the world.		Unchan,Prester John						
1	PART 1	41	Of the City of Karakorum	558	They paid to him one beast out of every ten; 								
1	PART 1	41	Of the City of Karakorum	559	but they multiplied so greatly, that he became afraid of them, and resolved to separate them into different countries; 								
1	PART 1	41	Of the City of Karakorum	560	for which purpose he sent his barons among them.								
1	PART 1	41	Of the City of Karakorum	561	The Tartars on hearing this were much grieved, and, holding a council, determined to flee through desert countries to the north, where he could not reach nor injure them.				flee,reach	flee through desert countries to the north,reach nor injure them	desert countries,the north,reach,them		
1	PART 1	41	Of the City of Karakorum	562	They then ceased to obey or pay tribute to him,and remained thus for a long time.								
1	PART 1	42	On Gengis, the first Khan of the Tartare	563	Now it happened that, about 1187, the Tartars appointed a king, who was named in their language Gengis Khan.	Karakorum	Gengis Khan						
1	PART 1	42	On Gengis, the first Khan of the Tartare	564	He was a man of great worth, sense, and prowess; 								
1	PART 1	42	On Gengis, the first Khan of the Tartare	565	and let me tell you, when he was elected, all the Tartars in the world that were scattered through those strange countries came and owned him as their lord.				came	came and owned him as their lord	him,their lord		
1	PART 1	42	On Gengis, the first Khan of the Tartare	566	He maintained his power with great vigour, and the multitudes who ranged under his standard were almost innumerable.								
