chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	Travel Verb Phrases	Travel Noun Phrases	Travel Phrases	Travelled Location
1	PART 1	25	Of the Province of Pascia	364	You are to know that ten days south from Badascian is a province called Pascia.	Pascia		Pascia	know,called	know,called	know that ten days south from Badascian is a province called Pascia,called Pascia	Pascia	Pascia	Pascia
1	PART 1	25	Of the Province of Pascia	365	The people have a peculiar language ; 									
1	PART 1	25	Of the Province of Pascia	366	they are worshippers of idols, and much skilled in enchantments and diabolical arts.									
1	PART 1	25	Of the Province of Pascia	367	The men wear ear-rings and buckles of gold and silver, with pearls and precious stones.									
1	PART 1	25	Of the Province of Pascia	368	They are a very artful and malicious people.									
1	PART 1	25	Of the Province of Pascia	369	The province is extremely hot, and the people live upon flesh and rice.									
1	PART 1	25	Of the Province of Pascia	370	Now let us leave it, and tell of another, which is distant from this seven days towards the south-east.				let,leave,tell	let,leave,tell	let us leave it , and tell of another , which is distant from this seven days towards the south-east,leave it , and tell of another , which is distant from this seven days towards the south-east,tell of another , which is distant from this seven days towards the south-east	us,it,another , which is distant from this seven days towards the south-east		
1	PART 1	26	Of the Province of Kesimur	371	Kesimur is inhabited by idolaters, who have a language of their own.	Kesimur		Kesimur	inhabited	inhabited	inhabited by idolaters , who have a language of their own	idolaters , who have a language of their own		
1	PART 1	26	Of the Province of Kesimur	372	They have a wonderful knowledge of the enchantments of devils, making their images speak, and by sorcery changing the seasons, causing great darkness, and doing other wonders which could not be believed unless they were seen.				making,changing,causing,doing,be,believed,were,seen	making,changing,causing,doing,be,believed,were,seen	making their images speak , and by sorcery changing the seasons , causing great darkness , and doing other wonders which could not be believed unless they were seen,changing the seasons , causing great darkness , and doing other wonders which could not be believed unless they were seen,causing great darkness,doing other wonders which could not be believed unless they were seen,be believed unless they were seen,believed unless they were seen,were seen,seen	their images,the seasons,they,great darkness,other wonders which could not be believed unless they were seen,I		
1	PART 1	26	Of the Province of Kesimur	373	The idols of this province are the heads over all the others, and went down hence to the neighbouring countries.				went	went	went down hence to the neighbouring countries			
1	PART 1	26	Of the Province of Kesimur	374	The people are meagre and of a brown complexion ; 									
1	PART 1	26	Of the Province of Kesimur	375	but the females are very beautiful.									
1	PART 1	26	Of the Province of Kesimur	376	They live on flesh and rice, and have a number of cities and castles.									
1	PART 1	26	Of the Province of Kesimur	377	They have woods and deserts, and passes so strong that they have little dread of an invader: their king rules with great justice.									
1	PART 1	26	Of the Province of Kesimur	378	In this country are hermits, who observe great abstinence in eating and drinking, and carefully abstain from all offences against their faith ; 									
1	PART 1	26	Of the Province of Kesimur	379	and this is done through veneration of their gods.				done	done	done through veneration of their gods	veneration of their gods		
1	PART 1	26	Of the Province of Kesimur	380	They have abbeys and monasteries, are held in much reverence by the people of the country, and live to a great age.				held,live	held,live	held in much reverence by the people of the country,live to a great age	much reverence,a great age		
1	PART 1	26	Of the Province of Kesimur	381	The coral brought from our land is sold more readily there than in any other nation.				brought,sold	brought,sold	brought from our land,sold more readily there than in any other nation	our land,more		
1	PART 1	26	Of the Province of Kesimur	382	From this place you may go to the sea of India, and if we went farther we should enter into that country ; 			sea of India	go,went,enter	go,went,enter	go to the sea of India,went,enter into that country	the sea of India,I,that country		
1	PART 1	26	Of the Province of Kesimur	383	but being to return that way, we will then describe it in due order, and now go back to Badascian.			Badascian	being,return,describe,go	being,return,describe,go	being to return that way,return that way,describe it in due order,go back to Badascian	that way,it		
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	384	When a man departs from Badascian, he goes twelve days between north-east and east, along a river which belongs to a brother of the lord of that land.	Vokhan, Pamier, Belor		Badascian						
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	385	There are many castles, and a good number of inhabitants, who are valiant and adore Mohammed.		Mohammed							
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	386	He then comes to a province named Vokhan, not very large, being only three days' journey in every direction.			Vokhan	named,being	named,being	named Vokhan , not very large , being only three days ' journey in every direction,being only three days ' journey in every direction	Vokhan , not very large ,,only three days ' journey in every direction	Vokhan 	Vokhan
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	387	The people are of the same description, and subject to the ruler of Badascian.			Badascian						
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	388	Wild beasts and birds of every kind for hunting are most abundant.									
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	389	Having left this place, and travelled three days, always over mountains, he ascends to a district which is said to be the highest in the world.				Having,left,travelled,said,be	Having,left,travelled,said,be	Having left this place , and travelled three days , always over mountains,left this place , and travelled three days , always over mountains,travelled three days , always over mountains,said to be the highest in the world,be the highest in the world	this place,three days,the highest in the world		
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	390	Here he finds a plain between two vast hills, through which flows a very fine river, issuing from a large lake ; 				issuing	issuing	issuing from a large lake	a large lake		
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	391	and it is the best pasturage in the world, for a lean animal becomes fat here in ten days.									
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	392	All kinds of wild animals abound ; 									
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	393	in particular, a species of sheep with horns of three, four, and even six palms long.									
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	394	These are formed by the shepherds into large spoons, out of which they eat ; and are even employed in enclosing the places where they keep their cattle.				formed,employed,enclosing	formed,employed,enclosing	formed by the shepherds into large spoons , out of which they eat ; and are even employed in enclosing the places where they keep their cattle,employed in enclosing the places where they keep their cattle,enclosing the places where they keep their cattle	the shepherds,the places,they,their cattle		
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	395	The hornsare heaped up in large quantities along the road, for the purpose of guiding travellers during winter, when it is covered with snow.				heaped,guiding,covered	heaped,guiding,covered	heaped up in large quantities along the road , for the purpose of guiding travellers during winter , when it is covered with snow,guiding travellers during winter,covered with snow	snow		
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	396	While a man passes for twelve days along this high plain, which is called Pamier,he sees neither habitation nor verdure, but must carry all his provisions along with him.				called,carry	called,carry	called Pamier,carry all his provisions along with him	Pamier,all his provisions		
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	397	No birds can live in this cold region; 				live	live	live in this cold region	this cold region		
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	398	and I can even state that the fire does not burn so clear nor with the same colour as in other places, nor does it cook victuals so well.				state,burn	state,burn	state that the fire does not burn so clear nor with the same colour as in other places , nor does it cook victuals so well,burn so clear nor with the same colour as in other places			
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	399	Leaving this place, he has to go on forty days between north and north-east, and passes many rivers and deserts ; and in all this journey finds neither verdure nor habitation, but must carry all his provisions along with him.				Leaving,go,carry	Leaving,go,carry	Leaving this place,go on forty days between north and north-east,carry all his provisions along with him	this place,forty days between north and north-east,all his provisions		
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	400	This country is called Belor.			Belor	called	called	called Belor	Belor	Belor	Belor
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	401	The people live in very lofty mountains.									
1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	402	They are idolaters, extremely savage, violent, and cruel, subsist by hunting, and dress themselves in the skins of beasts.									
1	PART 1	28	Of the Province of Cascar	403	Cascar was anciently a kingdom, but is now under the dominion of the great khan.	Cascar	Khan	Cascar	was	was	was anciently a kingdom , but is now under the dominion of the great khan			
1	PART 1	28	Of the Province of Cascar	404	The people adore Mohammed, and have cities and castles; 		Mohammed							
1	PART 1	28	Of the Province of Cascar	405	they are situated between the north and east.				situated	situated	situated between the north	the north		
1	PART 1	28	Of the Province of Cascar	406	They subsist by merchandise and manufactures, having also fine gardens, vineyards, and orchards, with a good supply of silk.				having	having	having also fine gardens , vineyards , and orchards , with a good supply of silk	also fine gardens , vineyards , and orchards ,		
1	PART 1	28	Of the Province of Cascar	407	The merchants, in carrying on their trade, go round the whole world ; 				carrying,go	carrying,go	carrying on their trade , go round the whole world,go round the whole world	their trade		
1	PART 1	28	Of the Province of Cascar	408	but they are sordid and covetous, eating and drinking very poorly.									
1	PART 1	28	Of the Province of Cascar	409	Some Nestorian Christians reside here, observing their own customs and laws.				observing	observing	observing their own customs and laws	their own customs and laws		
1	PART 1	28	Of the Province of Cascar	410	The people have a language of their own ; 									
1	PART 1	28	Of the Province of Cascar	411	and the province extends five days' journey.									
1	PART 1	28	Of the Province of Cascar	412	Now let us leave it and speak of Samarcan.			Samarcan	let,leave,speak	let,leave,speak	let us leave it and speak of Samarcan,leave it and speak of Samarcan,speak of Samarcan	us,it,Samarcan	Samarcan	Samarcan
1	PART 1	29	Of the City of Samarcan	413	Samarcan is a very great and noble city, lying to the south, inhabited by Christians and Saracens.	Samarcan		Samarcan	lying,inhabited	lying,inhabited	lying to the south , inhabited by Christians and Saracens,inhabited by Christians and Saracens	the south , inhabited by Christians and Saracens,Christians and Saracens		
1	PART 1	29	Of the City of Samarcan	414	The people are governed by a nephew of the great khan, who, however, is not his friend, but is in open hostility against him.		Khan		governed	governed	governed by a nephew of the great khan , who , however , is not his friend	a nephew of the great khan , who , however , is not his friend		
1	PART 1	29	Of the City of Samarcan	415	I have to tell you a great wonder which happened in this city.				tell,happened	tell,happened	tell you a great wonder which happened in this city,happened in this city	you,this city		
1	PART 1	29	Of the City of Samarcan	416	You must know that not very long since, Ciagatai, brother to the great khan, became a Christian, and was lord of that and of many other countries.		Ciagatai,Khan		know,became,was	know,became,was	know that not very long since,became a Christian , and was lord of that and of many other countries,was lord of that and of many other countries	a Christian,lord of that		
1	PART 1	29	Of the City of Samarcan	417	The believers of Samarcan rejoiced greatly at his conversion, and erected a large church in honour of it, bearing the name of St John the Baptist.			Samarcan	rejoiced,erected,bearing	rejoiced,erected,bearing	rejoiced greatly at his conversion , and erected a large church in honour of it , bearing the name of St John the Baptist,erected a large church in honour of it , bearing the name of St John the Baptist,bearing the name of St John the Baptist	a large church,the name of St John the Baptist		
1	PART 1	29	Of the City of Samarcan	418	They took a large and fine stone belonging to the Saracens, and made it the base of a column, which rose in the middle of the edifice, and supported the whole roof.				took,belonging,made,rose,supported	took,belonging,made,rose,supported	took a large and fine stone belonging to the Saracens , and made it the base of a column , which rose in the middle of the edifice , and supported the whole roof,belonging to the Saracens,made it the base of a column , which rose in the middle of the edifice,rose in the middle of the edifice,supported the whole roof	a large and fine stone belonging to the Saracens,the Saracens,it,the middle of the edifice,the whole roof		
1	PART 1	29	Of the City of Samarcan	419	Now it came to pass that Ciagatai died, whereupon the Mohammedans, having been much enraged at this stone being taken for the use of the church, consulted with each other how to recover it by force.		Ciagatai		came,pass,died,whereupon,having,been,being,taken,consulted,recover	came,pass,died,whereupon,having,been,being,taken,consulted,recover	came to pass that Ciagatai died , whereupon the Mohammedans , having been much enraged at this stone being taken for the use of the church , consulted with each other how to recover it by force,pass that Ciagatai died , whereupon the Mohammedans , having been much enraged at this stone being taken for the use of the church , consulted with each other how to recover it by force,died,whereupon the Mohammedans,having been much enraged at this stone being taken for the use of the church , consulted with each other how to recover it by force,been much enraged at this stone being taken for the use of the church , consulted with each other how to recover it by force,being taken for the use of the church , consulted with each other,taken for the use of the church , consulted with each other,consulted with each other,recover it by force	that Ciagatai,I,the Mohammedans,the use of the church , consulted with each other,each other,it		
1	PART 1	29	Of the City of Samarcan	420	This they could now easily do, being ten to one of their adversaries. 				do,being	do,being	do , being ten to one of their adversaries,being ten to one of their adversaries	ten to one of their adversaries		
1	PART 1	29	Of the City of Samarcan	421	Several of their elders went and told the Christians that they wished to receive back the slab, which had been formerly theirs.				went,told,wished,receive,had,been	went,told,wished,receive,had,been	went and told the Christians that they wished to receive back the slab , which had been formerly theirs,told the Christians that they wished to receive back the slab , which had been formerly theirs,wished to receive back the slab , which had been formerly theirs,receive back the slab , which had been formerly theirs,had been formerly theirs,been formerly theirs	the Christians,they,the slab , which had been formerly theirs		
1	PART 1	29	Of the City of Samarcan	422	The latter answered, that they would willingly restore it, but for the injury it would do to their building, and offered to pay a fair price for it.				answered,restore,do,offered,pay	answered,restore,do,offered,pay	answered , that they would willingly restore it,restore it,do to their building,offered to pay a fair price for it,pay a fair price for it	it,their building,a fair price for it		
1	PART 1	29	Of the City of Samarcan	423	The others replied, that they wished neither gold nor treasure, but must have their stone.				replied,wished,have	replied,wished,have	replied , that they wished neither gold nor treasure , but must have their stone,wished neither gold nor treasure , but must have their stone,have their stone	neither gold nor treasure,their stone		
1	PART 1	29	Of the City of Samarcan	424	The government now belonged to the nephew of the great khan, who commanded that within two days it should be restored.		Khan		belonged,commanded,be,restored	belonged,commanded,be,restored	belonged to the nephew of the great khan , who commanded that within two days it should be restored,commanded that within two days it should be restored,belonged to the nephew of the great khan , who commanded that within two days it should be restored,restored	the nephew of the great khan , who commanded that within two days it should be restored,the nephew of the great khan , who commanded that within two days it should be restored,I		
1	PART 1	29	Of the City of Samarcan	425	When the Christians received that order, they were much grieved, and knew not what to do.				received,were,grieved,knew,do	received,were,grieved,knew,do	received that order,were much grieved , and knew not what to do,grieved , and knew not,knew not,do	order,I		
1	PART 1	29	Of the City of Samarcan	426	They went, however, and with many tears implored John the Baptist to relieve them in this tribulation.				went,implored,relieve	went,implored,relieve	went , however , and with many tears implored John the Baptist to relieve them in this tribulation,implored John the Baptist to relieve them in this tribulation.,relieve them in this tribulation	John the Baptist,them		
1	PART 1	29	Of the City of Samarcan	427	On the morning of the day when the stone was to be returned, the pillar, by the power of our Lord, rose up at least three palms, and supported itself as well as when the stone was beneath it, and has continued to do so till this day.				was,be,returned,rose,supported,was,continued,do	was,be,returned,rose,supported,was,continued,do	was to be returned,was beneath it,be returned,returned,rose up at least three palms , and supported itself as well as when the stone was beneath it , and has continued to do so till this day,supported itself as well as when the stone was beneath it,was to be returned,was beneath it,continued to do so till this day,do so till this day	it,I,itself,it		
1	PART 1	29	Of the City of Samarcan	428	This was and still is accounted one of the greatest miracles that ever happened in the world.				was,accounted,happened	was,accounted,happened	was and still is accounted one of the greatest miracles that ever happened in the world,accounted one of the greatest miracles that ever happened in the world,happened in the world	one of the greatest miracles that ever happened in the world,the world		
1	PART 1	29	Of the City of Samarcan	429	Now let me tell you of a province which is called Yarcan.			Yarcan	let,tell,called	let,tell,called	let me tell you of a province which is called Yarcan,tell you of a province which is called Yarcan,called Yarcan	me,you,Yarcan	Yarcan	Yarcan
1	PART 1	30	Of the Province of Yarcan	430	Yarcan is a province five days' journey in length.	Yarcan		Yarcan						
1	PART 1	30	Of the Province of Yarcan	431	The people obey the law of Mohammed, but there are some Nestorian Christians; 		Mohammed							
1	PART 1	30	Of the Province of Yarcan	432	they are subject to the nephew of the khan mentioned above.		Khan		mentioned	mentioned	mentioned above			
1	PART 1	30	Of the Province of Yarcan	433	All necessaries are in great abundance.									
1	PART 1	30	Of the Province of Yarcan	434	Cotton is also grown, and the inhabitants are skilful artisans.				grown	grown	grown	I		
1	PART 1	30	Of the Province of Yarcan	435	They suffer severely by swellings in the legs and in the throat, occasioned by the bad quality of the water.				occasioned	occasioned	occasioned by the bad quality of the water	the bad quality of the water		
1	PART 1	30	Of the Province of Yarcan	436	Finding nothing else worth mentioning, I shall go on to Cotan.			Cotan	Finding,mentioning,go	Finding,mentioning,go	Finding nothing else worth mentioning,mentioning,go on to Cotan	nothing else worth,I mentioning		
1	PART 1	31	Of the great Province of Cotan	437	Cotan is a province between north-east and east, and is eight days' journey in length.	Cotan		Cotan						
1	PART 1	31	Of the great Province of Cotan	438	The people adore Mohammed ; 		Mohammed							
1	PART 1	31	Of the great Province of Cotan	439	they have a number of cities and castles.									
1	PART 1	31	Of the great Province of Cotan	440	The capital is a noble town, called by the name of the kingdom.				called	called	called by the name of the kingdom	the name of the kingdom		
1	PART 1	31	Of the great Province of Cotan	441	They have all things in abundance, a large supply of silk, with vineyards and good orchards.									
1	PART 1	31	Of the great Province of Cotan	442	They carry on merchandise and manufactures, but are not men at arms.									
1	PART 1	32	Of the Province of Pein	443	Pein is a province five days' journey in length, between north-east and east.	Pein		Pein						
1	PART 1	32	Of the Province of Pein	444	The people adore Mohammed, are subject to the great khan, and have a number of towns and castles.		Mohammed,Khan							
1	PART 1	32	Of the Province of Pein	445	The noblest city and capital is called by the name of the kingdom.				called	called	called by the name of the kingdom	the name of the kingdom		
1	PART 1	32	Of the Province of Pein	446	Here is a river in which are found the stones named jasper and calcedony.				found,named	found,named	found,named jasper and calcedony	I,jasper and calcedony		
1	PART 1	32	Of the Province of Pein	447	The people are very well supplied with necessaries, and grow a good deal of silk.				supplied,grow	supplied,grow	supplied with necessaries,grow a good deal of silk	necessaries,a good deal of silk		
1	PART 1	32	Of the Province of Pein	448	They live by merchandise and arts, and have a custom which I will now tell you.				tell	tell	tell you	you		
1	PART 1	32	Of the Province of Pein	449	When a woman has a husband who has gone a journey, and is to be absent above twenty days, as soon as he has departed she takes another partner, being fully allowed  by usage to do so; 				gone,be,departed,being,allowed,do	gone,be,departed,being,allowed,do	gone a journey,be absent above twenty days,being fully allowed by usage to do so,departed she takes another partner , being fully allowed by usage to do so,being fully allowed by usage to do so,allowed by usage to do so;,do so	a journey,she,usage		
1	PART 1	32	Of the Province of Pein	450	while the husband, in the place where he goes, takes another wife.									
1	PART 1	32	Of the Province of Pein	451	Know that all the provinces now described from Cascar to the present, and still farther on, belong to Great Turkey.			Cascar,Great Turkey	described,belong	described,belong	described from Cascar to the present , and still farther on,belong to Great Turkey	Cascar,Great Turkey	Cascar	Cascar
1	PART 1	32	Of the Province of Pein	452	Now let us tell of a province named Ciarcian.			Ciarcian	let,tell,named	let,tell,named	let us tell of a province named Ciarcian,tell of a province named Ciarcian,named Ciarcian	us,a province named Ciarcian,Ciarcian	a province named Ciarcian ,Ciarcian	Ciarcian ,Ciarcian
1	PART 1	33	Of the Province of Ciarcian	453	Ciarcian is a province of Great Turkey, lying between north-east and east, with a capital city of the same name.	Ciarcian		Ciarcian,Great Turkey	lying	lying	lying between north-east and east , with a capital city of the same name	north-east and east , with a capital city of the same name		
1	PART 1	33	Of the Province of Ciarcian	454	The people adore Mohammed, and have a good number of towns and castles.		Mohammed							
1	PART 1	33	Of the Province of Ciarcian	455	There is a river bringing jasper and calcedony, which, being of excellent quality, they take to sell in Cathay, and thus make great profit.			Cathay	bringing,being,sell	bringing,being,sell	bringing jasper and calcedony , which , being of excellent quality , they take to sell in Cathay ,,being of excellent quality,sell in Cathay	jasper and calcedony , which , being of excellent quality , they take to sell in Cathay ,,excellent quality,Cathay	 they take to sell in Cathay  ,Cathay	Cathay ,Cathay
1	PART 1	33	Of the Province of Ciarcian	456	This province is sandy, as well as the whole road from Cotan hither ; and much of the water is bad and bitter, but in various places it is good.			Cotan						
1	PART 1	33	Of the Province of Ciarcian	457	When an enemy passes through the country, they flee with their wives, children, and cattle, two or three days' journey through the sand to places abounding in fine water and pasturage ; 				abounding	abounding	abounding in fine water and pasturage	fine water and pasturage		
1	PART 1	33	Of the Province of Ciarcian	458	and no one can tell where they have gone, because the wind blowing the sand obliterates all traces of their march, and they thus escape the invader.				tell,gone,blowing	tell,gone,blowing	tell where they have gone , because the wind blowing the sand obliterates all traces of their march,gone , because the wind blowing the sand obliterates all traces of their march,blowing the sand	the sand		
1	PART 1	33	Of the Province of Ciarcian	459	But when a friendly army passes through, they send away only the beasts, because the troops would take and eat them, without any payment.				take,eat	take,eat	take and eat them,eat them	them		
1	PART 1	33	Of the Province of Ciarcian	460	After departing from Ciarcian, you go five days through the waste, finding the water bad and bitter, but occasionally sweet and good.			Ciarcian	departing,finding	departing,finding	departing from Ciarcian,finding the water bad and bitter , but occasionally sweet and good	Ciarcian,the water	Ciarcian	Ciarcian
1	PART 1	33	Of the Province of Ciarcian	461	At the end of these five days you come to a city which lies at the commencement of the great desert, wherein provisions are laid in for its passage, and therefore I must tell you about it.				laid,tell	laid,tell	laid in for its passage,tell you about it	you		
1	PART 1	34	Of the City and Desert of Lop	462	Lop is a large city at the entrance of the great desert bearing its name, and lying between the east and northeast.	Lop		Lop	bearing,lying	bearing,lying	bearing its name , and lying between the east and northeast,lying between the east and northeast	its name,the east and northeast		
1	PART 1	34	Of the City and Desert of Lop	463	It belongs to the khan, and the people adore Mohammed.		Khan,Mohammed							
1	PART 1	34	Of the City and Desert of Lop	464	You must know that those persons who wish to pass this tract rest in the city a week to refresh themselves and their cattle ; 				know,pass,refresh	know,pass,refresh	know that those persons who wish to pass this tract rest in the city a week to refresh themselves and their cattle,pass this tract rest in the city a week,refresh themselves and their cattle	this tract rest,themselves and their cattle		
1	PART 1	34	Of the City and Desert of Lop	465	then, having taken a month's provisions and provender, they enter upon the desert, which I assure you is so extensive that if a man were to travel through its whole length, it would employ a year ; 				having,taken,were,travel,employ	having,taken,were,travel,employ	having taken a month 's provisions and provender,taken a month 's provisions and provender,were to travel through its whole length,travel through its whole length,employ a year	a month 's provisions and provender,its whole length,a year		
1	PART 1	34	Of the City and Desert of Lop	466	and even at its smallest breadth, a month is requisite.									
1	PART 1	34	Of the City and Desert of Lop	467	It consists altogether of mountains and valleys of sand, and nothing is got to eat; 				got,eat	got,eat	got to eat,eat	I		
1	PART 1	34	Of the City and Desert of Lop	468	but after travelling a day and a night, you find sweet water sufficient for from fifty to a hundred men, with their animals.				travelling	travelling	travelling a day and a night	a day and a night		
1	PART 1	34	Of the City and Desert of Lop	469	A larger body could not be supplied.				be,supplied	be,supplied	be supplied,supplied	I		
1	PART 1	34	Of the City and Desert of Lop	470	Thus, water is seen daily, or altogether in about twenty-eight places, and except in three or four it is good.				seen	seen	seen daily , or altogether in about twenty-eight places			
1	PART 1	34	Of the City and Desert of Lop	471	Beasts or birds there are none, because they could not find food; 				find	find	find food	food		
1	PART 1	34	Of the City and Desert of Lop	472	but there is a great wonder which I must now tell you.				tell	tell	tell you	you		
1	PART 1	34	Of the City and Desert of Lop	473	When a party rides by night through this desert, and any one lags behind, or straggles from his companions through sleep or any other cause, when he seeks to return to them, he hears spirits speak to him in such a manner that they seem to be his comrades, and they frequently call him by name, and thus lead him out of his way so that he never regains it, and many persons are thus lost and perish.				return,be,lead,lost	return,be,lead,lost	return to them,be his comrades,lead him out of his way so that he never regains it,lost	them,his comrades,him,I		
1	PART 1	34	Of the City and Desert of Lop	474	I must tell you, too, that even by day you hear these voices of spirits, and even tambours, and many other instruments sounding.				tell,sounding	tell,sounding	tell you , too , that even by day you hear these voices of spirits , and even tambours,sounding	I sounding		
1	PART 1	34	Of the City and Desert of Lop	475	They find it necessary, also, before going to rest at night, to fix an advanced signal, pointing out the course to be afterwards held ; 				going,rest,fix,pointing,be,held	going,rest,fix,pointing,be,held	going to rest at night , to fix an advanced signal , pointing out the course to be afterwards held,rest at night , to fix an advanced signal,fix an advanced signal,pointing out the course to be afterwards held,be afterwards held,held ;	night,an advanced signal		
1	PART 1	34	Of the City and Desert of Lop	476	likewise to attach a bell to each of the animals, that they may be more easily kept from straggling.				attach,be,kept,straggling	attach,be,kept,straggling	attach a bell to each of the animals , that they may be more easily kept from straggling,be more easily kept from straggling,kept from straggling.,straggling	a bell,straggling,I		
1	PART 1	34	Of the City and Desert of Lop	477	In this manner, amid much danger and fear, this desert is passed.				passed	passed	passed	I		
1	PART 1	34	Of the City and Desert of Lop	478	Now we must tell you of the countries that lie on the other side.				tell	tell	tell you of the countries that lie on the other side	you		
1	PART 1	35	Of the Province of Tangut and City of Sacchion	479	When you have rode thirty days through this desert, you find a city named Sacchion,which belongs to the khan.	Sacchion,Tangut	Khan	Sacchion	rode,named	rode,named	rode thirty days through this desert,named Sacchion , which belongs to the khan	thirty days,Sacchion , which belongs to the khan	Sacchion 	Sacchion
1	PART 1	35	Of the Province of Tangut and City of Sacchion	480	 The province is called Tangut,and the people are idolaters, mixed with some Nestorian Christians and Saracens.			Tangut	called,mixed	called,mixed	called Tangut,mixed with some Nestorian Christians and Saracens.	Tangut,some Nestorian Christians and Saracens	Tangut	Tangut
1	PART 1	35	Of the Province of Tangut and City of Sacchion	481	The first have languages of their own ; 									
1	PART 1	35	Of the Province of Tangut and City of Sacchion	482	they subsist not by merchandise, but by the grain which they produce from the earth.									
1	PART 1	35	Of the Province of Tangut and City of Sacchion	483	They have many abbeys and monasteries, all full of idols of various shapes, to which they offer frequent sacrifices and homage.									
1	PART 1	35	Of the Province of Tangut and City of Sacchion	484	Every man who has children rears a sheep, and at a particular festival at the end of the year, leads them along with that animal into the presence of the god, to whom they all perform reverence.									
1	PART 1	35	Of the Province of Tangut and City of Sacchion	485	They cook the sheep and offer it very humbly before the idol, leaving it while they make their prayers for the safety of their children.				leaving	leaving	leaving it while they make their prayers for the safety of their children	it		
1	PART 1	35	Of the Province of Tangut and City of Sacchion	486	They then take the meat and carry it to the house, or wherever they please, send for their relations, and eat it with great joy and respect.				carry,eat	carry,eat	carry it to the house , or wherever they please , send for their relations , and eat it with great joy and respect,eat it with great joy and respect	it		
1	PART 1	35	Of the Province of Tangut and City of Sacchion	487	They afterwards collect the bones, and preserve them with much diligence.				preserve	preserve	preserve them with much diligence	them		
1	PART 1	35	Of the Province of Tangut and City of Sacchion	488	You must know likewise, that when any one of them dies, his body is burned, and after he is carried to the place for this last ceremony, they erect in the middle of the path a house of cane, covered with cloths of silk and gold.				know,burned,carried,covered	know,burned,carried,covered	know likewise , that when any one of them dies , his body is burned,burned,carried to the place for this last ceremony,covered with cloths of silk and gold	I,the place,cloths of silk and gold		
1	PART 1	35	Of the Province of Tangut and City of Sacchion	489	When the dead man is laid before this ornamented house, they place before him wine and victuals, believing that he will be similarly honoured in the other world.				laid,believing,be,honoured	laid,believing,be,honoured	laid before this ornamented house,believing that he will be similarly honoured in the other world,believing that he will be similarly honoured in the other world,honoured in the other world.	this ornamented house,the other world		
1	PART 1	35	Of the Province of Tangut and City of Sacchion	490	At the place of burning, too, they cut in paper, men, horses, camels, and coins of the size of bezarits, convinced that the deceased will possess all these things in the future state.				cut,convinced,deceased,possess	cut,convinced,deceased,possess	cut in paper , men , horses , camels , and coins of the size of bezarits , convinced that the deceased will possess all these things in the future state,convinced that the deceased will possess all these things in the future state.,deceased will possess all these things in the future state.,possess all these things in the future state	the future state,all these things in the future state		
1	PART 1	35	Of the Province of Tangut and City of Sacchion	491	On this occasion, all the instruments in the land are sounded before the corpse.				sounded	sounded	sounded before the corpse	the corpse		
1	PART 1	35	Of the Province of Tangut and City of Sacchion	492	I must tell you, too, that after death the relations send for the astrologer, who is informed of the day, month, and year of his nativity, and then divines, by his diabolical art, the day on which the burning ought to take place.				tell,informed,take	tell,informed,take	tell you , too , that after death the relations send for the astrologer , who is informed of the day , month , and year of his nativity , and then divines , by his diabolical art , the day on which the burning ought to take place,informed of the day , month , and year of his nativity,take place	you,the day , month , and year of his nativity,place		
1	PART 1	35	Of the Province of Tangut and City of Sacchion	493	If it should be a week, a month, or six months, they keep it all that time, and never burn it till the appointed day.				be,appointed	be,appointed	be a week , a month , or six months,appointed day.	a week , a month , or six months		
1	PART 1	35	Of the Province of Tangut and City of Sacchion	494	During this interval, they deposit it in a large box covered with cloth, and so preserved with crocus and other spices that no stench arises.				covered	covered	covered with cloth	cloth		
1	PART 1	35	Of the Province of Tangut and City of Sacchion	495	Throughout this period, they place daily before the box meat and drink, and leave it there for some time, till they think he has eaten it.				leave,eaten	leave,eaten	leave it there,eaten it	it,it		
