chapter No	chapter Title	section No	section Title	sentence No	sentence
1	part1	48	The Province of Kardandan	489	Whenever they have dealings together, they select a piece of timber, square or round, cleave it in the middle, and each takes a half; this must be done before two, three, or four witnesses.
1	part1	48	The Province of Kardandan	490	When the payment comes to be made, the one receives the money and gives his half of the wood.
1	part1	48	The Province of Kardandan	491	In all those provinces there is no physician, but when any one is sick, doctors and exorcists of evil spirits are sent for, who, on coming to the patient, begin their incantations, beating instruments, singing and dancing.
1	part1	48	The Province of Kardandan	492	Ina short time one of them falls to the ground, foams at the mouth, and becomes half-dead, when the devil enters into his body.
1	part1	48	The Province of Kardandan	493	The other magicians then ask the half-dead man what is the cause of the patient’s illness.
1	part1	48	The Province of Kardandan	494	The demon answers from his mouth that the sufferer has given displeasure to such or such a spirit, who is therefore tormenting him.
1	part1	48	The Province of Kardandan	495	They then say, “ we beseech you to pardon him, and take in compensation for his blood the presents which we now exhibit,” Then if the sick man is to die, the fiend in the body of the magician says, — the spirit has been wronged and displeased to such a degree, that he will not spare him for any thing in the world”.
1	part1	48	The Province of Kardandan	496	If on the contrary a cure is to take place, the devil from the body says, “ take so many sheep and so many dishes of rich pottage, and make a sacrifice of them to the angry spirit”.
1	part1	48	The Province of Kardandan	497	The relations of the patient do every thing thus ordered, killing the sheep, sprinkling the blood, and preparing the dishes of pottage.
1	part1	48	The Province of Kardandan	498	A great assemblage is made of men and women, who hold a joyous feast, dancing and singing songs in praise of the spirit.
1	part1	48	The Province of Kardandan	499	They burn incense and myrrh, with which they fumigate and illuminate the whole house.
1	part1	48	The Province of Kardandan	500	When they have acted thus for about an hour, the first magician again falls down, and they inquire if the sick man is now pardoned and will be cured.
1	part1	48	The Province of Kardandan	501	It is then answered that he is not yet pardoned, but something more must be done, after which forgiveness will be granted.
1	part1	48	The Province of Kardandan	502	This order is obeyed, when he says, “ he is pardoned, and will be immediately cured”.
1	part1	48	The Province of Kardandan	503	The company then exclaim, “ the spirit is on our side,” and having eaten the sheep and drunk the pottage with great joy and festivity, they return to their homes.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	504	Now I must mention a very great battle which was fought in the kingdom of Vociam, and you shall hear all how it happened.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	505	In the year of our Lord 1272, the great khan sent a mighty captain, named Nescardin, with 12,000 men, to defend the province of Caraian.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	506	He was a prudent man, very strong in arms and skilful in war ; and the soldiers with him were good and very brave warriors.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	507	Now the King of Mien and of Bangalat were afraid lest he should invade their territory ; yet they thought they were able to overcome and destroy the whole army in such a manner that the great khan might never feel inclined to send another into the same quarter.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	508	They assembled, therefore, 60,000 horse and foot, with 2000 elephants, each of which had on its back a castle well fortified and defended by twelve, fourteen, or sixteen men.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	509	The King of Mien came with the above army to the city of Vociam, where was the array of the Tartars, and took post in a plain at the distance of three days’ journey.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	510	Nescardin was somewhat alarmed, considering how small a force he had in comparison with the host of the King of Mien; but he took courage, reflecting that his troops were brave and most valiant warriors.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	511	He therefore marched to meet them in the plain of Vociam, and pitched his camp near a great forest, filled with lofty trees, into which he was aware that elephants could not enter.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	512	The King of Mien, seeing the army of Nescardin, advanced to attack it.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	513	The Tartars went with great boldness to meet them, but when their horses saw the elephants with the wooden castles upon them, stationed and arranged in the first line, they were struck with such terror that the riders could not, either by force or any contrivance, make them approach.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	514	They, therefore, immediately alighted, and tied them to the trees, when the infantry returned to the line of elephants, and began to discharge their arrows with the utmost violence.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	515	Those who were on the backs of the animals fought bravely; but the Tartars were stronger, and more accustomed to battle.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	516	They wounded very severely with these missiles a multitude of the elephants, which, being terrified, took to flight and rushed with violence into the adjacent wood.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	517	As they could not be restrained from entering, and rushing backward and forward through the thick trees in confusion, they broke the wooden castles on their backs, and destroyed all their equipments.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	518	When the Tartars saw these animals disposed of, they ran to their horses, which were bound to the trees, mounted them, and rushed upon the warriors of the King of Mien.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	519	They began the attack with a shower of arrows, but as the king and his troops still defended themselves valiantly, they drew their swords, and rushed into close combat.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	520	Now mighty blows were struck ; swords and spears were fiercely thrust on both sides ; heads, arms, and hands were struck off ; and many warriors fell to the earth dead and dying.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	521	The noise and cries would have drowned the loudest thunder.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	522	At length, after midday, the host of Mien gave way; and the king, with all who survived the battle, took to flight, pursued by the Tartars, who killed many of the fugitives.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	523	When satisfied with pursuit, they returned to the wood to catch the elephants.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	524	They endeavoured to stop the flight of these animals by cutting down the trees and laying them across; yet they are so intelligent, that the soldiers would not have succeeded but for the aid of some of the captives taken in battle, through whose means they were able to recover two hundred.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	525	From this time the great khan began to employ elephants in his army, which he had not hitherto done.
1	part1	49	Of the great Battle fought between the Tartars and the King of Mien	526	Afterwards that monarch conquered the lands of Mien, and added them to his dominion.
1	part1	5	The Death of Nayan	527	When that great monarch heard that Nayan was taken, he ordered him to be put to death in the manner I am now to tell you.
1	part1	5	The Death of Nayan	528	He was wrapped ina carpet, and violently tossed to and fro till he died.
1	part1	5	The Death of Nayan	529	This mode was adopted, that, being of imperial lineage, his blood might not be shed on the ground, nor his cries ascend into the air.
1	part1	5	The Death of Nayan	530	When that battle was gained, four of his provinces paid tribute and homage to the great khan.
1	part1	5	The Death of Nayan	531	These were Cicorcia, Cauli, Bastol, and Suchintin.
1	part1	50	Of the great Descent	532	When you have departed from the said province of Curaian, there begins a great descent, which continues for two days and a half;t and in all this journey nothing occurs worthy of notice, except that there is a great space in which a market is held on certain days of the year.
1	part1	50	Of the great Descent	533	Thither come many merchants from divers countries and districts, some of whom bring gold and silver to exchange ; and they give an ounce of the former for five of the latter.
1	part1	50	Of the great Descent	534	None but those who bring the gold can penetrate into the countries where it is produced, so difficult and intricate are the roads, ‘When a man has travelled these two days and a half, he comes to a district which is called Anniz, on the borders of India, towards the south, and then he goes for fifteen days through a region covered with woods filled with elephants, unicorns, and other savage beasts, but not containing any human habitation.
1	part1	51	Of the City of Mien, and the most beautiful Tomb of the the King	535	At the termination of these wild and pathless tracts is a large and noble city called Mien, the capital of the province.
1	part1	51	Of the City of Mien, and the most beautiful Tomb of the the King	536	The people are all idolaters, with a language peculiar to themselves, and are subject to the great khan.
1	part1	51	Of the City of Mien, and the most beautiful Tomb of the the King	537	About this city I will tell you a thing very remarkable.
1	part1	51	Of the City of Mien, and the most beautiful Tomb of the the King	538	There was anciently in it a rich and powerful king, who, being about to die, commanded that on his tomb should be erected two towers, one of gold, and the other of silver.
1	part1	51	Of the City of Mien, and the most beautiful Tomb of the the King	539	They are full ten paces high, and of a suitable thickness ; the first, being composed of stone, is covered all over with gold to the thickness of a finger, so that to the spectator it appears wholly of that metal.
1	part1	51	Of the City of Mien, and the most beautiful Tomb of the the King	540	The summit is round, and filled with little golden bells, which the wind, whenever it strikes them, causes to ring.
1	part1	51	Of the City of Mien, and the most beautiful Tomb of the the King	541	The other tower is similarly formed, but is coated with silver, and has silver bells.
1	part1	51	Of the City of Mien, and the most beautiful Tomb of the the King	542	By these buildings the king intentled to display his greatness and dignity, and they are the most beautiful and valuable to be seen in the world.
1	part1	51	Of the City of Mien, and the most beautiful Tomb of the the King	543	Between them he caused the sepulchre to be constructed, where he is now buried.
1	part1	51	Of the City of Mien, and the most beautiful Tomb of the the King	544	When the great khan conquered that city, he desired all the players and buffoons, of whom there were a great number in his court, to go and achieve the conquest, offering them a captain and some warlike aid.
1	part1	51	Of the City of Mien, and the most beautiful Tomb of the the King	545	The jesters willingly undertook the affair, and setting out with the proffered assistance, subdued this province of Mien.
1	part1	51	Of the City of Mien, and the most beautiful Tomb of the the King	546	When they came to that noble city, and saw these splendid edifices, they admired exceedingly, and sent to the great khan an account of their beauty, and of the manner in which they were constructed, asking if he wished them to be demolished, and the gold and silver sent tohim.
1	part1	51	Of the City of Mien, and the most beautiful Tomb of the the King	547	The monarch, on hearing this, commanded that they should not be destroyed, since the king had erected them to commemorate his greatness, and no Tartar touches any thing belonging to a dead man.
1	part1	51	Of the City of Mien, and the most beautiful Tomb of the the King	548	They were therefore to continue in the same condition as they now stood.
1	part1	51	Of the City of Mien, and the most beautiful Tomb of the the King	549	This province contains elephants, wild oxen large and beautiful, stags, deer, and other animals, Now, let me tell you of another which is called Bangala.
1	part1	52	Of the Province of Bangala	550	This is a province towards the south, which, in the year 1290, while I, Marco, was at the court of the great khan, was not yet conquered, but the army: was there, ready to march for that purpose.
1	part1	52	Of the Province of Bangala	551	It has a king and languages of its own, and the people are most wicked idolaters.
1	part1	52	Of the Province of Bangala	552	They are on the confines of India.
1	part1	52	Of the Province of Bangala	553	The barons and lords of that country have oxen as tall as elephants, but not so weighty ; and live on flesh and rice.
1	part1	52	Of the Province of Bangala	554	They have great abundance of silk, with which they carry on extensive manufactures ; also ginger, sugar, and many other costly spices.
1	part1	52	Of the Province of Bangala	555	This place is visited by numerous merchants, who purchase slaves, make them eunuchs, and then either sell or convey them to other places.
1	part1	53	Of the Province of Kangigu	556	Kangigut is a province towards the east, subject to aking; the people are all idolaters; have a language of their own ; and owning the supremacy of the great khan, they pay him an annual tribute.
1	part1	53	Of the Province of Kangigu	557	The king is so luxurious as to have 300 wives, for as soon as he hears of a beautiful woman in the country he takes her to himself.
1	part1	53	Of the Province of Kangigu	558	The people have much gold and many precious spices ; but being far from the sea, their commodities do not bring the full value.
1	part1	53	Of the Province of Kangigu	559	They have many elephants and beasts of various other kinds.
1	part1	53	Of the Province of Kangigu	560	All the men and women paint their bodies, the colours being worked in with the claws of lions, dragons, and eagles, and thus never effaced.
1	part1	53	Of the Province of Kangigu	561	In this manner they stain their neck, breast, hands, limbs, and indeed their whole person.
1	part1	53	Of the Province of Kangigu	562	This is considered extremely genteel, and the more any one is painted, the higher is his rank considered.
1	part1	53	Of the Province of Kangigu	563	Now let us tell you of another province named Amu.
1	part1	54	Of the Province of Amu	564	Amu is also a province towards the east, subject to the great khan.
1	part1	54	Of the Province of Amu	565	The people are idolaters, live by pasturage and agriculture, and have a language of their own.
1	part1	54	Of the Province of Amu	566	The ladies wear on their arms and legs valuable bracelets of gold and silver, and the men have these still finer and rarer.
1	part1	54	Of the Province of Amu	567	They have good horses in considerable numbers, many of which the Indians purchase and sell again to much advantage.
1	part1	54	Of the Province of Amu	568	They have also abundance of oxen and buffaloes, because they have extensive and good pastures; in short, they have plenty of the means of subsistence.
1	part1	54	Of the Province of Amu	569	From Amu to Kangigu, are fifteen days, and thence to Bangala, which is the third province behind, are thirty days.
1	part1	54	Of the Province of Amu	570	Now let us come to another province, which is called Tholoman, and lies eight journeys from this to the east.
1	part1	55	Of the Province of Tholoman	571	Tholomant is a third province towards the east.
1	part1	55	Of the Province of Tholoman	572	All the - people are idolaters, have a language of their own, and are under the great khan.
1	part1	55	Of the Province of Tholoman	573	They are handsome, of rather a brown complexion, good men at arms, and have a number of cities, castles, and forts, on the top of very high mountains.
1	part1	55	Of the Province of Tholoman	574	When they die, the bodies are burned, and the bones which cannot be consumed are placed in chests and carried to the caverns of high mountains, where they are kept suspended, so that neither man nor beast can touch them.
1	part1	55	Of the Province of Tholoman	575	Gold is found here ; but the small money is of porcelain, which circulates in all these provinces.
1	part1	55	Of the Province of Tholoman	576	The merchants, though few, are rich ; the people live on flesh and rice, and have many good spices.
1	part1	56	Of the Province of Cyn-gui and its Lions	577	Cyn-gui isa province likewise situated towards the east, and when a man leaves Tholoman, he goes twelve days along a river, where there are towns and castles, but nothing else worth mentioning.
1	part1	56	Of the Province of Cyn-gui and its Lions	578	At the end of these twelve days, he finds the city Sinugul, very large and noble.
1	part1	56	Of the Province of Cyn-gui and its Lions	579	The inhabitants are all idolaters, and subject to the great khan.
1	part1	56	Of the Province of Cyn-gui and its Lions	580	They live by merchandise and arts, and weave cloths of the bark of trees, which make fine summer dresses.
1	part1	56	Of the Province of Cyn-gui and its Lions	581	They are good men at arms ; but they have no money except paper.
1	part1	56	Of the Province of Cyn-gui and its Lions	582	There are in this country so many lions, that if a man were to sleep out of doors, he would presently be killed and eaten by them; and at night, when a bark sails along the river, if it were not kept at a good distance from the bank, they would rush in and carry off the crew.
1	part1	56	Of the Province of Cyn-gui and its Lions	583	However, though these animals be so large and dangerous, the natives have a wonderful manner of defending themselves; for the dogs of that country are so daring, that they will assault a large one, and, seconded by a man, will kill him.
1	part1	56	Of the Province of Cyn-gui and its Lions	584	I will tell you how: when a man is on horseback with two of these dogs, as soon as they see a lion, they throw themselves behind him, and bite his thighs and body.
1	part1	56	Of the Province of Cyn-gui and its Lions	585	The lion turns furiously round, but they wheel about with him so swiftly, that he cannot reach them.
1	part1	56	Of the Province of Cyn-gui and its Lions	586	He then retreats till he comes to a tree, against which he places his back, and turns his face to the dogs; but they continue always biting him from behind, and making him turn round and round.
1	part1	56	Of the Province of Cyn-gui and its Lions	587	Meantime the man discharges arrows without ceasing, till the animal falls down dead, and thus one man and two spirited dogs are sufficient to kill a large lion.
1	part1	56	Of the Province of Cyn-gui and its Lions	588	The inhabitants of this province have a good deal of silk, and a great trade is carried on to all quarters along the river.
1	part1	57	Arrival at Sin-din-fa, and Journey back to Gin-gui	589	Continuing to journey on its banks for twelve days more, we discover a number of cities and castles.
1	part1	57	Arrival at Sin-din-fa, and Journey back to Gin-gui	590	The people are idolaters, subject to the great khan, and use paper money.
1	part1	57	Arrival at Sin-din-fa, and Journey back to Gin-gui	591	Some are good at arms, others are merchants and artificers.
1	part1	57	Arrival at Sin-din-fa, and Journey back to Gin-gui	592	At the end of the twelve days, the traveller comes to Sin-din-fu,of which mention has been made above.
1	part1	57	Arrival at Sin-din-fa, and Journey back to Gin-gui	593	He then rides seventy days through provinces and lands which we formerly went over, and have already described.
1	part1	57	Arrival at Sin-din-fa, and Journey back to Gin-gui	594	At the end of that period, he comes to Gin-gui, where we formerly were.
1	part1	58	Cities of Ca-cian-fu, Cian-glu, and Cian-gli	595	From Gin-gui or Geo-gui a man travels four days, finding a variety of cities and castles.
1	part1	58	Cities of Ca-cian-fu, Cian-glu, and Cian-gli	596	The people are great artificers and merchants, subject to the mighty khan, and use papermoney.
1	part1	58	Cities of Ca-cian-fu, Cian-glu, and Cian-gli	597	At the end of the four days you come to Ca-cian-fu,a large and noble city, lying to the south, in the province of Cathay.
1	part1	58	Cities of Ca-cian-fu, Cian-glu, and Cian-gli	598	The inhabitants are subject to the same monarch, are all idolaters, and burn the bodies of their dead.
1	part1	58	Cities of Ca-cian-fu, Cian-glu, and Cian-gli	599	They have a good supply of silk, which they make into different kinds of cloth.
1	part1	58	Cities of Ca-cian-fu, Cian-glu, and Cian-gli	600	A large river flows past it, along which great abundance of merchandiseisconveyed toKambalu, with whichit is made to communicate by the digging of many canals.
1	part1	58	Cities of Ca-cian-fu, Cian-glu, and Cian-gli	601	Now let.
1	part1	58	Cities of Ca-cian-fu, Cian-glu, and Cian-gli	602	us pass to another city called Cian-glu.
1	part1	58	Cities of Ca-cian-fu, Cian-glu, and Cian-gli	603	The natives are idolaters, subject to the khan, use paper money, and burn the bodies of their dead.
1	part1	58	Cities of Ca-cian-fu, Cian-glu, and Cian-gli	604	In that city, salt is made very extensively, and I will tell you how.
1	part1	58	Cities of Ca-cian-fu, Cian-glu, and Cian-gli	605	There isa species of earth full of it, and they pile it up in heaps, upon which they throw a great quantity of water, to saturate it with the mineral.
1	part1	58	Cities of Ca-cian-fu, Cian-glu, and Cian-gli	606	They next boil it in large cauldrons of iron, till it evaporates, and leaves a white and minute salt, which is exported to all the countries round.
1	part1	58	Cities of Ca-cian-fu, Cian-glu, and Cian-gli	607	Five days’ journey from Cian-glu is Cian-gli, + where are many cities and castles.
1	part1	58	Cities of Ca-cian-fu, Cian-glu, and Cian-gli	608	It is a town of Ca~ thay, and the whole people are idolaters, subject to the khan, and use paper money.
1	part1	58	Cities of Ca-cian-fu, Cian-glu, and Cian-gli	609	Through the middle of that territory flows a great river, on which is conveyed much merchandise of various kinds.
1	part1	59	Condi-fu—Rebellion against the Great Khan	610	In departing from Cian-gli, we come in six days to Condi-fu,a great city, which the khan conquered by force of arms, but still it is the noblest in the province.
1	part1	59	Condi-fu—Rebellion against the Great Khan	611	t There is a wonderful abundance of silk, as well as orchards with many delicate fruits, and the situation is delightful ; it has also under it fifteen other cities of great importance and commerce, whence it derives high honour and dignity.
1	part1	59	Condi-fu—Rebellion against the Great Khan	612	In the year 1273, the khan gave to Litan, one of his barons, 70,000 horse to defend and secure that city; but when the said baron had remained some time in the country, he arranged with certain men to betray it, and rebel against his lord.
1	part1	59	Condi-fu—Rebellion against the Great Khan	613	‘When the khan knew this, he sent two of his commanders, Aguil and Mongatai, with many troops, against the traitor.
1	part1	59	Condi-fu—Rebellion against the Great Khan	614	On their approach, the rebel went forth to meet.
1	part1	59	Condi-fu—Rebellion against the Great Khan	615	them with his forces, consisting of a hundred thousand cavalry and many infantry, both of the country and of those he had brought with him ; and there wasa very great battle between him and those two chiefs.
1	part1	59	Condi-fu—Rebellion against the Great Khan	616	Litan was killed, with many others; and the khan caused all those who had been guilty to be put to death, and spared the lives of the rest.
1	part1	59	Condi-fu—Rebellion against the Great Khan	617	Now let us tell of another country named Sin-gui.
1	part1	6	Kablai silences the Mockery of the Jews and Saracens	618	When themonarch had achieved this triumph, the Saracens, Pagans, Jews, and other generations of men who believe not in God, expressed wonder at the cross which the vanquished leader had carried on his standard, and said in derision of the Christians,—“see how the cross of your God has aided Nayan and his people”.
1	part1	6	Kablai silences the Mockery of the Jews and Saracens	619	They made such a noise on this subject, that it came to the ears of the prince, who was much displeased, and sending for the Christians, said to them,—if your God did not assist Nayan, he acted with great justice, because he is a good and righteous God.
1	part1	6	Kablai silences the Mockery of the Jews and Saracens	620	Nayan was a traitor and rebel against his lord, and therefore God did well in not assisting him”.
1	part1	6	Kablai silences the Mockery of the Jews and Saracens	621	Then the Christians replied,—O, great sire!
1	part1	6	Kablai silences the Mockery of the Jews and Saracens	622	thou hast spoken the truth, for the cross will aid nothing unjust, and he met only what he well deserved”.
1	part1	6	Kablai silences the Mockery of the Jews and Saracens	623	Having gained this victory, the great khan returned to his capital, Kambalu, with much festival and rejoicing.
1	part1	6	Kablai silences the Mockery of the Jews and Saracens	624	When the other king, named Kaidu, heard how his ally had been worsted, he was struck with fear, and did not attempt to lead his army against the monarch.
1	part1	60	Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui	625	When a man has gone south from Condi-fu, he finds cities and castles, many animals of the chase and birds, with a vast abundance of all productions, and then comes to Sin-gui,t which is noble, great, and beautiful, with much merchandise and many arts; the whole people are idolaters, subject to the khan, and use paper money.
1	part1	60	Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui	626	They have a river which is of great utility, because the people of the country have divided the stream which comes from the south into two parts; one goes eastward towards Manji, the other westward towards Cathay ; and the land has thus a wonderful number of ships, though not of large size, with which they convey goods to other provinces, and bring thence an almost incredible quantity of merchandise.
1	part1	60	Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui	627	When a man departs from Sin-gui and goes eight days to the south, he finds many rich cities and castles.
1	part1	60	Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui	628	The peopleare idolaters,subject to the khan ; they burn the bodies of their dead, and use paper money.
1	part1	60	Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui	629	At the end of eight days he arrives at a town named Lin-gui,} great and noble, with men-at-arms, and also arts and merchandise.
1	part1	60	Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui	630	Here are wild animals and every kind of provision in abundance.
1	part1	60	Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui	631	When he departs from Lin-gui, he goes three days to the south, finding cities and castles under the powerful khan ; the people idolatrous, and burning the bodies of their dead.
1	part1	60	Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui	632	There is much excellent hunting of birds and beasts.
1	part1	60	Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui	633	At the end of these three days, he discovers a very good city named Pin-gui.
1	part1	60	Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui	634	The people have all things necessary for subsistence, raise much silk, and pay a large revenue to the sovereign.
1	part1	60	Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui	635	A great quantity of merchandise is laden here for the province of Manji.
1	part1	60	Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui	636	When a man has departed from Pin-gui, and travelled two days with his face to the south, through beautiful and rich countries, he finds the city of Cin-gui,t very large, and full of merchandise and arts.
1	part1	60	Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui	637	The people are wholly idolatrous, burn the bodies of their dead, their money is paper, and they are under the khan.
1	part1	60	Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui	638	They have much grain and grass.
1	part1	60	Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui	639	When a man leaves Cin-gui, he finds cities, villages, and castles, with handsome dogs and good pasturage ; the people being such as are above described.
1	part1	61	Of the great River Kara-moran	640	At the end of two days a man finds the great river called Kara-moran, coming from the lands of Prester John.
1	part1	61	Of the great River Kara-moran	641	It is full, broad, and so deep that a large ship can pass through its channel; and there are on it full 15,000 vessels, all belonging to the khan, meant for conveying his goods when he goes to the islands of the sea, which is distant about a day’s journey.
1	part1	61	Of the great River Kara-moran	642	And each of these ships requires fifteen mariners, and carries fifteen horses with their riders, provisions, and every thing else necessary for them.
1	part1	61	Of the great River Kara-moran	643	$ When a man passes that river, he enters the province of Manji, and I will tell you how it was conquered by the khan.
1	part1	62	Of the Province of Manji, and how it was made subject to the Great Khan	644	In the extensive province of Manji there was a lord and king named Facfur, who, excepting the great khan, was the mightiest sovereign in the world, the most powerful in money and people ; but the men are not good at arms, nor have horses trained to war, nor experience in battle and military operations, otherwise they would never have lost so strong a country.
1	part1	62	Of the Province of Manji, and how it was made subject to the Great Khan	645	All the lands are surrounded by waters so deep that they cannot be passed unless by bridges, and the chief cities are encompassed by broad ditches filled with water.
1	part1	62	Of the Province of Manji, and how it was made subject to the Great Khan	646	The khan, however, in the year of our Lord 1273,sent one of his barons, Bayam Cingsan, which means Bayam with the Hundred Eyes: for the King of Manji had found out by astrology, that he could lose his kingdom only by a man having a hundred eyes.
1	part1	62	Of the Province of Manji, and how it was made subject to the Great Khan	647	This Bayam marched with a very great force, many ships, horse and foot, and came to the first city of Manji, called Koi-gan-zu, which we will presently describe.
1	part1	62	Of the Province of Manji, and how it was made subject to the Great Khan	648	He called upon it to surrender ; but the people refused.
1	part1	62	Of the Province of Manji, and how it was made subject to the Great Khan	649	He then went to another city, which also refused, and so he passed five, leaving them behind, because he knew that the khan was sending a large additional force.
1	part1	62	Of the Province of Manji, and how it was made subject to the Great Khan	650	He took, however, the sixth by storm, and then successively reduced other twelve ; after which he marched direct to the capital of the kingdom, called Kin-sai, where the king and queen resided.
1	part1	62	Of the Province of Manji, and how it was made subject to the Great Khan	651	When the monarch saw this great army, he was struck with such terror that he fled from the continent with many of his people, having 1000 ships, and sought refuge among the islands.
1	part1	62	Of the Province of Manji, and how it was made subject to the Great Khan	652	The queen, however, remained and defended herself as well as she could against Bayam.
1	part1	62	Of the Province of Manji, and how it was made subject to the Great Khan	653	But having at length asked what was the name of that commander, and being told it was Bayam with the Hundred Eyes, she remembered the prophecy mentioned above, and immediately surrendered the city to him.
1	part1	62	Of the Province of Manji, and how it was made subject to the Great Khan	654	Presently all the cities of Manji yielded, and the whole world does not contain such a kingdom, and I will now describe its magnificence.
1	part1	63	Of the Piety and Justice of the King towards his Subjects	655	This King Facfur maintained 15,000 poor children, because in that province many areexposed as soon as they are born by parents who cannot support them; so, when a rich man had no issue, he went to the king and got asmany as he pleased.
1	part1	63	Of the Piety and Justice of the King towards his Subjects	656	And when the boys and girls came of age, the king married them together, and gave them the means of living ; and thus were educated 20,000 males or females annually.
1	part1	63	Of the Piety and Justice of the King towards his Subjects	657	He did another thing : when he went through any place and saw two fine houses, and by the side of them a small one, he inquired why the first were greater than the other ; and being told that it be longed to a poor man, who could not afford to build one larger, presently he gave him money enough to enable him to do so, He made himself be served by more than 1000 domestic servants of both sexes.
1	part1	63	Of the Piety and Justice of the King towards his Subjects	658	He maintained his kingdom in such justice, that no evil was done, and all commodities could be left unguarded except by the royal equity.
1	part1	63	Of the Piety and Justice of the King towards his Subjects	659	Now I have given you an account of the king ; I will tell you of the queen.
1	part1	63	Of the Piety and Justice of the King towards his Subjects	660	She was led to the great khan, who made her be honoured and served asa powerful sovereign ; but the king, her husband, never came out of the islands of the ocean, and died there, and thus the whole kingdom remained with the khan.
1	part1	63	Of the Piety and Justice of the King towards his Subjects	661	Now let us tell of the province of Manji, and the manners and customs of the people ; beginning with the city of Koi-gan-zu.
1	part1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	662	Koi-gan-zu is a great, rich, and noble city, at the entrance of the province of Manji, lying to the south.
1	part1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	663	The whole people are subject to the khan; they are idolaters, and burn the bodies of their dead.
1	part1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	664	It lies on the river Kara-moran, and hence is full of ships ; for many merchants bring their commodities thither to be distributed throughout other cities.
1	part1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	665	It is the capital of the province.
1	part1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	666	Here is made a very great quantity of salt, which is supplied thence to forty different towns; the khan has a large revenue from this and other trades here carried on.
1	part1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	667	t And now let me tell you of another city called Pau-chym.
1	part1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	668	‘When a man departs from Koi-gan-zu, he goes a whole day along a causeway finely built of stone, and on each side is a large water, so that it is impossible to enter the province unless by this causeway.
1	part1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	669	He then finds a city called Pau-chym ;¢ all the people are idolaters, burn the bodies of their dead, and are under the great khan.
1	part1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	670	They are artificers and merchants, have abundance of silk, and make much cloth of it mixed with gold, and thus earn a sufficient livelihood.
1	part1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	671	Through all that country the paper money of the khan is circulated.
1	part1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	672	When a man sets out from Pau-chym, he travels aday and discovers a very large city named Chaym.
1	part1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	673	There is great abundance of the necessaries of life ; fish beyond measure, beasts and birds for sport in great numbers, so that for a Venetian silver grosso you may purchase three pheasants.
1	part1	65	Of the City of Tin-gui, and its great Saltworks	674	Tin-gui is a pretty agreeable city, a full day’s journey from Chaym.
