chapterNo	chapterTitle	sectionNo	SentenceNo	sectionTitle	sentence	Marco Location	Person	Location	Travel verbs	VerbNet Travel	Narrate verbs	VerbNet Narrate	WordNet Narrate	FrameNet Narrate	WordNet Travel	FrameNet Travel	Voted Narrate	Voted Travel	Paper Narrate	Paper Travel
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	212	There are sheep as large as asses, and with tails so thick and so broad as to weigh full thirty pounds.										weigh					
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	213	They are also fat, and make excellent food.					make		make						make		make
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	214	The people have castles and cities surrounded by walls of earth, in order to defend themselves against the Caraunas, a mixed race between the Indians and the Tartars.										defend					
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	215	When these people wish to overrun the country and rob it, they, by their enchantment and diabolical agency, cause the day to become dark, so that you can see to little or no distance, and this darkness they make to last seven days.						see				see					see
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	216	They know the places so well, that they can ride during the thickest of it ; 				ride	ride	ride	ride						ride		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	217	and they are sometimes ten thousand in number, so that nothing found on the plain, man, beast, or any thing, can escape.				escape	escape		found,escape						escape		escape
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	218	They kill the old persons, and carry off the young to sell them for slaves.						carry				carry				carry	
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	219	Their king is called Nogodar, and he went to the court of Ciagatai, who was the brother of the great khan, with 10,000 men, and remained with him, because his uncle was very powerful.		Nogodar,Khan,Ciagatai		went	went	went	went,was,was	called	called	called,was,was	went,was,was	called ,was ,was	went		went
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	220	During this stay, Nogodar committed a very great wickedness, and I will tell you what it was.		Nogodar					was	tell	tell	tell,was	tell,was	tell ,was		tell	
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	221	He departed from his uncle Ciagatai, who was in Great Armenia, and took with him 10,000 of his people, who were very cruel, and marched by Badasian and through a province called Pasciai, and another called Chesciemur, losing many of his people and beasts, because the roads were narrow and very bad; 		Ciagatai	Great Armenia,Badasian,Pasciai,Chesciemur	departed,marched	departed,marched	departed	departed,was,took,were,were	called,called	called,called	was,took,were,called,called,were	was,were,were	called ,called ,was ,were ,were	departed		departed
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	222	and when they had passed all these provinces, they entered into India, on the borders of one called Dilivar.			India,Dilivar	passed,entered	entered	passed	passed,entered	called	called	had,passed,called		called	entered ,passed		entered
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	223	They came to the city of the same name, and took it from a king called Asidiu Sultan, who was very great and rich.		Asidiu Sultan		came	came	came	came,took,was	called	called	took,called,was	was	called ,was	came		came
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	224	There Nogodar, with his people, continues to rule, and makes war with all the other Tartars who dwell in the surrounding country.		Nogodar													
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	225	Having told you of this plain, and of the people who produced darkness in order to rob, I must also mention that Messer Marco himself was nearly taken by them amid this gloom, but though a number of his companions were captured, and either killed or sold as slaves, he himself escaped to a castle named Canosalmi.		Messer Marco	Canosalmi	escaped	escaped		was,taken,were,escaped	told,mention,named	told,mention	Having,told,mention,was,taken,were,named	told,mention,was,were	mention ,told ,was ,were	escaped	told,mention,named	escaped
1	PART 1	14	On the City of Cormos	226	That plain extends five days' journey southward, and you then come to a descent which continues twenty miles by a very bad and difficult road, full of wicked robbers.	Formosa, Cormos														
1	PART 1	14	On the City of Cormos	227	You then approach the very beautiful plain of Formosa, watered by fine rivers, with plantations of the date-palm, and having the air filled with francolins, parrots, and other birds unknown to our climate.			Formosa							having					
1	PART 1	14	On the City of Cormos	228	You ride two days through it, and then arrive at the ocean, on which there is a city and fort named Cormos.			Cormos	arrive	arrive	arrive	arrive	named		named			arrive	named	arrive
1	PART 1	14	On the City of Cormos	229	The ships of India bring thither all kinds of spiceries, precious stones, and pearls, cloths of silk and gold, elephants' teeth, and many other articles.			India												
1	PART 1	14	On the City of Cormos	230	It is the capital of a kingdom, having many cities and castles under it, and the sovereign is called Ruemedan Achomac.			Ruemedan Achomac					called	called	having,called		called			
1	PART 1	14	On the City of Cormos	231	 The climate, however, is intensely hot, and extremely unhealthy, and when any foreign merchant dies, the king inherits all his property.															
1	PART 1	14	On the City of Cormos	232	Wine is here made of dates and other spices, and is extremely good ; 					made		made						made		made
1	PART 1	14	On the City of Cormos	233	but when drunk by men unaccustomed to it, has a strong purgative quality, though, after some use, it agrees well, and promotes corpulence.															
1	PART 1	14	On the City of Cormos	234	The people live chiefly on dates and salted fish, particularly the tunny ; 															
1	PART 1	14	On the City of Cormos	235	considering these victuals to be the most wholesome, and that if they used wheaten bread and fiesh they would fall sick.					fall	fall	be			considering,be	be	be	fall		
1	PART 1	14	On the City of Cormos	236	The ships are very bad, and many are lost from not being secured by nails like ours, but sewed together by a thread made of the bark of the Indian nuttrees, which being softened in water, becomes like horsehair, and is durable enough.					made		being,made,being			being,being	being,being	being ,being	made		made
1	PART 1	14	On the City of Cormos	237	They use it for want of iron, but it is by no means strong or secure.															
1	PART 1	14	On the City of Cormos	238	They have a mast, sail, and rudder, all single, and a coverlet of leather, which is spread over the goods, and on that they place the horses, many of which are transported into India.			India			spread				spread					
1	PART 1	14	On the City of Cormos	239	These ships, too, are not tarred, but covered with the oil of fish.										covered				covered	
1	PART 1	14	On the City of Cormos	240	The people are black, and adore Mohammed.		Mohammed													
1	PART 1	14	On the City of Cormos	241	They do not remain in the city during summer, for then they would all die, but retire to the country, where they have verdant gardens, finely watered by streams.						retire									retire
1	PART 1	14	On the City of Cormos	242	Even there they would not escape, because there often blows from the sandy tracts that surround the city a wind so excessively hot that it would kill them all, if they did not plunge into the water and thus escape it.				escape,escape	escape,escape	did	escape,escape						escape ,escape		escape,escape
1	PART 1	14	On the City of Cormos	243	They sow wheat, barley, and other kinds of grain in the month of November, and reap them in March, when they become ripe and perfect ; 															
1	PART 1	14	On the City of Cormos	244	but none except the date will endure till May, being dried up by the extreme heat.							being			being	being	being			
1	PART 1	14	On the City of Cormos	245	I have also to tell you, when men or women die, great grief is shown, and the ladies, during full four years after the death of their husbands, make lamentations at least once a-day.								tell	tell,shown	tell,shown	tell	shown ,tell		tell	
1	PART 1	14	On the City of Cormos	246	On these occasions, they assemble their relations and neighbours, who join them in loud moanings and cries.															
1	PART 1	14	On the City of Cormos	247	In proof of the extreme violence of the heat, Marco Polo mentions the following circumstance which occurred during his residence.		Marco Polo			following	following							following		
1	PART 1	14	On the City of Cormos	248	The ruler of Cormos neglected to pay his tribute to the King of Creman, who took the resolution of enforcing it at the season when the principal inhabitants go in to the country.			Cormos,Creman				took			pay,took					
1	PART 1	14	On the City of Cormos	249	He therefore despatched 1600 horse and 5000 foot through the district of Reobarle, to take them by surprise.			Reobarle				take			take					
1	PART 1	14	On the City of Cormos	250	Being misled, however, by the guides, they did not reach the place till night, when they halted to rest in a grove near the town.				reach	reach	did,reach	reach,rest			Being,misled,reach	reach	reach	reach		reach
1	PART 1	14	On the City of Cormos	251	On renewing their march next morning, they were attacked by the hot wind, and all suffocated ; 							were			were	were	were			
1	PART 1	14	On the City of Cormos	252	not one surviving to carry back the fatal intelligence.						carry				carry				carry	
1	PART 1	14	On the City of Cormos	253	When the people of Cormos learned this event, and went to bury the dead bodies lest they should infect the air, they found them so softened by the intense heat, that the limbs, when handled, separated from the trunks ; 			Cormos	went	went	went	went,found			learned,handled,separated	went		went		went,separated
1	PART 1	14	On the City of Cormos	254	and it was necessary to dig graves close to where the corpses lay.							was			was,lay	was	was			
1	PART 1	15	Return to Creman	255	We will now leave this city, and not go on to India, for I will describe it farther on in my book, in the proper time and place.	Creman		India	leave,go	leave,go	leave,go	leave,go	describe		leave,describe	go,describe	describe	go ,leave	describe	leave,go
1	PART 1	15	Return to Creman	256	We will return, therefore, by another road to Creman, because the countries now to be delineated can be reached only by way of that city, and I must tell you that Ruemedan Achomac, of whom we have just spoken, is subject to its king.			Creman,Ruemedan Achomac	return,reached	return,reached	return,reached	return,be,be,reached	tell,spoken	tell,spoken	return,be,delineated,be,reached,tell,spoken	be,be,reached,tell,spoken	be ,be ,reached ,spoken ,tell	reached ,return	tell,spoken	return,reached
1	PART 1	15	Return to Creman	257	The route in returning thither from Cormos is through a very fine plain.			Cormos	returning	returning	returning	returning			returning			returning		returning
1	PART 1	15	Return to Creman	258	There are many springs whence the water issues in a hot state, forming baths very salutary in cutaneous and other diseases.															
1	PART 1	15	Return to Creman	259	Here is abundance of fruits and dates, also of partridges and other birds ; 															
1	PART 1	15	Return to Creman	260	but the wheaten bread, owing to the quality of the water, is so bitter that no one unaccustomed to its use can eat it.															
1	PART 1	15	Return to Creman	261	I now wish to tell you of a country lying to the north.								tell	tell	tell,lying	tell	tell		tell	
1	PART 1	15	Return to Creman	262	When a man has left Creman, he travels seven days in that direction, through a very dreary region.			Creman	left	left	left	left			left			left		left
1	PART 1	15	Return to Creman	263	During three days he finds no river, and the little water met with is salt, green like grass, and so bitter that it is impossible to drink it, and if a man tastes even a drop, it produces violent purging.										met					
1	PART 1	15	Return to Creman	264	Travellers, therefore, carry water with them ; 															
1	PART 1	15	Return to Creman	265	but the beasts being obliged to drink such as they find, suffer severely.							being			being	being	being			
1	PART 1	15	Return to Creman	266	The whole tract is an arid desert, destitute of animals, which could not find food.							find								
1	PART 1	15	Return to Creman	267	On the fourth day, you reach a river of fresh water, but with its channel mostly under ground.															
1	PART 1	15	Return to Creman	268	In some spots, however, the force of the current makes abrupt openings, when the stream appears for a short space, and drink is abundantly supplied.										supplied				supplied	
1	PART 1	15	Return to Creman	269	Then follows another tract that lasts four days, and is also a dry desert, with bitter water, and no animals except wild asses.															
1	PART 1	15	Return to Creman	270	 At the end of the four days, we leave the kingdom of Creman and proceed towards Cobinam.			Creman,Cobinam	proceed		proceed				proceed					
1	PART 1	16	On the City of Cobinam	271	Cobinam is a great city inhabited by Mohammedans.	Cobinam		Cobinam												
1	PART 1	16	On the City of Cobinam	272	There is abundance of iron, brass, and andanico, of the second of which they construct large and beautiful mirrors; 															
1	PART 1	16	On the City of Cobinam	273	they make here also the tutty, which is extremely good for the eyes, and likewise sponge, in the following manner.					following	following							following		
1	PART 1	16	On the City of Cobinam	274	They take a vein of earth fitted for this purpose, and throw it into a burning furnace, above which is a grating of iron; 										throw					
1	PART 1	16	On the City of Cobinam	275	then the smoke and moisture ascending adhere to the iron and form tutty, while the earth which remains in the furnace becomes sponge.				ascending	ascending	ascending	ascending						ascending		
1	PART 1	17	On the Province of Tonocain	276	When a man departs from Cobinam, he goes through a desert of eight days, and the country is very arid; 	Tonocain		Cobinam												
1	PART 1	17	On the Province of Tonocain	277	there is neither fruit nor trees, and the water is bitter and bad, so that he must carry both it and food for himself, but the beasts drink that on the road, though very unwillingly.						carry				carry				carry	
1	PART 1	17	On the Province of Tonocain	278	He then comes to a province called Tonocain, with cities and many castles, bordering upon Persia towards the north; 			Tonocain,Persia					called	called	called		called			
1	PART 1	17	On the Province of Tonocain	279	and there is a very great plain on which grows what the Christians call the dry tree, which I will describe to you.								describe		describe	describe	describe		describe	
1	PART 1	17	On the Province of Tonocain	280	It is very large, and its leaves are green on one side and white on the other.															
1	PART 1	17	On the Province of Tonocain	281	It yields a nut like the chestnut ; 															
1	PART 1	17	On the Province of Tonocain	282	but there is nothing within it.															
1	PART 1	17	On the Province of Tonocain	283	It is a strong wood, and yellow like box ; 															
1	PART 1	17	On the Province of Tonocain	284	and there is no other tree in those parts for a hundred miles round, except on one side, at ten miles' distance.															
1	PART 1	17	On the Province of Tonocain	285	It is said by the people of the country to be the place where Alexander fought with Darius.		Alexander,Darius					be	said	said	said,be	said,be	be ,said		said	
1	PART 1	17	On the Province of Tonocain	286	There are many towns and castles, and the inhabitants have abundance of all good things, the climate being neither too cold nor too hot.							being			being	being	being			
1	PART 1	17	On the Province of Tonocain	287	Now I must tell you of a country called Mulecte, where the Old Man of the Mountain used to dwell.		Old Man of the Mountain	Mulecte					tell,called	tell,called,dwell	tell,called,dwell	tell	called ,dwell ,tell		tell	
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	288	You shall learn all about the Old Man of the Mountain, as I Marco heard related by many persons.	Tonocain	Old Man of the Mountain,Marco						related	related	learn,related	related	related		related	
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	289	He was called in their language Alaodin, and had caused to be formed, in a valley between two mountains, the largest and most beautiful garden that ever was seen.		Alaodin				seen	was,be,was	called	called	was,called,had,be,was,seen	was,be,was	be ,called ,was ,was			seen
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	290	There grew all the finest fruits in the world, and it was adorned by the most beautiful houses and palaces, the interior being richly gilded, and furnished with finely coloured pictures of birds and beasts, and the most striking objects.							was,being			was,being	was,being	being ,was			
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	291	It contained several conduits through which flowed respectively water, wine, honey, and milk.															
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	292	Here were ladies and damsels unequalled in beauty and in the skill with which they sung and played on instruments of every description.						played	were		sung	were,sung	were	sung ,were			
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	293	Now the Old Man made his people believe that this garden was paradise, and he formed it thus because Mohammed had given the Saracens to believe that those who went into that place would meet great numbers of beautiful women, and find rivers of water, wine, milk, and honey; 		the Old Man,Mohammed		went	made,went	went	made,was,went,find			was,had,given,meet	was,went	was	made ,went		made,went
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	294	hence the visiters were led to think that this really was paradise.					led	led	were,was			were,led,was	were,was	was ,were	led		
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	295	Into this garden he admitted no man except those whom he wished to make assassins.					make		make	admitted	admitted	wished			make	admitted	make
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	296	The entry to the spot was commanded by a castle so strong that he did not fear any power in the world.						did	was			was,commanded,fear	was	was			
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	297	He kept in his court all the youths of the country between twelve and twenty years of age, and when he thought proper, selected a number who had been well instructed in the description of paradise.							been		instructed	kept,had,been,instructed	been	been ,instructed		instructed	
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	298	He gave them a beverage which threw them into a deep sleep, then carried them into the garden, and made them be awakened.					made	carried	made,be			gave,threw,carried,be	be	be	made	carried	made
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	299	When any one of them opened his eyes, saw this delightful spot, and heard the delicious music and songs, he really believed himself in the state of blessedness.						saw				saw					
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	300	When again, however, he fell asleep, he was brought out into the castle, where he awoke in great wonder, and felt deep regret at having left that delightful abode.				left	left	fell,left	was,left			was,having,left	was	was	left		fell,left
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	301	He then went humbly to the Old Man, worshipping him as a prophet.		the Old Man		went	went	went	went				went		went		went
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	302	Being asked whence he came, he told that he had been in the paradise described by Mohammed, relating all he had seen, and saying that he desired much to die and return thither.		Mohammed		came,return	came,return	came,seen,return	came,been,return	asked,told,described,relating,saying	asked,told,relating,saying	Being,asked,told,had,been,described,relating,had,seen,saying,desired,return	told,been,described,relating,saying	asked ,been ,described ,relating ,saying ,told	came ,return	told,described,relating,saying	came,seen,return
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	303	The chief then named to him a great lord whom he wished him to kill.								named		named,wished				named	
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	304	The youth cheerfully obeyed, and if in the act he was taken and put to death, he suffered with exultation, believing that he was to go into the happy place.				go	go	go	was,taken,was,go			was,taken,put,was	was,was,go	was ,was	go		go
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	305	If, after performing the deed, he escaped, the Old Man received him with the greatest honour, and when he wished to destroy another chief, employed him afresh, saying that he was sent into paradise.		the Old Man		escaped	escaped		escaped,was	saying	saying	wished,saying,was,sent	saying,was	saying ,was	escaped	saying	escaped
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	306	Thus scarcely any person could escape being slain, when the Old Man of the Mountain desired it; 		the Old Man of the Mountain		escape	escape		escape,being			being,desired	being	being	escape		escape
1	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	307	and many barons became vassals to him through the dread of thus losing their lives.															
1	PART 1	19	How Alau took and killed the Old Man of the Mountain	308	Having now told you of the Old Man of the Mountain and his assassins, you shall hear how he was killed.	Tonocain	the Old Man of the Mountain					was	told	told	Having,told,was	told,was	told ,was		told	
1	PART 1	19	How Alau took and killed the Old Man of the Mountain	309	I had forgot to mention, that he had other old men placed under him, one of whom he sent into the country of Damascus, and the other into Kurdistan.			Damascus,Kurdistan					mention	mention	had,mention,had,placed,sent	mention	mention		mention	
1	PART 1	19	How Alau took and killed the Old Man of the Mountain	310	But now let us come to his destruction.				come	come	come	come						come		come
1	PART 1	19	How Alau took and killed the Old Man of the Mountain	311	It was in 1262 that Alau, the Lord of the East, having heard of his wicked deeds, determined to destroy him.		Alau					was			was,having	was	was			
1	PART 1	19	How Alau took and killed the Old Man of the Mountain	312	He sent his generals with a great body of men, who besieged the castle full three years, and then could only reduce it by famine.										sent,besieged					
1	PART 1	19	How Alau took and killed the Old Man of the Mountain	313	Alaodin being taken, was killed, with all his people, and since that time there has been no assassin ; 		Alaodin					being,taken,was,been			being,taken,was,been	being,was,been	been ,being ,was			
1	PART 1	19	How Alau took and killed the Old Man of the Mountain	314	and thus ended his dominion and his wickedness.							ended				ended				
1	PART 1	20	Of a certain City named Sapurgan	315	When a man departs from that castle, he rides through beautiful hills covered with rich herbage, with fruits and all things in great abundance.	Sapurgan									covered				covered	
1	PART 1	20	Of a certain City named Sapurgan	316	The country extends to a journey of six days, and contains cities the inhabitants of which adore Mohammed.		Mohammed													
1	PART 1	20	Of a certain City named Sapurgan	317	Yet sometimes you find a desert of fifty or sixty miles, without water, which men must carry with them.						carry				carry				carry	
1	PART 1	20	Of a certain City named Sapurgan	318	When the traveller has rode six days through the country now described, he finds a city called Sapurgan.			Sapurgan	rode	rode	rode	rode	described,called	called	described,called	described	called ,described	rode	described	
1	PART 1	20	Of a certain City named Sapurgan	319	It has great abundance of all things, among which are the finest melons in the world in great plenty, and they are preserved in this manner: The people cut them all round like cucumbers, and dry them in the sun, when they become sweeter than honey, and are sold through all the country.						cut				cut					
1	PART 1	20	Of a certain City named Sapurgan	320	Here is fine hunting of beasts and birds.															
1	PART 1	20	Of a certain City named Sapurgan	321	Now I will go on to another city named Balk.			Balk	go	go	go	go	named		named	go		go	named	go
1	PART 1	21	Of the City of Balk	322	Balk is a great and noble town, and was anciently still more so; 	Balk,Dogana		Balk				was			was	was	was			
1	PART 1	21	Of the City of Balk	323	but the Tartars have spoiled and wasted it, so that many beautiful houses and palaces of marble are now destroyed.															
1	PART 1	21	Of the City of Balk	324	It was here, as I was told by the people, that Alexander took to wife the daughter of Darius.		Alexander,Darius					was,was,took		told	was,was,told,took	was,was,told	told ,was ,was		told	
1	PART 1	21	Of the City of Balk	325	The people revere Mohammed ; 		Mohammed													
1	PART 1	21	Of the City of Balk	326	and at this point ends the dominion of the Eastern Tartars, this city being the boundary of Persia, between north-east and east.			Persia				being			being	being	being			
1	PART 1	21	Of the City of Balk	327	Now let us tell of another country named Dogana.			Dogana					tell,named	tell	tell,named	tell	tell		tell,named	
1	PART 1	21	Of the City of Balk	328	On leaving Balk, you ride two days between north-east and east, and find no habitation, because the people have all fled to the fortresses in the mountains for fear of wicked men, who lay waste the land.			Balk	leaving,fled	leaving,fled	leaving	leaving,find			leaving,lay			leaving		leaving
1	PART 1	21	Of the City of Balk	329	There is no want of water or game, and lions are also seen.						seen				seen					seen
1	PART 1	21	Of the City of Balk	330	No food is to be procured, but travellers must carry it both for themselves and their horses.						carry	be			be,carry	be	be		carry	
1	PART 1	22	Of the Castle of Taikan	331	When a man has rode these two days, he finds a castle called Taikan,where there is a great corn-market, and the country round is fine.	Taikan		Taikan	rode	rode	rode	rode	called	called	called		called	rode		
1	PART 1	22	Of the Castle of Taikan	332	The mountains towards the south are very high, and formed entirely of salt, which is the best in the world, and people come for it from a distance of thirty days' journey round.															
1	PART 1	22	Of the Castle of Taikan	333	It is so hard, that it can be broken only by great iron hammers ; 							be			be,broken	be	be		broken	
1	PART 1	22	Of the Castle of Taikan	334	and there is enough to supply the whole human race till the end of time.										supply				supply	
1	PART 1	22	Of the Castle of Taikan	335	Departing from that city, you go three days north-east, through a fine country, well planted with grain and fruits.				Departing		Departing				planted					
1	PART 1	22	Of the Castle of Taikan	336	The people, who are followers of Mohammed, are wicked and murderous.		Mohammed													
1	PART 1	22	Of the Castle of Taikan	337	They spend much time in the tavern, for they have abundance of good wine, well prepared.										prepared					
1	PART 1	22	Of the Castle of Taikan	338	They wear nothing on their heads but a cord ten palms long wrapt round it.															
1	PART 1	22	Of the Castle of Taikan	339	They are good hunters, and thus supply themselves with venison ; but have no clothing except the skins of animals.										supply				supply	
1	PART 1	23	Of the City of Scassem	340	When a man travels three days, he finds a city named Scassem, which is on the plain, while the others are on the mountains, and through it flows a considerable river.	Scassem		Scassem					named		named				named	
1	PART 1	23	Of the City of Scassem	341	There are here many porcupines, and when the hunters set their dogs upon them, the hogs collect together and push their spines against their assailants, and often hurt them severely.						push				push					
1	PART 1	23	Of the City of Scassem	342	This Scassem is a large province, and the shepherds dwell in caverns on the mountains, which are easily formed, being wholly of earth, and make large handsome habitations.			Scassem		make		being,make			being	being	being	make		make
1	PART 1	23	Of the City of Scassem	343	 When a man leaves this city, he travels three days without finding a house, or any thing to eat or drink, being obliged to carry provisions with him, and he then enters the district of Badascian.			Badascian			carry	finding,being			being,carry	being	being		carry	
1	PART 1	24	Of the Province of Badascian	344	Badascian is a large province, whose people adore Mohammed, and have a language of their own.	Badascian	Mohammed	Badascian												
1	PART 1	24	Of the Province of Badascian	345	It is governed by kings descended from Alexander and the daughter of Darius lord of Persia, and all these kings are called in Saracen Zulcarnem, which means in their language Alexander.		Alexander,Darius,Alexander	Persia		descended	descended	descended	called	called	called		called	descended		
1	PART 1	24	Of the Province of Badascian	346	In this country occur the precious stones called balasiu, which are very beautiful and valuable.								called	called	called		called			
1	PART 1	24	Of the Province of Badascian	347	They are found in the rocks of a mountain called Lighinan, and are cut out of very deep caverns, as is done by those who work silver mines.			Lighinan			cut,done	found	called	called	called,cut		called			
1	PART 1	24	Of the Province of Badascian	348	Know, too, that the king makes them be worked out for himself, and no other man may cut out balasiu on that mountain, on pain of death.						cut	be			be,worked,cut	be	be			
1	PART 1	24	Of the Province of Badascian	349	His majesty sends them as presents to other princes and great lords, either as homage, or in token of friendship, and he likewise sells them for gold and silver.															
1	PART 1	24	Of the Province of Badascian	350	The prohibition is enforced that they may continue valuable ; 						continue				continue					
1	PART 1	24	Of the Province of Badascian	351	for if all persons were allowed to dig for them, they would be quite depreciated.							were,be			were,be	were,allowed,be	be ,were			
1	PART 1	24	Of the Province of Badascian	352	You must likewise know, that in other mountains of the same country are found the stones of which ultramarine is made, and it is the finest and best in the world.					made		found,made	know		know	know	know	made		made
1	PART 1	24	Of the Province of Badascian	353	There are also lofty hills containing veins yielding silver in abundance.															
1	PART 1	24	Of the Province of Badascian	354	The country is extremely cold, but it breeds very good horses, which run with great speed over these wild tracts without being shod with iron.							being			being	being	being			
1	PART 1	24	Of the Province of Badascian	355	There are found also the falcons called sacri, which fly well and swiftly ; also those called lanier ; and there is abundant hunting of beasts and birds.							found	called,called	called,called	called,called		called ,called			
1	PART 1	24	Of the Province of Badascian	356	Wheat and good barley are plentiful ; 															
1	PART 1	24	Of the Province of Badascian	357	they have no oil of olives, but make it from sesamum and nuts.															
1	PART 1	24	Of the Province of Badascian	358	This kingdom has many a narrow pass and strong post to secure it against the entrance of enemies, and the cities and castles are strongly built on high mountains.															
1	PART 1	24	Of the Province of Badascian	359	The people are good archers and hunters, and mostly clad in the skins of beasts, on account of the scarcity of cloth.															
1	PART 1	24	Of the Province of Badascian	360	The great ladies, however, wear from sixty to a hundred yards of bombasine wrapped round their body, in order that they may appear very fat, because the men delight in such a shape.							appear								
1	PART 1	24	Of the Province of Badascian	361	On the summits of the mountains the air is so pure and salubrious that the inhabitants of the towns and lower valleys, when attacked by fever or other inflammatory complaints, immediately remove thither, and in three or four days recover their health.															
1	PART 1	24	Of the Province of Badascian	362	Marco Polo affirms, that he himself experienced its excellent effects ; 		Marco Polo													
1	PART 1	24	Of the Province of Badascian	363	for after being confined nearly a year by sickness, he was advised to try change of air by ascending the hills, and he then immediately regained his strength.				ascending	ascending	ascending	being,was,try,ascending		advised	being,was,advised	being,was	advised ,being ,was	ascending	advised	
1	PART 1	25	Of the Province of Pascia	364	You are to know that ten days south from Badascian is a province called Pascia.	Pascia		Pascia					know,called	called	know,called	know	called ,know			
1	PART 1	25	Of the Province of Pascia	365	The people have a peculiar language ; 															
1	PART 1	25	Of the Province of Pascia	366	they are worshippers of idols, and much skilled in enchantments and diabolical arts.															
1	PART 1	25	Of the Province of Pascia	367	The men wear ear-rings and buckles of gold and silver, with pearls and precious stones.															
1	PART 1	25	Of the Province of Pascia	368	They are a very artful and malicious people.															
1	PART 1	25	Of the Province of Pascia	369	The province is extremely hot, and the people live upon flesh and rice.															
1	PART 1	25	Of the Province of Pascia	370	Now let us leave it, and tell of another, which is distant from this seven days towards the south-east.				leave	leave	leave	leave	tell	tell	leave,tell	tell	tell	leave	tell	leave
1	PART 1	26	Of the Province of Kesimur	371	Kesimur is inhabited by idolaters, who have a language of their own.	Kesimur		Kesimur												
1	PART 1	26	Of the Province of Kesimur	372	They have a wonderful knowledge of the enchantments of devils, making their images speak, and by sorcery changing the seasons, causing great darkness, and doing other wonders which could not be believed unless they were seen.					making	changing,doing,seen	making,be,were			be,were,seen	be,were	be ,were	making		making,seen
1	PART 1	26	Of the Province of Kesimur	373	The idols of this province are the heads over all the others, and went down hence to the neighbouring countries.				went	went	went	went				went		went		went
1	PART 1	26	Of the Province of Kesimur	374	The people are meagre and of a brown complexion ; 															
1	PART 1	26	Of the Province of Kesimur	375	but the females are very beautiful.															
1	PART 1	26	Of the Province of Kesimur	376	They live on flesh and rice, and have a number of cities and castles.															
1	PART 1	26	Of the Province of Kesimur	377	They have woods and deserts, and passes so strong that they have little dread of an invader: their king rules with great justice.															
1	PART 1	26	Of the Province of Kesimur	378	In this country are hermits, who observe great abstinence in eating and drinking, and carefully abstain from all offences against their faith ; 															
1	PART 1	26	Of the Province of Kesimur	379	and this is done through veneration of their gods.						done									
1	PART 1	26	Of the Province of Kesimur	380	They have abbeys and monasteries, are held in much reverence by the people of the country, and live to a great age.										held	held	held			
1	PART 1	26	Of the Province of Kesimur	381	The coral brought from our land is sold more readily there than in any other nation.															
1	PART 1	26	Of the Province of Kesimur	382	From this place you may go to the sea of India, and if we went farther we should enter into that country ; 			sea of India	go,went,enter	go,went,enter	go,went	go,went,enter				go,went		enter ,go ,went		go,went,enter
