chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	Travel Verb Phrases	Travel Noun Phrases	Travel Phrases	Travelled Location
3	PART 1	19	Kingdoms of Maabar	230	When you depart from Seilan, and go westward about sixty miles,you come to the extensive province of Maabar, on the mainland.	Maabar,India the Greater		Seilan,Maabar	go	go	go westward about sixty miles			
3	PART 1	19	Kingdoms of Maabar	231	It is called India the Greater, and is indeed the noblest and richest country in the whole world.			India the Greater	called	called	called India the Greater	India		
3	PART 1	19	Kingdoms of Maabar	232	In this province there are five kings, who are brothers, and the one that reigns here is called Senderbandi Davar.		Senderbandi Davar		called	called	called Senderbandi Davar	Senderbandi Davar		
3	PART 1	19	Kingdoms of Maabar	233	The largest and finest of pearls are found in a gulf between this continent and the island, having nowhere more than ten or twelve paces depth of water, and in some places only two.				found,having	found,having	found in a gulf between this continent and the island , having nowhere more than ten or twelve paces depth of water , and in some places only two,having nowhere more than ten or twelve paces depth of water , and in some places only two	in some places only two,some places,nowhere more than ten or twelve paces depth of water		
3	PART 1	19	Kingdoms of Maabar	234	Vessels, large and small, resort thither from the beginning of April to the middle of May, and cast anchor in a place called Bettalar, about sixty miles out at sea; 				cast,called	cast,called	cast anchor in a place called Bettalar , about sixty miles out at sea,called Bettalar	anchor,Bettalar		
3	PART 1	19	Kingdoms of Maabar	235	they then go in boats and begin the fishery.				go,begin	go,begin	go in boats and begin the fishery,begin the fishery	boats,the fishery		
3	PART 1	19	Kingdoms of Maabar	236	Many merchants, formed into companies, hire and pay the men employed.				formed,hire,pay,employed	formed,hire,pay,employed	formed into companies,hire and pay the men employed,pay the men employed,employed	companies,the men employed		
3	PART 1	19	Kingdoms of Maabar	237	They gave a tenth to the king, and a twentieth to the Abraiamain, who enchants the fishes, depriving them of the power to injure the persons who dive under water for the pearls ; 				gave,depriving,injure	gave,depriving,injure	gave a tenth to the king , and a twentieth to the Abraiamain , who enchants the fishes , depriving them of the power to injure the persons who dive under water for the pearls,depriving them of the power to injure the persons who dive under water for the pearls,injure the persons who dive under water for the pearls	a tenth to the king , and a twentieth to the Abraiamain , who enchants the fishes , depriving them of the power to injure the persons who dive under water for the pearls,them,the persons who dive under water		
3	PART 1	19	Kingdoms of Maabar	238	indeed he can enchant also all kinds of beasts and birds.				enchant	enchant	enchant also all kinds of beasts and birds	also all kinds of beasts and birds		
3	PART 1	19	Kingdoms of Maabar	239	The charm, howevet, lasts only during the day; 									
3	PART 1	19	Kingdoms of Maabar	240	at night the animals enjoy full liberty.				enjoy	enjoy	enjoy full liberty	full liberty		
3	PART 1	19	Kingdoms of Maabar	241	When the men in the boats have found water four to twelve feet deep, they plunge to the bottom, and get shells called sea-oysters, and within whose flesh are found pearls of all sizes and shapes.				found,get,called,found	found,get,called,found	found water four to twelve feet deep,found pearls of all sizes and shapes,get shells called sea-oysters,called sea-oysters,found water four to twelve feet deep,found pearls of all sizes and shapes	water four,pearls of all sizes and shapes,shells called sea-oysters,sea-oysters,water four,pearls of all sizes and shapes		
3	PART 1	19	Kingdoms of Maabar	242	These are brought up in very large quantities, and distributed over the world,-the king drawing from them a great revenue.				brought,distributed,drawing	brought,distributed,drawing	brought up in very large quantities , and distributed over the world,-the king drawing from them a great revenue,distributed over the world,-the king drawing from them,drawing from them	the world,-the king drawing from them,them		
3	PART 1	19	Kingdoms of Maabar	243	During the rest of the year they are not found here; 				found	found	found here			
3	PART 1	19	Kingdoms of Maabar	244	but at a place 300 miles distant, where they are taken from September to the middle of October.				taken	taken	taken from September to the middle of October	September		
3	PART 1	20	Hindoo Customs and Superstitions	245	Now, in all this province of Maabar, there is not a tailor, for the people go naked at every season.	Maabar,India the Greater		 Maabar						
3	PART 1	20	Hindoo Customs and Superstitions	246	The air is always so temperate, that they wear only a piece of cloth round the middle.									
3	PART 1	20	Hindoo Customs and Superstitions	247	The king is dressed just like the others, except that his cloth is finer,and he wears a necklace full set with rubies, sapphires, emeralds, and other precious stones, worth a great treasure.				dressed,set	dressed,set	dressed just like the others , except that his cloth is finer,set with rubies , sapphires , emeralds , and other precious stones , worth a great treasure	rubies , sapphires , emeralds , and other precious stones		
3	PART 1	20	Hindoo Customs and Superstitions	248	He has also suspended from his neck a silken cord, reaching a pace down, and containing 104 of the largest pearls and most valuable rubies.				suspended,reaching,containing	suspended,reaching,containing	suspended from his neck a silken cord , reaching a pace down , and containing 104 of the largest pearls and most valuable rubies,reaching a pace down , and containing 104 of the largest pearls and most valuable rubies,containing 104 of the largest pearls and most valuable rubies	his neck,a pace,104 of the largest pearls and most valuable rubies		
3	PART 1	20	Hindoo Customs and Superstitions	249	It is worn because he repeats every day, morning and evening, 104 prayers in honour of his idols.				worn	worn	worn because he repeats every day , morning and evening , 104 prayers in honour of his idols			
3	PART 1	20	Hindoo Customs and Superstitions	250	To this he is bound by his faith and religion, by the example and injunction of his ancestors.				bound	bound	bound by his faith and religion , by the example and injunction of his ancestors	his faith and religion,the example and injunction of his ancestors		
3	PART 1	20	Hindoo Customs and Superstitions	251	He wears also round three parts both of his arms and legs, bracelets of gold, full of goodly stones and pearls.									
3	PART 1	20	Hindoo Customs and Superstitions	252	In short, the number of his jewels is surprising, being of more value than a handsome city, and no wonder, since they are all produced in his own dominions.				being,produced	being,produced	being of more value than a handsome city , and no wonder,produced in his own dominions	more value than a handsome city , and no wonder,his own dominions		
3	PART 1	20	Hindoo Customs and Superstitions	253	No man is allowed to export either a pearl or stone of great value, but must produce it to him, and as he gives double its cost, they do so very willingly, whence he has collected so ample a store.				allowed,export,produce,collected	allowed,export,produce,collected	allowed to export either a pearl or stone of great value , but must produce it to him , and as he gives double its cost , they do so very willingly , whence he has collected so ample a store,export either a pearl or stone of great value,produce it to him,collected so ample a store	him,a pearl or stone of great value,it,so ample a store		
3	PART 1	20	Hindoo Customs and Superstitions	254	Now I must tell you of other marvellous things: he has 500 wives ; 				tell	tell	tell you of other marvellous things : he has 500 wives	you of other marvellous things : he has 500 wives		
3	PART 1	20	Hindoo Customs and Superstitions	255	and as soon as he sees a beautiful lady, takes and keeps her for himself.									
3	PART 1	20	Hindoo Customs and Superstitions	256	He did the same in the case of a very handsome wife of his brother, who, being a prudent man, submitted, and did not quarrel on that account.				did,being,submitted,did,quarrel	did,being,submitted,did,quarrel	did the same in the case of a very handsome wife of his brother , who , being a prudent man , submitted , and did not quarrel on that account,being a prudent man,submitted,did the same in the case of a very handsome wife of his brother , who , being a prudent man , submitted , and did not quarrel on that account,quarrel on that account	the same in the case of a very handsome wife of his brother , who , being a prudent man , submitted , and did not quarrel on that account,a prudent man,the same in the case of a very handsome wife of his brother , who , being a prudent man , submitted , and did not quarrel on that account,that account		
3	PART 1	20	Hindoo Customs and Superstitions	257	The king has certain faithful adherents, who attend him on horseback wherever he goes, and hold great commands under him ; 				hold	hold	hold great commands under him	great commands		
3	PART 1	20	Hindoo Customs and Superstitions	258	nay, what is wonderful, they serve him both in this and in the other world.									
3	PART 1	20	Hindoo Customs and Superstitions	259	Whenever he dies, and his body is thrown into a great fire, these vassals throw themselves after him, that they may accompany and serve him still in the future state.				thrown,accompany,serve	thrown,accompany,serve	thrown into a great fire,accompany and serve him still in the future state	a great fire		
3	PART 1	20	Hindoo Customs and Superstitions	260	It is the national custom that, when the king dies, and leaves a great treasure, his son will not spend it for the world; 				spend	spend	spend it for the world	it		
3	PART 1	20	Hindoo Customs and Superstitions	261	saying, I have all my father's kingdom and people, why should I not support myself as he did.				saying,did	saying,did	saying,did			
3	PART 1	20	Hindoo Customs and Superstitions	262	Thus the treasure collected in this kingdom becomes immense.				collected	collected	collected in this kingdom	this kingdom		
3	PART 1	20	Hindoo Customs and Superstitions	263	In this country no horses are reared, and hence the greater part of the revenue is employed in obtaining them from foreign regions.				reared,employed,obtaining	reared,employed,obtaining	reared,employed in obtaining them from foreign regions,obtaining them from foreign regions	them		
3	PART 1	20	Hindoo Customs and Superstitions	264	The merchants of Curmos, of Quisci, of Dufar, of Soer, and of Aden, whose provinces contain many steeds of fine quality, purchase, embark, and bring them to the king and his four princely brothers, selling them for 500 sagi of gold, worth more than 100 marcs of silver.			Curmos,Quisci,Dufar,Soer, Aden	bring,selling	bring,selling	bring them to the king and his four princely brothers,selling them for 500 sagi of gold , worth more than 100 marcs of silver	them,them		
3	PART 1	20	Hindoo Customs and Superstitions	265	I assure you, this monarch buys annually more than 2000, but, by the end of the year, they are all dead, from wanting the medicine necessary to keep them in health.				wanting,keep	wanting,keep	wanting the medicine necessary to keep them in health,keep them in health	the medicine,them,them		
3	PART 1	20	Hindoo Customs and Superstitions	266	The merchants who import them wish this to happen, and are therefore careful not to introduce the cure.				wish,happen,introduce	wish,happen,introduce	wish this to happen , and are therefore careful not to introduce the cure,happen,introduce the cure	this,the cure		
3	PART 1	20	Hindoo Customs and Superstitions	267	Another custom is, that when a man has committed a crime, and is condemned to die, he expresses a wish to devote himself in honour of a certain divinity, to which the king consents.				committed,condemned,die,devote	committed,condemned,die,devote	committed a crime,condemned to die,die,devote himself in honour of a certain divinity , to which the king consents	a crime,himself		
3	PART 1	20	Hindoo Customs and Superstitions	268	"Then his relations and friends place him on a wagon, giving him twelve knives, and lead him through the city, calling out, "" This brave man is about to kill himself for the love of the great idol."""				giving,lead,calling,kill	giving,lead,calling,kill	giving him twelve knives,lead him through the city , calling out,calling out,kill himself for the love of the great idol	him,him,himself		
3	PART 1	20	Hindoo Customs and Superstitions	269	"When they come to the place of execution, he takes a knife and cries aloud, "" I kill myself for the love of such a deityù""."									
3	PART 1	20	Hindoo Customs and Superstitions	270	He then, with different knives, strikes himself in one arm, then in the other, next in the stomach, and so on till he expires, when the relations burn his body with great joy.									
3	PART 1	20	Hindoo Customs and Superstitions	271	I must tell you another custom of this country, that when a man is dead, and his body burned, his wife throws herself into the fire with her lord ; 				tell,burned	tell,burned	tell you another custom of this country , that when a man is dead , and his body burned , his wife throws herself into the fire with her lord,burned	you		
3	PART 1	20	Hindoo Customs and Superstitions	272	she is then much praised by the people, and many ladies follow the example.				praised	praised				
3	PART 1	20	Hindoo Customs and Superstitions	273	The men also of this kingdom adore idols, and many worship the ox, saying, he is a valuable animal, and on no account would they kill him, or eat his flesh.				saying,kill,eat	saying,kill,eat	saying,kill him , or eat his flesh,eat his flesh	him,his flesh		
3	PART 1	20	Hindoo Customs and Superstitions	274	Yet there is a race named gaui who eat it, butas they dare not slay the animal, they use only those that die a natural or accidental death.				named,slay	named,slay	named gaui who eat it,slay the animal	gaui who eat it,the animal		
3	PART 1	20	Hindoo Customs and Superstitions	275	All the people, too, anoint their houses with its dung.				anoint	anoint	anoint their houses with its dung	their houses		
3	PART 1	20	Hindoo Customs and Superstitions	276	"It is the custom also that the king, barons, and other persons sit upon the ground, and when asked why they decline a more honourable seat, they say, "" We came from earth, and must return to it, and cannot too much honour this common motherù."""				asked,came,return	asked,came,return	asked why they decline a more honourable seat,came from earth , and must return to it , and can not too much honour,return to it	earth,it		
3	PART 1	20	Hindoo Customs and Superstitions	277	These gaui who eat beef are the persons by whose ancestors St Thomas the apostle was killed; 		St Thomas		was,killed	was,killed	was killed,killed			
3	PART 1	20	Hindoo Customs and Superstitions	278	hence none of this lineage can enter the place where he lies buried, nor could twenty men force them in, nor ten hold them there, on account of the virtue of that sacred body.				enter,buried,force	enter,buried,force	enter the place where he lies buried,buried,force them in	the place,them		
3	PART 1	20	Hindoo Customs and Superstitions	279	In this country there grows no grain but rice.									
3	PART 1	20	Hindoo Customs and Superstitions	280	It is remarkable that large fine horses in process of breeding produce only ponies with twisted legs, unfit for riding, and good for nothing.				breeding,riding	breeding,riding	riding			
3	PART 1	20	Hindoo Customs and Superstitions	281	The people go to battle with lance and shield, entirely naked ;									
3	PART 1	20	Hindoo Customs and Superstitions	282	 yet are they not valiant and courageous, but mean and cowardly.				mean	mean	mean and cowardly			
3	PART 1	20	Hindoo Customs and Superstitions	283	They kill no animals of any description ; 									
3	PART 1	20	Hindoo Customs and Superstitions	284	but when they wish to eat their flesh, make them be slain by the Saracens and other nations, whose laws and customs are different.				eat,be,slain	eat,be,slain	eat their flesh,be slain by the Saracens and other nations , whose laws and customs are different,slain by the Saracens and other nations , whose laws and customs are different	their flesh,the Saracens and other nations , whose laws and customs are different		
3	PART 1	20	Hindoo Customs and Superstitions	285	Both men and women wash the whole body in water twice every day, morning and evening, and till then will neither eat nor drink.				eat,drink	eat,drink	eat,drink	drink		
3	PART 1	20	Hindoo Customs and Superstitions	286	He who omits this observance is regarded as we do a heretic.				regarded	regarded	regarded as we do a heretic			
3	PART 1	20	Hindoo Customs and Superstitions	287	Very severe justice is executed upon those who commit murder or any other trespass.				executed	executed	executed upon those who commit murder or any other trespass	those who commit murder or any other trespass		
3	PART 1	20	Hindoo Customs and Superstitions	288	When a creditor has repeatedly applied for payment and been deceived by fallacious promises, he takes the following course.				applied,been,deceived,following	applied,been,deceived,following	applied for payment and been deceived by fallacious promises,been deceived by fallacious promises	payment		
3	PART 1	20	Hindoo Customs and Superstitions	289	He draws a circle round the debtor, who dares not move beyond it, till he has either made payment or given good security ; 				move,made,given	move,made,given	move beyond it , till he has either made payment or given good security,made payment or given good security	it,payment or given good security		
3	PART 1	20	Hindoo Customs and Superstitions	290	and should he attempt to escape, he becomes liable to capital punishment.				attempt,escape	attempt,escape	attempt to escape,escape	escape		
3	PART 1	20	Hindoo Customs and Superstitions	291	Marco himself, when returning homeward through this country, was eyewitness to a remarkable transaction of this nature.		Marco		returning,was	returning,was	returning homeward through this country,was eyewitness to a remarkable transaction of this nature	eyewitness to a remarkable transaction of this nature		
3	PART 1	20	Hindoo Customs and Superstitions	292	The king owed a sum of money to a foreign merchant, and being frequently solicited, he put him off with empty promises.				owed,being,solicited,put	owed,being,solicited,put	owed a sum of money to a foreign merchant,being frequently solicited,put him off with empty promises	a sum of money,him		
3	PART 1	20	Hindoo Customs and Superstitions	293	One day, when his majesty was riding out, the creditor took the opportunity of describing such a circle round his person.				was,riding,took,describing	was,riding,took,describing	was riding out,riding out,took the opportunity of describing such a circle round his person,describing such a circle round his person	the opportunity of describing such a circle round,such a circle round		
3	PART 1	20	Hindoo Customs and Superstitions	294	On seeing what had been done, the monarch immediately stopped, and did not move from the spot till the demand was satisfied.				seeing,had,been,done,stopped,did,move,was,satisfied	seeing,had,been,done,stopped,did,move,was,satisfied	seeing what had been done,had been done,been done,done,stopped , and did not move from the spot till the demand was satisfied,did not move from the spot till the demand was satisfied,move from the spot till the demand was satisfied,was satisfied	not,the spot		
3	PART 1	20	Hindoo Customs and Superstitions	295	The people viewed with admiration this conduct, and pronounced their sovereign well entitled to the epithet of just.				viewed,pronounced,entitled	viewed,pronounced,entitled	viewed with admiration this conduct , and pronounced their sovereign,pronounced their sovereign,entitled to the epithet of just	admiration,their sovereign,the epithet of just		
3	PART 1	20	Hindoo Customs and Superstitions	296	Most persons abstain from drinking wine, and reject the testimony or guarantee of those who indulge in it ;									
3	PART 1	20	Hindoo Customs and Superstitions	297	also of mariners, accounted a reckless and desperate race.				accounted	accounted	accounted a reckless and desperate race	a reckless and desperate race		
3	PART 1	20	Hindoo Customs and Superstitions	298	Dissolute conduct is practised without censure.				practised	practised	practised without censure	censure		
3	PART 1	20	Hindoo Customs and Superstitions	299	The heat is wonderful, and is the cause of their going naked.				going	going				
3	PART 1	20	Hindoo Customs and Superstitions	300	No rain falls except in June, July, and August, and were not the air cooled by showers during these three months, it would be impossible to live.				were,cooled,be,live	were,cooled,be,live	were not the air cooled by showers during these three months,cooled by showers during these three months,be impossible to live,live	not the air cooled by showers during these three months,showers		
3	PART 1	20	Hindoo Customs and Superstitions	301	Many are skilled in an art which they call physiognomy, which consists in knowing men or women, their qualities good or bad, by merely seeing them.				knowing,seeing	knowing,seeing	knowing men or women,seeing them	men or women,them		
3	PART 1	20	Hindoo Customs and Superstitions	302	They regard augury beyond any people in the world ; 									
3	PART 1	20	Hindoo Customs and Superstitions	303	for, I assure you, if a man sets out on a journey, and meets an omen deemed unlucky, he often turns back.				deemed	deemed	deemed unlucky			
3	PART 1	20	Hindoo Customs and Superstitions	304	Whenever a boy or girl is born, the father or mother causes the nativity to be written out, the day, month, and hour, and these are interpreted by astrologers learned in enchantment and the magical art.				born,be,written,interpreted,learned	born,be,written,interpreted,learned	born,be written out,written out,interpreted by astrologers learned in enchantment and the magical art,learned in enchantment and the magical art	astrologers learned in enchantment and the magical art,enchantment and the magical art		
3	PART 1	20	Hindoo Customs and Superstitions	305	As soon as a son attains the age of thirteen, he is set at liberty, and no longer allowed to remain in his father's house.				set,allowed,remain	set,allowed,remain	set at liberty , and no longer allowed to remain in his father 's house,allowed to remain in his father 's house,remain in his father 's house	liberty,his father 's house		
3	PART 1	20	Hindoo Customs and Superstitions	306	He receives from twenty to twenty-four groats of their money, and is then considered capable of earning his own subsistence by some trade.				considered,earning	considered,earning	considered capable of earning his own subsistence by some trade,earning his own subsistence by some trade	his own subsistence		
3	PART 1	20	Hindoo Customs and Superstitions	307	These boys, accordingly, run about in all directions throughout the day, buying and selling.									
3	PART 1	20	Hindoo Customs and Superstitions	308	During the pearl-fishery, they frequent the beach and purchase from the fishermen five or six small ones, which they carry to the merchant, who, on account of the heat, has remained seated in his house.				remained,seated	remained,seated	remained seated in his house,seated in his house	his house		
3	PART 1	20	Hindoo Customs and Superstitions	309	They tell him what they have paid, and demand a reasonable profit, which he usually gives.				paid,demand	paid,demand	paid,demand a reasonable profit , which he usually gives	a reasonable profit , which he usually gives		
3	PART 1	20	Hindoo Customs and Superstitions	310	The day's business being over, they carry provision to their mothers, who prepare and dress it for their dinner ; 				being	being	being over			
3	PART 1	20	Hindoo Customs and Superstitions	311	but they do not depend at all on their father for a maintenance.				depend	depend	depend at all on their father for a maintenance			
3	PART 1	20	Hindoo Customs and Superstitions	312	Here, and throughout all India, the birds and beasts are different from ours, except one bird, which is the quail.			India						
3	PART 1	20	Hindoo Customs and Superstitions	313	They have also bald owls, which fly in the night ; 									
3	PART 1	20	Hindoo Customs and Superstitions	314	they have neither wings nor feathers, and are as large as an eagle.									
3	PART 1	20	Hindoo Customs and Superstitions	315	The eagles are black like crows, larger than ours, expert both at flying and hawking.				flying,hawking	flying,hawking	flying and hawking			
3	PART 1	20	Hindoo Customs and Superstitions	316	Another thing worth mentioning is, that they feed their horses with flesh and many other dishes cooked with rice.				mentioning,cooked	mentioning,cooked	mentioning,cooked with rice	rice		
3	PART 1	20	Hindoo Customs and Superstitions	317	Their monasteries are filled with idols, to whom many young girls are devoted by their parents.				filled,devoted	filled,devoted	filled with idols , to whom many young girls are devoted by their parents,devoted by their parents	idols , to whom many young girls are devoted by their parents,their parents		
3	PART 1	20	Hindoo Customs and Superstitions	318	They must go to the monastery whenever required by the superior, which is usually several times a-week.				go,required	go,required	go to the monastery whenever required by the superior , which is usually several times a-week,required by the superior , which is usually several times a-week	the monastery,the superior , which is usually several times a-week		
3	PART 1	20	Hindoo Customs and Superstitions	319	They there sing, dance, and make great rejoicings.				sing,dance,make	sing,dance,make	sing,dance , and make great rejoicings,make great rejoicings	great rejoicings		
3	PART 1	20	Hindoo Customs and Superstitions	320	These young ladies also prepare savoury dishes of flesh and other food, which they carry to the sanctuary, and place before the idol as much as would make a good meal for a great lord.				make	make	make a good meal for a great lord	a good meal,a great lord		
3	PART 1	20	Hindoo Customs and Superstitions	321	They then dance, sing, and rejoice, till time has been given for him to feed on the substance of the meat, when they take and eat it themselves, with great rejoicing.				dance,sing,rejoice,been,given,feed	dance,sing,rejoice,been,given,feed	dance , sing , and rejoice , till time has been given for him to feed on the substance of the meat , when they take and eat it themselves , with great rejoicing,been given for him to feed on the substance of the meat,given for him to feed on the substance of the meat,feed on the substance of the meat	him,the substance of the meat		
3	PART 1	20	Hindoo Customs and Superstitions	322	These ladies, who are very numerous, continue the same mode of life till after their marriage.									
3	PART 1	20	Hindoo Customs and Superstitions	323	Having given you this full account of the manners, customs, and doings of this kingdom, we shall depart and tell of another, named Mutfili.			Mutfili	Having,given,depart,tell,named	Having,given,depart,tell,named	Having given you this full account of the manners , customs , and doings of this kingdom,given you this full account of the manners , customs , and doings of this kingdom,depart and tell of another , named Mutfili,tell of another , named Mutfili,named Mutfili	you,another , named Mutfili,Mutfili	 named Mutfili ,Mutfili	Mutfili ,Mutfili
3	PART 1	21	Masulipatam-Diamonds of Golconda	324	At this kingdom we arrive after departing from Maabar and travelling northward about a thousand miles.	Mutfili		Maabar	departing,travelling	departing,travelling	departing from Maabar and travelling northward about a thousand miles,travelling northward about a thousand miles	Maabar	Maabar	Maabar
3	PART 1	21	Masulipatam-Diamonds of Golconda	325	It is subject to a queen of great wisdom, whose husband died forty years ago, and her love to him was such that she has never married another.				died,was,married	died,was,married	died forty years ago,was such that she has never married another,married another	forty years ago,another		
3	PART 1	21	Masulipatam-Diamonds of Golconda	326	During this whole term, she has ruled the nation with great equity, and been beloved beyond measure by her people.				ruled,been	ruled,been	ruled the nation with great equity , and been beloved beyond measure by her people,been beloved beyond measure by her people	the nation		
3	PART 1	21	Masulipatam-Diamonds of Golconda	327	They are idolaters and independent ; 									
3	PART 1	21	Masulipatam-Diamonds of Golconda	328	they live on rice, flesh, and milk.									
3	PART 1	21	Masulipatam-Diamonds of Golconda	329	In this kingdom, you must know, is found the diamond ; 				know,found	know,found	know , is found the diamond,found the diamond	the diamond		
3	PART 1	21	Masulipatam-Diamonds of Golconda	330	there are several mountains, among which, during rain, water flows with great turbulence, and through wide caverns; 									
3	PART 1	21	Masulipatam-Diamonds of Golconda	331	and when the shower ceases, men search through the ground previously inundated, and find the gems. 				inundated,find	inundated,find	find the gems	the gems		
3	PART 1	21	Masulipatam-Diamonds of Golconda	332	In summer, there is not a drop of water, and the heat can scarcely be endured, while fierce and venomous serpents inspire great fear; 				be,endured	be,endured	be endured , while fierce and venomous serpents inspire great fear,endured , while fierce and venomous serpents inspire great fear			
3	PART 1	21	Masulipatam-Diamonds of Golconda	333	yet those who venture thither discover valuable diamonds.				discover	discover	discover valuable diamonds	valuable diamonds		
3	PART 1	21	Masulipatam-Diamonds of Golconda	334	There is also an extensive and deep valley, so enclosed by rocks as to be quite inaccessible; 				enclosed,be	enclosed,be	be quite inaccessible			
3	PART 1	21	Masulipatam-Diamonds of Golconda	335	but the people throw in pieces of flesh, to which the diamonds adhere.									
3	PART 1	21	Masulipatam-Diamonds of Golconda	336	Now you must observe, there are a number of white eagles, which, when they see the flesh in the bottom of the valley, fly thither, seize and carry it to different spots.				observe,seize,carry	observe,seize,carry	observe , there are a number of white eagles , which , when they see the flesh in the bottom of the valley , fly thither , seize and carry it to different spots,seize,carry it to different spots	it		
3	PART 1	21	Masulipatam-Diamonds of Golconda	337	The men are on the watch, and as soon as they see the bird with the spoil in its mouth, raise loud cries, when, being terrified, it flies away and drops the meat, which they take up, and find the diamond attached.				raise,being,terrified,find,attached	raise,being,terrified,find,attached	raise loud cries,being terrified , it flies away and drops the meat , which they take up,terrified , it flies away and drops the meat , which they take up,find the diamond attached,attached	the diamond attached		
3	PART 1	21	Masulipatam-Diamonds of Golconda	338	Even when the prey has been swallowed, they watch where the excrement is voided, and obtain in this way not a few jewels.				been,swallowed,voided,obtain	been,swallowed,voided,obtain	been swallowed,swallowed,voided,obtain in this way not a few jewels	this way		
3	PART 1	21	Masulipatam-Diamonds of Golconda	339	Now this is the only country in the world containing these precious stones ; and do not suppose that the best come to our christian countries ;				containing,suppose,come	containing,suppose,come	containing these precious stones,suppose that the best come to our christian countries,come to our christian countries	these precious stones,our christian countries		
3	PART 1	21	Masulipatam-Diamonds of Golconda	340	 they are carried to the great khan and other lords of those regions, whose ample treasure enables them to purchase.		Khan		carried,purchase	carried,purchase	carried to the great khan and other lords of those regions , whose ample treasure enables them to purchase,purchase	the great khan,purchase		
3	PART 1	21	Masulipatam-Diamonds of Golconda	341	I must mention, too, that here are made the most beautiful and valuable cotton cloths in the world ; also the thinnest and most delicate, resembling our spiders' webs.				mention,made,resembling	mention,made,resembling	mention , too , that here are made the most beautiful and valuable cotton cloths in the world ; also the thinnest and most delicate , resembling our spiders ' webs,made the most beautiful and valuable cotton cloths in the world ; also the thinnest and most delicate , resembling our spiders ' webs,resembling our spiders ' webs	the most beautiful and valuable cotton cloths,the world ; also the thinnest and most delicate,our spiders ' webs		
3	PART 1	21	Masulipatam-Diamonds of Golconda	342	They have abundance of animals, and the largest sheep in the world, with plentiful subsistence of everykind.									
3	PART 1	21	Masulipatam-Diamonds of Golconda	343	I must now describe the place containing the body of the apostle St Thomas.		St Thomas		describe,containing	describe,containing	describe the place containing the body of the apostle St Thomas,containing the body of the apostle St Thomas	the place,the body of the apostle,the body of the apostle St Thomas		
3	PART 1	22	St Thomas (Madras), Legends respecting him	344	This is in a small town of Maabar, containing few inhabitants, and seldom visited by merchants, there being little trade, and the roads difficult.	St Thomas 		Maabar	containing,visited,being	containing,visited,being	containing few inhabitants,visited by merchants,being little trade	few inhabitants,merchants,little trade		
3	PART 1	22	St Thomas (Madras), Legends respecting him	345	Many Christians and Saracens, however, resort thither in pilgrimage: the latter esteem him a great saint, and even assert that he was a Mohammedan.		Mohammedan		assert,was	assert,was	assert that he was a Mohammedan,was a Mohammedan	a Mohammedan		
3	PART 1	22	St Thomas (Madras), Legends respecting him	346	But I will now relate a wonder.				relate	relate	relate a wonder	a wonder		
3	PART 1	22	St Thomas (Madras), Legends respecting him	347	The Christians, who repair to that shrine, take from the place a red earth, carry it into their country, and give a small portion to any person sick of a fever, who is presently cured.				take,give,cured	take,give,cured	take from the place a red earth,give a small portion to any person sick of a fever , who is presently cured,cured	the place,a small portion,any person,a fever		
3	PART 1	22	St Thomas (Madras), Legends respecting him	348	But I have now a miracle to tell ; 				tell	tell	tell			
3	PART 1	22	St Thomas (Madras), Legends respecting him	349	for about the year 1288, a baron of this district had a great quantity of rice, and filled with it all the houses around the church.				had,filled	had,filled	had a great quantity of rice , and filled with it all the houses around the church,filled with it all the houses around the church	a great quantity of rice,the church,it		
3	PART 1	22	St Thomas (Madras), Legends respecting him	350	The pilgrims having thus no place to lodge, prayed him much to desist ; 				having,lodge,prayed,desist	having,lodge,prayed,desist	having thus no place to lodge , prayed him much to desist,lodge,prayed him much to desist,desist	thus no place,him		
3	PART 1	22	St Thomas (Madras), Legends respecting him	351	but being fierce and proud, he paid no regard to their entreaty.				being,paid	being,paid	being fierce and proud,paid no regard to their entreaty	no regard		
3	PART 1	22	St Thomas (Madras), Legends respecting him	352	"Next night, accordingly, Messer St Thomas appeared to him with a fork in his hand, which he thrust forcibly against his throat, causing severe pain, and saying, "" If you do not forthwith empty my houses, you shall die an evil deathù."""		Messer St Thomas		appeared,thrust,causing,saying,die	appeared,thrust,causing,saying,die	appeared to him with a fork in his hand , which he thrust forcibly against his throat , causing severe pain , and saying,thrust forcibly against his throat , causing severe pain , and saying,causing severe pain , and saying,saying,die an evil death	him,severe pain,an evil death		
3	PART 1	22	St Thomas (Madras), Legends respecting him	353	He disappeared, and the baron rose early in the morning, related the apparition, and caused all the buildings to be emptied.				disappeared,rose,caused,be,emptied	disappeared,rose,caused,be,emptied	disappeared,rose early in the morning , related the apparition , and caused all the buildings to be emptied,caused all the buildings to be emptied,be emptied,emptied	all the buildings		
3	PART 1	22	St Thomas (Madras), Legends respecting him	354	The Christians greatly rejoiced, and honoured this great apostle.				rejoiced,honoured	rejoiced,honoured	rejoiced , and honoured this great apostle,honoured this great apostle	this great apostle		
