chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	VerbNet Travel	WordNet Travel	FrameNet Travel	VerbNet Narrate	WordNet Narrate	FrameNet Narrate	Voted Narrate	Voted Travel	Paper Narrate	Paper Travel
3	PART 1	34	Isle of Socotra	537	Ambergris is very plentiful, being voided from the entrails of whales, which are pursued most actively, in order to obtain this precious article.				pursued		pursued	pursued	being		being	being	being	pursued		
3	PART 1	34	Isle of Socotra	538	They strike into the animal a barbed iron 80 firmly that it cannot be drawn out.							drawn	be		be,drawn	be	be			
3	PART 1	34	Isle of Socotra	539	A long line attached enables them to discover the place where the dead fish lies, and drag it to the shore, when they extract from its belly the ambergris, and from its head several casks of oil.							drag			discover				discover	
3	PART 1	34	Isle of Socotra	540	Fine cotton cloth is made; and abundance of good salt fish prepared.						made		made		prepared			made		made
3	PART 1	34	Isle of Socotra	541	The people subsist on rice, milk, and flesh; and go naked after the manner of the other idolatrous Indians.				go		go	go	go			go		go		go
3	PART 1	34	Isle of Socotra	542	To this island come many ships and merchants ; 				come		come	come	come					come		come
3	PART 1	34	Isle of Socotra	543	and indeed all those destined for Aden touch there.			Aden							destined					
3	PART 1	34	Isle of Socotra	544	The archbishop has no connexion with the See of Rome, but is subject to a primate resident at Bagdad, who appoints him, as well as sends mandates to bishops and prelates in other quarters of the world.			Rome,Bagdad												
3	PART 1	34	Isle of Socotra	545	Hither, too, repair many corsairs with their ships, to sell their booty, and find a ready market, because the Christians, knowing it to have been abstracted from idolaters and Saracens, scruple not to purchase.					knowing			find,been		knowing,have,been,abstracted	knowing,been	been ,knowing			
3	PART 1	34	Isle of Socotra	546	I can tell you, moreover, that these Christians are the  most skilful enchanters in the world.					tell				tell	tell	tell	tell		tell	
3	PART 1	34	Isle of Socotra	547	The archbishop, indeed, forbids and even punishes this practice, but without any avail ;															
3	PART 1	34	Isle of Socotra	548	for their ancestors, they say, followed it before them, and they will continue.						followed	followed,continue			continue			followed		
3	PART 1	34	Isle of Socotra	549	For instance, if a ship is proceeding full sail with a favourable wind, they raise a contrary one, and oblige it to return.				proceeding,return		return	proceeding,return	return		proceeding,return			return		return
3	PART 1	34	Isle of Socotra	550	They can make it blow from any quarter they please, and cause either a dead calm or a violent tempest.						make	blow	make,blow		blow			blow ,make	blow	make
3	PART 1	34	Isle of Socotra	551	They perform many other marvellous enchantments, which it would be wrong to relate; 					relate			be	relate	be,relate	be,relate	be ,relate		relate	
3	PART 1	34	Isle of Socotra	552	they would excite such amazement.															
3	PART 1	34	Isle of Socotra	553	We shall therefore leave them, and describe the island of Madagascar.			Madagascar	leave		leave	leave	leave		leave			leave		leave
3	PART 1	35	Madagascar	554	This is an island towards the south, about a thousand miles from Scotra.	Madagascar		Scotra												
3	PART 1	35	Madagascar	555	The people are Saracens, adoring Mohammed ; 		Mohammed													
3	PART 1	35	Madagascar	556	and they have four sheiks, or old men, who rule the entire country.															
3	PART 1	35	Madagascar	557	This is really one of the noblest and greatest islands in the world, being reputed 4000 miles in circuit.								being		being	being	being			
3	PART 1	35	Madagascar	558	In no region are so many elephants bred, and their teeth sold, as here and in Zanghibar.			Zanghibar												
3	PART 1	35	Madagascar	559	No flesh is eaten but that of camels, of which an incredible number are killed every day ; 															
3	PART 1	35	Madagascar	560	and being supposed better and more wholesome than any other, it is used if possible during the whole year.								being		being,supposed	being	being		supposed	
3	PART 1	35	Madagascar	561	The red sandal grows here to the height of our forest trees, and is sold with advantage to foreigners.															
3	PART 1	35	Madagascar	562	Ambergris also abounds, from the number of whales which, as you know, yield that substance.															
3	PART 1	35	Madagascar	563	There are leopards, ounces, and lions ; likewise various other animals, such as stags, wild goats, and deer, some of great size.															
3	PART 1	35	Madagascar	564	The birds are equally various, several wonderfully different from ours.															
3	PART 1	35	Madagascar	565	Many ships arrive with abundance of goods, as cloths of silk and gold, which are profitably exchanged for those of the country.															
3	PART 1	35	Madagascar	566	Mariners, however, cannot reach the other islands lying south of this and of Zanghibar, owing to the violence of the current running in this direction.			Zanghibar	reach		reach	reach	reach		reach,lying	reach	reach	reach		reach
3	PART 1	35	Madagascar	567	It is such, that while vessels can come hither from Malabar in twenty days, they spend three months in returning.			Malabar	come,returning		come,returning	come,returning	come,returning		returning			come ,returning		come,returning
3	PART 1	35	Madagascar	568	Now I must mention, that in these southern isles, the birds called griffon are reported to exist, and to appear at certain seasons ; 					mention,called,reported			appear	mention,called,reported	mention,called,reported	mention,reported	called ,mention ,reported		mention,reported	
3	PART 1	35	Madagascar	569	yet they are not formed as we describe and paint them, half-bird, half-lion, but exactly like the eagle, only immeasurably larger.															
3	PART 1	35	Madagascar	570	They are represented so huge and powerful, as to take up the elephant and carry him high into the air, then let him drop, whereby he is at once killed, and they feed upon his carcass.						drop	carry	take,drop		represented,take,carry			drop	carry	
3	PART 1	35	Madagascar	571	It is asserted that their wings are twelve paces long, and when spread out, extend thirty paces across ; 							spread			asserted,spread	asserted	asserted		asserted	
3	PART 1	35	Madagascar	572	they are thick in proportion.															
3	PART 1	35	Madagascar	573	I must add, that the khan sent messengers to obtain information about the country, and also the release of one of his subjects who had been made prisoner.		Khan			add	made		add,been,made		add,sent,had,been	add,been	add ,been	made	add	made
3	PART 1	35	Madagascar	574	They and the captive related to him many great wonders of these strange isles, and brought teeth of a wild boar, inconeivably large: I assure you, he found them to weigh fourteen pounds.								found		weigh					
3	PART 1	35	Madagascar	575	You may thus judge as to the size of the boar ; 															
3	PART 1	35	Madagascar	576	and indeed some are equal to a buffalo.															
3	PART 1	35	Madagascar	577	There are also giraffes and wild asses, and other beasts and birds wonderfully different from ours.															
3	PART 1	35	Madagascar	578	To return to the griffon; the people of the island do not know it by that name, but call it always ruc; 				return	know	return	return	return	call	return,know,call	know	call ,know	return		return
3	PART 1	35	Madagascar	579	but we, from their extraordinary size, certainly conclude them to be griffons.								be		be	be	be			
3	PART 1	35	Madagascar	580	Having nothing more to tell of this island, I will go on to that of Zanghibar.			Zanghibar	go	tell	go	go	go	tell	Having,tell	tell,go	tell	go	tell	go
3	PART 1	36	Coast of Zanghibar	581	This is a very great and noble island, about 2000 miles in circuit.	Zanghibar														
3	PART 1	36	Coast of Zanghibar	582	The people are all idolaters, have languages and a king of their own, and are subject to no other power.															
3	PART 1	36	Coast of Zanghibar	583	They are not very tall, but so broad and thick, that in this respect they appear like giants ;															
3	PART 1	36	Coast of Zanghibar	584	and they are likewise immensely strong, bearing as large a burden as four other men, which is really no wonder, for they eat as much as five.								bearing							
3	PART 1	36	Coast of Zanghibar	585	They are perfectly black, and go naked, with the exception of a cloth round the waist.				go		go	go	go			go		go		go
3	PART 1	36	Coast of Zanghibar	586	Their mouth is so wide, their nose so turned up, their lips and eyes so big, that they are horrible to behold,and any one meeting them in another country would believe them devils.						turned	turned	turned		turned,meeting			turned		
3	PART 1	36	Coast of Zanghibar	587	Elephants abound, and a great traffic is carried on in their teeth ; likewise lions of a peculiar species, with ounces and leopards.							carried			carried				carried	
3	PART 1	36	Coast of Zanghibar	588	In short, they have all kinds of beasts different from others in the world ; including sheep entirely white, with only the head black, and none of any other colour.															
3	PART 1	36	Coast of Zanghibar	589	Here too is the giraffe, a most beautiful creature, whose shape I will describe.					describe					describe	describe	describe		describe	
3	PART 1	36	Coast of Zanghibar	590	Behind, it is low, and the legs very short ; 															
3	PART 1	36	Coast of Zanghibar	591	while those before, and the neck, are very large, so that its head rises three paces from the ground.															
3	PART 1	36	Coast of Zanghibar	592	The animal is small, and is quite harmless; 															
3	PART 1	36	Coast of Zanghibar	593	and its colour being red and white, in circles, it is very beautiful.								being		being	being	being			
3	PART 1	36	Coast of Zanghibar	594	But there is a thing which I had forgotten about the elephant, that it caresses the female in the same manner as the human species.										had					
3	PART 1	36	Coast of Zanghibar	595	I must say, the women of this island are most ugly objects; with large mouth, eyes, and nose, and their breasts four times the ordinary size;					say				say	say	say	say		say	
3	PART 1	36	Coast of Zanghibar	596	 in short, they are hideous.															
3	PART 1	36	Coast of Zanghibar	597	The people live on rice, flesh, milk, and dates, and though they have no vines, make a very good liquor of rice, sugar, and spices.															
3	PART 1	36	Coast of Zanghibar	598	There is a great trade, particularly in elephants' teeth; and a good quantity of amber.															
3	PART 1	36	Coast of Zanghibar	599	The men are very brave in combat, and have little fear of death.															
3	PART 1	36	Coast of Zanghibar	600	They have no horses, but fight upon camels and elephants, placing on them castles well covered, with sixteen or twenty men mounted on them, bearing lances, swords, and staves, and making a very powerful force in battle.						making		bearing,making		placing,covered			making	covered	making
3	PART 1	36	Coast of Zanghibar	601	They have no arms except leathern shields, lances, and swords, with which they fight well.															
3	PART 1	36	Coast of Zanghibar	602	When leading the elephant to the combat, they give him to drink of their wine or liquor, which renders him more fierce and effective.				leading		leading	leading			leading			leading		
3	PART 1	36	Coast of Zanghibar	603	I must now proceed to the great province of Abascia, but first wish to say something more of India in general.			Abascia,India	proceed	say		proceed		say	proceed,say	say	say		say	
3	PART 1	37	The Islands in the Indian Sea	604	You must know I have described only its noblest Kingdoms and isles; 	Zanghibar				know,described					know,described	know,described	described ,know		described	
3	PART 1	37	The Islands in the Indian Sea	605	those that make the flower of the region, and to which the rest are mostly subject.															
3	PART 1	37	The Islands in the Indian Sea	606	No man could enumerate all the islands ; 				enumerate											
3	PART 1	37	The Islands in the Indian Sea	607	they are estimated at 12,700, inhabited and uninhabited, according to the writings of the most skilful mariners.															
3	PART 1	37	The Islands in the Indian Sea	608	In the Greater India, which extends from Maabar to Kesmacoran, are thirteen very great kingdoms, of which I have described ten.			the Greater India,Maabar,Kesmacoran		described					described	described	described		described	
3	PART 1	37	The Islands in the Indian Sea	609	The Lesser India, stretching from Zinaba to Montifi, contains eight, and this is exclusive of numerous others that are in the islands.			The Lesser India,Zinaba,Montifi												
3	PART 1	38	Kingdom of Absscia	610	Abascia is a very great province, called the Middle India.	Abascia		Abascia,the Middle India		called				called	called		called			
3	PART 1	38	Kingdom of Absscia	611	The supreme monarch is a Christian ; the other six kings are subject to him, three being believers, and three Saracen.								being		being	being	being			
3	PART 1	38	Kingdom of Absscia	612	The christian people of this province have three marks upon their face, one from the forehead to the middle of the nose, and one on each cheek, made with a hot iron, and herein consists their baptism.						made		made					made		made
3	PART 1	38	Kingdom of Absscia	613	There are also Jews having a mark on each cheek, and Saracens with only one on the forehead and nose.										having					
3	PART 1	38	Kingdom of Absscia	614	The great king lives in the middle of the province; the Saracens towards Aden.			Aden												
3	PART 1	38	Kingdom of Absscia	615	In this district Messer St Thomas the apostle preached, and after converting the inhabitants, went to Maabar, where he died, and his body remains, as formerly mentioned.		Messer St Thomas	Maabar	went	mentioned	went	went	went	preached,mentioned	preached,mentioned	preached,went,mentioned	mentioned ,preached	went	preached,mentioned	went
3	PART 1	38	Kingdom of Absscia	616	This country contains many good men-at-arms and well mounted cavalry, who are much needed;															
3	PART 1	38	Kingdom of Absscia	617	for wars are frequent with the Sultans of Aden and Nubia, and with other powers.			Aden,Nubia												
3	PART 1	38	Kingdom of Absscia	618	But I will tell you a memorable story of what happened in the year 1288.					tell				tell	tell	tell	tell		tell	
3	PART 1	38	Kingdom of Absscia	619	This king, who is lord over all Abascia, wished to go in pilgrimage to adore the sepulchre of Christ in Jerusalem.			Abascia,Jerusalem	go		go	go	go		wished	go		go		go
3	PART 1	38	Kingdom of Absscia	620	The barons represented the danger of the journey, and advised him to send a bishop or some other great prelate.					advised				advised	represented,advised,send		advised		advised	
3	PART 1	38	Kingdom of Absscia	621	The monarch having agreed, one of very holy life was chosen, who readily undertook the mission.								was		having,was,undertook	was	was			
3	PART 1	38	Kingdom of Absscia	622	He was equipped most handsomely as a pilgrim, and travelled by land and sea till he arrived at Jerusalem.			Jerusalem	travelled,arrived		travelled,arrived	travelled,arrived	was,travelled,arrived		was	was	was	arrived ,travelled		travelled,arrived
3	PART 1	38	Kingdom of Absscia	623	Repairing to the sepulchre, he performed the due homage before an object so exalted; 							Repairing								
3	PART 1	38	Kingdom of Absscia	624	and having presented great offerings from the king, and well fulfilled his mission, he set out on his return.										having,presented,set					
3	PART 1	38	Kingdom of Absscia	625	He passed through Aden, a country where Christians are hated as mortal enemies.			Aden	passed			passed	passed		passed			passed		
3	PART 1	38	Kingdom of Absscia	626	The governor, learning that he professed this religion, and was a messenger of the sovereign of Abascia, warned him, that unless he embraced the law of Mohammed, he would suffer a shameful punishment.		Mohammed	Abascia		warned			was	warned	learning,professed,was,warned	professed,was	professed ,warned ,was		professed	
3	PART 1	38	Kingdom of Absscia	627	The bishop replied, that he would sooner die.					replied				replied	replied		replied			
3	PART 1	38	Kingdom of Absscia	628	The other, greatly enraged, ordered him to be forcibly circumcised, and then sent him away, telling him that this was meant as an affront to his master.					telling			be,was,meant	telling	ordered,be,sent,telling,was,meant	be,telling,was	be ,telling ,was		telling	
3	PART 1	38	Kingdom of Absscia	629	The prelate was much grieved, but consoled himself by thinking that he had suffered for the law of his faith, and God would recompense him in the other world.								was		was,had	was	was			
3	PART 1	38	Kingdom of Absscia	630	As soon as he could travel, he proceeded to Abascia, and appeared before the king; 			Abascia	travel,proceeded		travel	travel,proceeded	travel,appeared		proceeded			travel		travel
3	PART 1	38	Kingdom of Absscia	631	who, having inquired about the sepulchre, and being told the whole truth, accounted it a most holy and pious visit.					inquired,told			being	inquired,told	having,inquired,being,told,accounted	being,told	being ,inquired ,told		told,accounted	
3	PART 1	38	Kingdom of Absscia	632	The bishop then related the affront put upon him by the ruler of Aden, when his majesty fell into such a transport of grief and rage, that he almost died.			Aden		related		fell		related	related	related	related		related	fell
3	PART 1	38	Kingdom of Absscia	633	He called aloud in the hearing of all the bystanders, that he would never wear a crown, nor rule a province, till he had taken such vengeance as should be spoken of throughout the world.					called,spoken			taken,be	called,spoken	called,had,taken,be,spoken	be,spoken	be ,called ,spoken		spoken	
3	PART 1	38	Kingdom of Absscia	634	Presently he prepared a vast body of troops, on horseback and foot, also elephants with well-armed castles, having twenty men upon each.										prepared,having					
3	PART 1	38	Kingdom of Absscia	635	He then set out and marched directly onward to the territory of Aden.			Aden	marched		marched				set					
3	PART 1	38	Kingdom of Absscia	636	Its chiefs, with a great multitude of Saracens on foot and horseback, came to defend their country, and a most obstinate battle was fought ; 				came		came	came	came,was		defend,was	was	was	came		came
3	PART 1	38	Kingdom of Absscia	637	but the enemy could not withstand the force of the King of Abascia, because the Christians are more valiant.			Abascia												
3	PART 1	38	Kingdom of Absscia	638	They fled and were slain in great numbers.				fled		fled		were		were	were	were			
3	PART 1	38	Kingdom of Absscia	639	The victor, entering the country in three or four places, greatly wasted and destroyed it, killing many of the inhabitants.				entering		entering		entering					entering		entering
3	PART 1	38	Kingdom of Absscia	640	He then thought the affront sufficiently avenged; 															
3	PART 1	38	Kingdom of Absscia	641	and indeed I must tell you he could effect no farther devastation, the region being extensive, and full of dangerous passes, where a few men could greatly harass an army.					tell			being	tell	tell,being	tell,being	being ,tell		tell	
3	PART 1	38	Kingdom of Absscia	642	I will now relate other matters of Abascia, which yields a great variety of all things necessary for subsistence.			Abascia		relate				relate	relate	relate	relate		relate	
3	PART 1	38	Kingdom of Absscia	643	The people live on rice, flesh, milk, and sesamum, and have elephants, not bred there, but brought from the isle of the other India.			India												
3	PART 1	38	Kingdom of Absscia	644	Giraffes, however, are in great numbers ; also lions, leopards, ounces, wild apes, and many beasts and birds different from ours.															
3	PART 1	38	Kingdom of Absscia	645	The domestic fowls are the most beautiful in the world ; and the ostriches as large as asses.															
3	PART 1	38	Kingdom of Absscia	646	They have parrots, beautiful and various ; also monkeys and cats of two species, with faces exactly like those of men.															
3	PART 1	38	Kingdom of Absscia	647	This Abascia contains numerous cities and castles, and is much frequented by merchants; many cloths of cotton and buckram are wrought there.			Abascia	frequented						wrought					
3	PART 1	38	Kingdom of Absscia	648	I might relate other things, but must now go on to the province of Aden.			Aden	go	relate	go	go	go	relate	relate	relate,go	relate	go	relate	go
3	PART 1	39	City and Kingdom of Aden	649	This country is subject to a lord, called sultan.	Aden				called				called	called		called			
3	PART 1	39	City and Kingdom of Aden	650	The people are all Saracens, adoring Mohammed, and wishing the greatest mischief to Christians.		Mohammed								wishing					
3	PART 1	39	City and Kingdom of Aden	651	There are many cities and castles; 															
3	PART 1	39	City and Kingdom of Aden	652	for Aden is the port to which the Indian ships bring all their merchandise.			Aden												
3	PART 1	39	City and Kingdom of Aden	653	It is then placed on board other small vessels, which ascend a river about seven days, at the end of which it is disembarked, laden on camels, and conveyed thirty days farther.				ascend,disembarked,conveyed		ascend,disembarked	ascend	ascend	conveyed	placed,conveyed		conveyed	ascend	conveyed	
3	PART 1	39	City and Kingdom of Aden	654	It then comes to the river of Alexandria, and is conveyed down to that city.			Alexandria	conveyed					conveyed	conveyed		conveyed		conveyed	
3	PART 1	39	City and Kingdom of Aden	655	By this route alone its inhabitants receive their pepper, spices, and costly goods.															
3	PART 1	39	City and Kingdom of Aden	656	From Aden, too, ships sail for India with various goods, especially very fine and valuable horses, which, as you know, are sold there for full a hundred marks of silver.			Aden,India												
3	PART 1	39	City and Kingdom of Aden	657	The sultan draws a great revenue from the duties on these cargoes ; and is thus one of the richest princes in the world.															
3	PART 1	39	City and Kingdom of Aden	658	But, I assure you, he did great injury to the Christians ; 							did								
3	PART 1	39	City and Kingdom of Aden	659	for when the governor of Babylonia attacked and took the city of Acre, committing much devastation, he was assisted by this prince with 30,000 horses and 40,000 camels.			Babylonia,Acre					took,was		took,was	was	was			
3	PART 1	39	City and Kingdom of Aden	660	This aid was given rather out of hatred to believers than good-will to that prince.								was		was,given	was	was			
3	PART 1	39	City and Kingdom of Aden	661	But now I will tell you of another great city.					tell				tell	tell	tell	tell		tell	
3	PART 1	40	City of Escier (Shaher)	662	Escier is a very large town to the north-west (north), four hundred miles from Aden.	Escier		Escier,Aden												
3	PART 1	40	City of Escier (Shaher)	663	A count here rules with justice, but subject to the soldan of Aden ; 			Aden												
3	PART 1	40	City of Escier (Shaher)	664	and the people are Saracens, adoring Mohammed.		Mohammed													
3	PART 1	40	City of Escier (Shaher)	665	The port is good, frequented by many ships and merchants from India, who bring various commodities, and carry away others, particularly horses of great value, and yielding large profit.			India	frequented			carry			carry				carry	
3	PART 1	40	City of Escier (Shaher)	666	In this province grows a great quantity of fine incense, also of dates.															
3	PART 1	40	City of Escier (Shaher)	667	They have no grain except rice, and little of that ; 															
3	PART 1	40	City of Escier (Shaher)	668	hence corn is profitably imported from other countries.										imported					
3	PART 1	40	City of Escier (Shaher)	669	Fish is caught in sach plenty, that for a Venetian gros you may purchase two large tunnies.															
3	PART 1	40	City of Escier (Shaher)	670	The people live on rice, flesh, and fish, and have no wine except what they make from sugar, rice, and dates.															
3	PART 1	40	City of Escier (Shaher)	671	But I must tell you, too, that they have sheep without ears, or any opening for them ;					tell				tell	tell	tell	tell		tell	
3	PART 1	40	City of Escier (Shaher)	672	 but where the ears should be, is a little horn; 								be		be	be	be			
3	PART 1	40	City of Escier (Shaher)	673	these are small and very beautiful creatures.															
3	PART 1	40	City of Escier (Shaher)	674	Another thing you will much wonder at is, that all the animals, sheep, oxen, and camels, eat fish, because there is no grass, for it is the most arid place in the world.										wonder					
3	PART 1	40	City of Escier (Shaher)	675	These fishes are very small, caught in March, April, and May, in wonderful quantities.															
3	PART 1	40	City of Escier (Shaher)	676	They are dried, lodged in houses, and given as food to the animals during the whole year.										given					
3	PART 1	40	City of Escier (Shaher)	677	The people eat them also when quite alive and newly taken.								taken		taken					
3	PART 1	40	City of Escier (Shaher)	678	There are also plenty of large ones, which being made into a kind of biscuit, by cutting them into small pieces and drying them in the sun, are preserved under cover during the whole year.						made	cutting	being,made		being,cutting	being	being	made		made
3	PART 1	40	City of Escier (Shaher)	679	The incense, mentioned as so abundant, is purchased by their lord at ten golden bezants the cantar, and retailed to the merchants for forty, so that he makes a very large profit.									mentioned	mentioned	mentioned	mentioned		mentioned	
3	PART 1	40	City of Escier (Shaher)	680	Let us now leave this city, and tell you of Dufar.			Dufar		tell				tell	tell	tell	tell		tell	
3	PART 1	41	City of Dufar	681	This is a beautiful, large, and noble city, 500 miles south-west from Escier.	Dufar		Escier												
3	PART 1	41	City of Dufar	682	The people are Saracens, adoring Mohammed, and ruled by a count, who is subject to Aden, to which, indeed, this city belongs.		Mohammed	Aden												
3	PART 1	41	City of Dufar	683	The port is very good, and merchants convey thence many very fine Arabian horses.															
3	PART 1	41	City of Dufar	684	Numerous cities and castles depend upon it, and the country yields much incense.															
3	PART 1	41	City of Dufar	685	The trees are about the size of a small fir, and incisions are made with knives in various places, whence flows the incense, which, indeed, through the great heat, often runs out of itself.						made		made					made		made
3	PART 1	41	City of Dufar	686	I shall now proceed to relate of the Gulf of Calatu.			Calatu	proceed	relate		proceed		relate	proceed,relate	relate	relate		relate	
3	PART 1	42	Gulf and City of Calatu	687	Calatu is a large city within the gulf of the same name, six hundred miles north-west from Dufar.	Calatu		Calatu,Dufar												
3	PART 1	42	Gulf and City of Calatu	688	It is a noble seaport, inhabited by Saracens, who are subject to Cormos.			Cormos												
3	PART 1	42	Gulf and City of Calatu	689	When the melik of that city is at war with a more powerful prince, he retires to this place, which is strong by nature and art, and finds himself secure.					secure										
3	PART 1	42	Gulf and City of Calatu	690	The people have no grain but what they import.															
3	PART 1	42	Gulf and City of Calatu	691	Many ships bring the goods and spices of India, which are distributed throughout the interior, and many fine horses sent in return.			India							distributed,sent					
3	PART 1	42	Gulf and City of Calatu	692	But I must observe, that this city is at the mouth of the Gulf of Calatu, so that the melik can prevent vessels from sailing in or out without his consent.			Calatu						observe	observe	observe	observe		observe	
3	PART 1	42	Gulf and City of Calatu	693	This power he often uses against the sultan of Creman ;			Creman												
3	PART 1	42	Gulf and City of Calatu	694	for when that prince demands any exorbitant tribute from him or other vassals, they remove from Cormos to Calatu, and allow no ships to pass, whence the other prince suffers severely, and is obliged to abate his demands.			Cormos,Calatu	pass			pass	pass		pass	allow		pass		
3	PART 1	42	Gulf and City of Calatu	695	The people of this country live on dates and salt fish, which are abundant ; 															
3	PART 1	42	Gulf and City of Calatu	696	but many rich men are well supplied with better food.										supplied				supplied	
3	PART 1	43	Return to Cormos	697	After departing from Calatu, and sailing three hundred miles between north-west and north, you find the city of Cormos ;	Cormos		Calatu,Cormos	departing		departing	departing	departing					departing		departing
3	PART 1	43	Return to Cormos	698	but if you take a direction from the former place between north-west and north, and sail five hundred miles, you come to Quis.			Quis	sail		sail	sail	sail					sail		sail
3	PART 1	43	Return to Cormos	699	However, we shall pass over this last place, and speak of Cormos, a large and noble capital, subject to a melik, who commands many towns and castles.			Cormos	pass	speak		pass	pass	speak	pass,speak	speak	speak	pass	speak	
3	PART 1	43	Return to Cormos	700	The people are Saracens, and adore Mohammed.		Mohammed													
3	PART 1	43	Return to Cormos	701	The heat is very great, on which account every house is provided with ventilators placed on the side whence the wind blows, which being thus admitted, renders the mansion tolerably cool.					admitted			being	admitted	placed,being	being	being		admitted	
3	PART 1	43	Return to Cormos	702	We gave an account of this place formerly, as well as of Quis and Creman, but have since made a circuit which brought us back to it.			Quis,Creman			made		made		gave			made		made
3	PART 1	43	Return to Cormos	703	However, we will say no more, but proceed now to the description of Great Turkey.			Great Turkey	proceed	say		proceed		say	say,proceed	say	say		say	
3	PART 1	44	Turkestan-Wars of Kaidu	704	This country lies to the north-west as you go from Cormos to the river Gihon, extending towards the teritory of the great khan.	Great Turkey	Khan	Cormos,Gihon							extending					
3	PART 1	44	Turkestan-Wars of Kaidu	705	It is governed by a nephew (cousin) of his, named Kaidu, grandson of Ciagatai, brother to that monarch.		Kaidu,Ciagatai			named					named				named	
3	PART 1	44	Turkestan-Wars of Kaidu	706	He is a very powerful lord, ruling many cities and castles.															
3	PART 1	44	Turkestan-Wars of Kaidu	707	His subjects are Tartars, very able combatants, much inured to fighting, and he does not obey the khan, but is rather at perpetual war with him.		Khan													
3	PART 1	44	Turkestan-Wars of Kaidu	708	This is because Kaidu demanded constantly from that monarch a share of his conquests, particularly in Catai and Manji.		Kaidu	Catai,Manji							demanded					
3	PART 1	44	Turkestan-Wars of Kaidu	709	The latter said he would willingly grant it to him, as to his other descendants, if he would come to his court and council whenever summoned.				come	said	come	come	come	said	said,summoned	said	said	come	said	come
3	PART 1	44	Turkestan-Wars of Kaidu	710	But the other, afraid to trust his uncle, offered to obey him where he was, but dreaded that if in his power he would be put to death.								was,be		offered,was,be,put	was,be	be ,was			
3	PART 1	44	Turkestan-Wars of Kaidu	711	Hence arose this discord, and the khan drew his forces around the realm of Kaidu to guard against an invasion; the khan,Kaidu		Kaidu,Khan					arose,drew			drew					
3	PART 1	44	Turkestan-Wars of Kaidu	712	yet that prince contrived to penetrate, and fought repeatedly with the armies of Kublai; 		Kublai													
3	PART 1	44	Turkestan-Wars of Kaidu	713	for he could bring into the field 100,000 brave and skilful horsemen.															
3	PART 1	44	Turkestan-Wars of Kaidu	714	He had with him also many lords of the imperial lineage.										had					
3	PART 1	44	Turkestan-Wars of Kaidu	715	Each soldier carries to battle sixty arrows, thirty smaller for shooting, and thirty larger, pointed with heavy iron, to throw against the face or arms of the enemy, or cut the cords of his bow; 							cut			pointed,throw,cut					
3	PART 1	44	Turkestan-Wars of Kaidu	716	and when they have discharged all these, they lay their hand on their swords, and strike most terrible blows.										lay					
3	PART 1	44	Turkestan-Wars of Kaidu	717	Now, in the year 1266, this king, with his cousin named Jesudar, assembled a very great army, and marched against two barons that were also his relations, but held their lands from the great khan.		Jesudar,Khan		marched	named	marched		were		named,assembled,were,held	were,held	held ,were		named	
3	PART 1	44	Turkestan-Wars of Kaidu	718	Kaidu and his cousin fought with these two chiefs, who had also a very large force, so that between them there were 100,000 horsemen.		Kaidu						were		had,were	were	were			
3	PART 1	44	Turkestan-Wars of Kaidu	719	They contended hardly and long, and many fell on both sides; 							fell			contended	contended	contended		contended	fell
3	PART 1	44	Turkestan-Wars of Kaidu	720	but at last Kaidu conquered;		Kaidu													
3	PART 1	44	Turkestan-Wars of Kaidu	721	 however, the two barons, being well mounted, escaped without injury.				mounted,escaped		escaped		being,escaped		being	being	being	escaped		escaped
3	PART 1	44	Turkestan-Wars of Kaidu	722	The victor then became still more proud and boastful; 															
3	PART 1	44	Turkestan-Wars of Kaidu	723	yet he returned home and remained two years in peace.				returned		returned	returned	returned		returned			returned		returned
3	PART 1	44	Turkestan-Wars of Kaidu	724	Then he assembled a mighty host of cavalry, having learned that at Karakorum there was a great army under Nomogan, a son of the khan, and George, a grandson of Prester John.		Nomogan,Khan,George,Prester John	Karakorum					was		assembled,having,learned,was	was	was			
3	PART 1	44	Turkestan-Wars of Kaidu	725	He marched thither with all speed, and the two chiefs being informed of his approach, courageously prepared to meet him with their horsemen, amounting to upwards of 60,000.				marched	informed	marched		being	informed	being,informed,prepared,meet	being	being ,informed		informed	
3	PART 1	44	Turkestan-Wars of Kaidu	726	Having reached the place where his men were ranged in tents on the plain, they skilfully established their own camp.				reached		reached	reached,ranged	reached,were		Having,reached,were	reached,were	reached ,were	reached		reached
3	PART 1	44	Turkestan-Wars of Kaidu	727	Each party rested and made preparations for three days, when they advanced to the combat.				advanced		made,advanced	advanced	rested,made		advanced			advanced ,made		made
3	PART 1	44	Turkestan-Wars of Kaidu	728	There was little advantage on either side ; 								was		was	was	was			
3	PART 1	44	Turkestan-Wars of Kaidu	729	both having about 60,000 mounted men well armed at every point, divided into six squadrons of 10,000.										having					
3	PART 1	44	Turkestan-Wars of Kaidu	730	They waited only till they heard their lord sound the naccar ; meantime performing loudly on various musical instruments.										sound					
3	PART 1	44	Turkestan-Wars of Kaidu	731	At length the signal was given, when the hosts rushed against each other, laying their hands on their bows.				rushed		rushed	rushed	was		was,given,rushed,laying	was	was	rushed		
