chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs
3	PART 1	35	Madagascar	569	yet they are not formed as we describe and paint them, half-bird, half-lion, but exactly like the eagle, only immeasurably larger.				formed	formed
3	PART 1	35	Madagascar	570	They are represented so huge and powerful, as to take up the elephant and carry him high into the air, then let him drop, whereby he is at once killed, and they feed upon his carcass.				represented,take,carry,let,drop,killed	represented,take,carry,let,drop,killed
3	PART 1	35	Madagascar	571	It is asserted that their wings are twelve paces long, and when spread out, extend thirty paces across ; 				asserted,spread	asserted,spread
3	PART 1	35	Madagascar	572	they are thick in proportion.					
3	PART 1	35	Madagascar	573	I must add, that the khan sent messengers to obtain information about the country, and also the release of one of his subjects who had been made prisoner.		Khan		add,sent,obtain,had,been,made	add,sent,obtain,had,been,made
3	PART 1	35	Madagascar	574	They and the captive related to him many great wonders of these strange isles, and brought teeth of a wild boar, inconeivably large: I assure you, he found them to weigh fourteen pounds.				brought,found,weigh	brought,found,weigh
3	PART 1	35	Madagascar	575	You may thus judge as to the size of the boar ; 				judge	judge
3	PART 1	35	Madagascar	576	and indeed some are equal to a buffalo.					
3	PART 1	35	Madagascar	577	There are also giraffes and wild asses, and other beasts and birds wonderfully different from ours.					
3	PART 1	35	Madagascar	578	To return to the griffon; the people of the island do not know it by that name, but call it always ruc; 				return,know,call	return,know,call
3	PART 1	35	Madagascar	579	but we, from their extraordinary size, certainly conclude them to be griffons.				be	be
3	PART 1	35	Madagascar	580	Having nothing more to tell of this island, I will go on to that of Zanghibar.			Zanghibar	Having,tell,go	Having,tell,go
3	PART 1	36	Coast of Zanghibar	581	This is a very great and noble island, about 2000 miles in circuit.	Zanghibar				
3	PART 1	36	Coast of Zanghibar	582	The people are all idolaters, have languages and a king of their own, and are subject to no other power.					
3	PART 1	36	Coast of Zanghibar	583	They are not very tall, but so broad and thick, that in this respect they appear like giants ;					
3	PART 1	36	Coast of Zanghibar	584	and they are likewise immensely strong, bearing as large a burden as four other men, which is really no wonder, for they eat as much as five.				bearing	bearing
3	PART 1	36	Coast of Zanghibar	585	They are perfectly black, and go naked, with the exception of a cloth round the waist.				go	go
3	PART 1	36	Coast of Zanghibar	586	Their mouth is so wide, their nose so turned up, their lips and eyes so big, that they are horrible to behold,and any one meeting them in another country would believe them devils.				turned,behold,meeting,believe	turned,behold,meeting,believe
3	PART 1	36	Coast of Zanghibar	587	Elephants abound, and a great traffic is carried on in their teeth ; likewise lions of a peculiar species, with ounces and leopards.				carried	carried
3	PART 1	36	Coast of Zanghibar	588	In short, they have all kinds of beasts different from others in the world ; including sheep entirely white, with only the head black, and none of any other colour.				including	including
3	PART 1	36	Coast of Zanghibar	589	Here too is the giraffe, a most beautiful creature, whose shape I will describe.				describe	describe
3	PART 1	36	Coast of Zanghibar	590	Behind, it is low, and the legs very short ; 					
3	PART 1	36	Coast of Zanghibar	591	while those before, and the neck, are very large, so that its head rises three paces from the ground.					
3	PART 1	36	Coast of Zanghibar	592	The animal is small, and is quite harmless; 					
3	PART 1	36	Coast of Zanghibar	593	and its colour being red and white, in circles, it is very beautiful.				being	being
3	PART 1	36	Coast of Zanghibar	594	But there is a thing which I had forgotten about the elephant, that it caresses the female in the same manner as the human species.				had,forgotten	had,forgotten
3	PART 1	36	Coast of Zanghibar	595	I must say, the women of this island are most ugly objects; with large mouth, eyes, and nose, and their breasts four times the ordinary size;				say	say
3	PART 1	36	Coast of Zanghibar	596	 in short, they are hideous.					
3	PART 1	36	Coast of Zanghibar	597	The people live on rice, flesh, milk, and dates, and though they have no vines, make a very good liquor of rice, sugar, and spices.					
3	PART 1	36	Coast of Zanghibar	598	There is a great trade, particularly in elephants' teeth; and a good quantity of amber.					
3	PART 1	36	Coast of Zanghibar	599	The men are very brave in combat, and have little fear of death.				brave	brave
3	PART 1	36	Coast of Zanghibar	600	They have no horses, but fight upon camels and elephants, placing on them castles well covered, with sixteen or twenty men mounted on them, bearing lances, swords, and staves, and making a very powerful force in battle.				placing,covered,mounted,bearing,making	placing,covered,mounted,bearing,making
3	PART 1	36	Coast of Zanghibar	601	They have no arms except leathern shields, lances, and swords, with which they fight well.					
3	PART 1	36	Coast of Zanghibar	602	When leading the elephant to the combat, they give him to drink of their wine or liquor, which renders him more fierce and effective.				leading,drink	leading,drink
3	PART 1	36	Coast of Zanghibar	603	I must now proceed to the great province of Abascia, but first wish to say something more of India in general.			Abascia,India	proceed,say	proceed,say
3	PART 1	37	The Islands in the Indian Sea	604	You must know I have described only its noblest Kingdoms and isles; 	Zanghibar			know,described	know,described
3	PART 1	37	The Islands in the Indian Sea	605	those that make the flower of the region, and to which the rest are mostly subject.					
3	PART 1	37	The Islands in the Indian Sea	606	No man could enumerate all the islands ; 				enumerate	enumerate
3	PART 1	37	The Islands in the Indian Sea	607	they are estimated at 12,700, inhabited and uninhabited, according to the writings of the most skilful mariners.				estimated,inhabited,according	estimated,inhabited,according
3	PART 1	37	The Islands in the Indian Sea	608	In the Greater India, which extends from Maabar to Kesmacoran, are thirteen very great kingdoms, of which I have described ten.			the Greater India,Maabar,Kesmacoran	described	described
3	PART 1	37	The Islands in the Indian Sea	609	The Lesser India, stretching from Zinaba to Montifi, contains eight, and this is exclusive of numerous others that are in the islands.			The Lesser India,Zinaba,Montifi	stretching	stretching
3	PART 1	38	Kingdom of Absscia	610	Abascia is a very great province, called the Middle India.	Abascia		Abascia,the Middle India	called	called
3	PART 1	38	Kingdom of Absscia	611	The supreme monarch is a Christian ; the other six kings are subject to him, three being believers, and three Saracen.				being	being
3	PART 1	38	Kingdom of Absscia	612	The christian people of this province have three marks upon their face, one from the forehead to the middle of the nose, and one on each cheek, made with a hot iron, and herein consists their baptism.				made	made
3	PART 1	38	Kingdom of Absscia	613	There are also Jews having a mark on each cheek, and Saracens with only one on the forehead and nose.				having	having
3	PART 1	38	Kingdom of Absscia	614	The great king lives in the middle of the province; the Saracens towards Aden.			Aden		
3	PART 1	38	Kingdom of Absscia	615	In this district Messer St Thomas the apostle preached, and after converting the inhabitants, went to Maabar, where he died, and his body remains, as formerly mentioned.		Messer St Thomas	Maabar	preached,converting,went,died,mentioned	preached,converting,went,died,mentioned
3	PART 1	38	Kingdom of Absscia	616	This country contains many good men-at-arms and well mounted cavalry, who are much needed;				mounted,needed	mounted,needed
3	PART 1	38	Kingdom of Absscia	617	for wars are frequent with the Sultans of Aden and Nubia, and with other powers.			Aden,Nubia		
3	PART 1	38	Kingdom of Absscia	618	But I will tell you a memorable story of what happened in the year 1288.				tell,happened	tell,happened
3	PART 1	38	Kingdom of Absscia	619	This king, who is lord over all Abascia, wished to go in pilgrimage to adore the sepulchre of Christ in Jerusalem.			Abascia,Jerusalem	wished,go,adore	wished,go,adore
3	PART 1	38	Kingdom of Absscia	620	The barons represented the danger of the journey, and advised him to send a bishop or some other great prelate.				represented,advised,send	represented,advised,send
3	PART 1	38	Kingdom of Absscia	621	The monarch having agreed, one of very holy life was chosen, who readily undertook the mission.				having,agreed,was,chosen,undertook	having,agreed,was,chosen,undertook
3	PART 1	38	Kingdom of Absscia	622	He was equipped most handsomely as a pilgrim, and travelled by land and sea till he arrived at Jerusalem.			Jerusalem	was,equipped,travelled,arrived	was,equipped,travelled,arrived
3	PART 1	38	Kingdom of Absscia	623	Repairing to the sepulchre, he performed the due homage before an object so exalted; 				Repairing,performed,exalted	Repairing,performed,exalted
3	PART 1	38	Kingdom of Absscia	624	and having presented great offerings from the king, and well fulfilled his mission, he set out on his return.				having,presented,fulfilled,set	having,presented,fulfilled,set
3	PART 1	38	Kingdom of Absscia	625	He passed through Aden, a country where Christians are hated as mortal enemies.			Aden	passed,hated	passed,hated
3	PART 1	38	Kingdom of Absscia	626	The governor, learning that he professed this religion, and was a messenger of the sovereign of Abascia, warned him, that unless he embraced the law of Mohammed, he would suffer a shameful punishment.		Mohammed	Abascia	learning,professed,was,warned,embraced,suffer	learning,professed,was,warned,embraced,suffer
3	PART 1	38	Kingdom of Absscia	627	The bishop replied, that he would sooner die.				replied,die	replied,die
3	PART 1	38	Kingdom of Absscia	628	The other, greatly enraged, ordered him to be forcibly circumcised, and then sent him away, telling him that this was meant as an affront to his master.				ordered,be,circumcised,sent,telling,was,meant	ordered,be,circumcised,sent,telling,was,meant
3	PART 1	38	Kingdom of Absscia	629	The prelate was much grieved, but consoled himself by thinking that he had suffered for the law of his faith, and God would recompense him in the other world.				was,grieved,consoled,thinking,had,suffered,recompense	was,grieved,consoled,thinking,had,suffered,recompense
3	PART 1	38	Kingdom of Absscia	630	As soon as he could travel, he proceeded to Abascia, and appeared before the king; 			Abascia	travel,proceeded,appeared	travel,proceeded,appeared
3	PART 1	38	Kingdom of Absscia	631	who, having inquired about the sepulchre, and being told the whole truth, accounted it a most holy and pious visit.				having,inquired,being,told,accounted	having,inquired,being,told,accounted
3	PART 1	38	Kingdom of Absscia	632	The bishop then related the affront put upon him by the ruler of Aden, when his majesty fell into such a transport of grief and rage, that he almost died.			Aden	related,fell,died	related,fell,died
3	PART 1	38	Kingdom of Absscia	633	He called aloud in the hearing of all the bystanders, that he would never wear a crown, nor rule a province, till he had taken such vengeance as should be spoken of throughout the world.				called,wear,had,taken,be,spoken	called,wear,had,taken,be,spoken
3	PART 1	38	Kingdom of Absscia	634	Presently he prepared a vast body of troops, on horseback and foot, also elephants with well-armed castles, having twenty men upon each.				prepared,having	prepared,having
3	PART 1	38	Kingdom of Absscia	635	He then set out and marched directly onward to the territory of Aden.			Aden	set,marched	set,marched
3	PART 1	38	Kingdom of Absscia	636	Its chiefs, with a great multitude of Saracens on foot and horseback, came to defend their country, and a most obstinate battle was fought ; 				came,defend,was,fought	came,defend,was,fought
3	PART 1	38	Kingdom of Absscia	637	but the enemy could not withstand the force of the King of Abascia, because the Christians are more valiant.			Abascia	withstand	withstand
3	PART 1	38	Kingdom of Absscia	638	They fled and were slain in great numbers.				fled,were,slain	fled,were,slain
3	PART 1	38	Kingdom of Absscia	639	The victor, entering the country in three or four places, greatly wasted and destroyed it, killing many of the inhabitants.				entering,wasted,destroyed,killing	entering,wasted,destroyed,killing
3	PART 1	38	Kingdom of Absscia	640	He then thought the affront sufficiently avenged; 				thought,avenged	thought,avenged
3	PART 1	38	Kingdom of Absscia	641	and indeed I must tell you he could effect no farther devastation, the region being extensive, and full of dangerous passes, where a few men could greatly harass an army.				tell,effect,being,harass	tell,effect,being,harass
3	PART 1	38	Kingdom of Absscia	642	I will now relate other matters of Abascia, which yields a great variety of all things necessary for subsistence.			Abascia	relate	relate
3	PART 1	38	Kingdom of Absscia	643	The people live on rice, flesh, milk, and sesamum, and have elephants, not bred there, but brought from the isle of the other India.			India	bred,brought	bred,brought
3	PART 1	38	Kingdom of Absscia	644	Giraffes, however, are in great numbers ; also lions, leopards, ounces, wild apes, and many beasts and birds different from ours.					
3	PART 1	38	Kingdom of Absscia	645	The domestic fowls are the most beautiful in the world ; and the ostriches as large as asses.					
3	PART 1	38	Kingdom of Absscia	646	They have parrots, beautiful and various ; also monkeys and cats of two species, with faces exactly like those of men.					
3	PART 1	38	Kingdom of Absscia	647	This Abascia contains numerous cities and castles, and is much frequented by merchants; many cloths of cotton and buckram are wrought there.			Abascia	frequented,wrought	frequented,wrought
3	PART 1	38	Kingdom of Absscia	648	I might relate other things, but must now go on to the province of Aden.			Aden	relate,go	relate,go
3	PART 1	39	City and Kingdom of Aden	649	This country is subject to a lord, called sultan.	Aden			called	called
3	PART 1	39	City and Kingdom of Aden	650	The people are all Saracens, adoring Mohammed, and wishing the greatest mischief to Christians.		Mohammed		wishing	wishing
3	PART 1	39	City and Kingdom of Aden	651	There are many cities and castles; 					
3	PART 1	39	City and Kingdom of Aden	652	for Aden is the port to which the Indian ships bring all their merchandise.			Aden		
3	PART 1	39	City and Kingdom of Aden	653	It is then placed on board other small vessels, which ascend a river about seven days, at the end of which it is disembarked, laden on camels, and conveyed thirty days farther.				placed,ascend,disembarked,conveyed	placed,ascend,disembarked,conveyed
3	PART 1	39	City and Kingdom of Aden	654	It then comes to the river of Alexandria, and is conveyed down to that city.			Alexandria	conveyed	conveyed
3	PART 1	39	City and Kingdom of Aden	655	By this route alone its inhabitants receive their pepper, spices, and costly goods.					
3	PART 1	39	City and Kingdom of Aden	656	From Aden, too, ships sail for India with various goods, especially very fine and valuable horses, which, as you know, are sold there for full a hundred marks of silver.			Aden,India	sold	sold
3	PART 1	39	City and Kingdom of Aden	657	The sultan draws a great revenue from the duties on these cargoes ; and is thus one of the richest princes in the world.					
3	PART 1	39	City and Kingdom of Aden	658	But, I assure you, he did great injury to the Christians ; 				did	did
3	PART 1	39	City and Kingdom of Aden	659	for when the governor of Babylonia attacked and took the city of Acre, committing much devastation, he was assisted by this prince with 30,000 horses and 40,000 camels.			Babylonia,Acre	attacked,took,committing,was,assisted	attacked,took,committing,was,assisted
3	PART 1	39	City and Kingdom of Aden	660	This aid was given rather out of hatred to believers than good-will to that prince.				was,given	was,given
3	PART 1	39	City and Kingdom of Aden	661	But now I will tell you of another great city.				tell	tell
3	PART 1	40	City of Escier (Shaher)	662	Escier is a very large town to the north-west (north), four hundred miles from Aden.	Escier		Escier,Aden		
3	PART 1	40	City of Escier (Shaher)	663	A count here rules with justice, but subject to the soldan of Aden ; 			Aden		
3	PART 1	40	City of Escier (Shaher)	664	and the people are Saracens, adoring Mohammed.		Mohammed			
3	PART 1	40	City of Escier (Shaher)	665	The port is good, frequented by many ships and merchants from India, who bring various commodities, and carry away others, particularly horses of great value, and yielding large profit.			India	frequented,carry,yielding	frequented,carry,yielding
3	PART 1	40	City of Escier (Shaher)	666	In this province grows a great quantity of fine incense, also of dates.					
3	PART 1	40	City of Escier (Shaher)	667	They have no grain except rice, and little of that ; 					
3	PART 1	40	City of Escier (Shaher)	668	hence corn is profitably imported from other countries.				imported	imported
3	PART 1	40	City of Escier (Shaher)	669	Fish is caught in sach plenty, that for a Venetian gros you may purchase two large tunnies.				caught,purchase	caught,purchase
3	PART 1	40	City of Escier (Shaher)	670	The people live on rice, flesh, and fish, and have no wine except what they make from sugar, rice, and dates.					
3	PART 1	40	City of Escier (Shaher)	671	But I must tell you, too, that they have sheep without ears, or any opening for them ;				tell	tell
3	PART 1	40	City of Escier (Shaher)	672	 but where the ears should be, is a little horn; 				be	be
3	PART 1	40	City of Escier (Shaher)	673	these are small and very beautiful creatures.					
3	PART 1	40	City of Escier (Shaher)	674	Another thing you will much wonder at is, that all the animals, sheep, oxen, and camels, eat fish, because there is no grass, for it is the most arid place in the world.				wonder	wonder
3	PART 1	40	City of Escier (Shaher)	675	These fishes are very small, caught in March, April, and May, in wonderful quantities.				caught	caught
3	PART 1	40	City of Escier (Shaher)	676	They are dried, lodged in houses, and given as food to the animals during the whole year.				dried,lodged,given	dried,lodged,given
3	PART 1	40	City of Escier (Shaher)	677	The people eat them also when quite alive and newly taken.				taken	taken
3	PART 1	40	City of Escier (Shaher)	678	There are also plenty of large ones, which being made into a kind of biscuit, by cutting them into small pieces and drying them in the sun, are preserved under cover during the whole year.				being,made,cutting,drying,preserved	being,made,cutting,drying,preserved
3	PART 1	40	City of Escier (Shaher)	679	The incense, mentioned as so abundant, is purchased by their lord at ten golden bezants the cantar, and retailed to the merchants for forty, so that he makes a very large profit.				mentioned,purchased,retailed	mentioned,purchased,retailed
3	PART 1	40	City of Escier (Shaher)	680	Let us now leave this city, and tell you of Dufar.			Dufar	Let,tell	Let,tell
3	PART 1	41	City of Dufar	681	This is a beautiful, large, and noble city, 500 miles south-west from Escier.	Dufar		Escier		
3	PART 1	41	City of Dufar	682	The people are Saracens, adoring Mohammed, and ruled by a count, who is subject to Aden, to which, indeed, this city belongs.		Mohammed	Aden	ruled	ruled
3	PART 1	41	City of Dufar	683	The port is very good, and merchants convey thence many very fine Arabian horses.					
3	PART 1	41	City of Dufar	684	Numerous cities and castles depend upon it, and the country yields much incense.					
3	PART 1	41	City of Dufar	685	The trees are about the size of a small fir, and incisions are made with knives in various places, whence flows the incense, which, indeed, through the great heat, often runs out of itself.				made	made
3	PART 1	41	City of Dufar	686	I shall now proceed to relate of the Gulf of Calatu.			Calatu	proceed,relate	proceed,relate
3	PART 1	42	Gulf and City of Calatu	687	Calatu is a large city within the gulf of the same name, six hundred miles north-west from Dufar.	Calatu		Calatu,Dufar		
3	PART 1	42	Gulf and City of Calatu	688	It is a noble seaport, inhabited by Saracens, who are subject to Cormos.			Cormos	inhabited	inhabited
3	PART 1	42	Gulf and City of Calatu	689	When the melik of that city is at war with a more powerful prince, he retires to this place, which is strong by nature and art, and finds himself secure.				secure	secure
3	PART 1	42	Gulf and City of Calatu	690	The people have no grain but what they import.					
3	PART 1	42	Gulf and City of Calatu	691	Many ships bring the goods and spices of India, which are distributed throughout the interior, and many fine horses sent in return.			India	distributed,sent	distributed,sent
3	PART 1	42	Gulf and City of Calatu	692	But I must observe, that this city is at the mouth of the Gulf of Calatu, so that the melik can prevent vessels from sailing in or out without his consent.			Calatu	observe,prevent	observe,prevent
3	PART 1	42	Gulf and City of Calatu	693	This power he often uses against the sultan of Creman ;			Creman		
3	PART 1	42	Gulf and City of Calatu	694	for when that prince demands any exorbitant tribute from him or other vassals, they remove from Cormos to Calatu, and allow no ships to pass, whence the other prince suffers severely, and is obliged to abate his demands.			Cormos,Calatu	allow,pass,whence,obliged,abate	allow,pass,whence,obliged,abate
3	PART 1	42	Gulf and City of Calatu	695	The people of this country live on dates and salt fish, which are abundant ; 				live	live
3	PART 1	42	Gulf and City of Calatu	696	but many rich men are well supplied with better food.				supplied	supplied
3	PART 1	43	Return to Cormos	697	After departing from Calatu, and sailing three hundred miles between north-west and north, you find the city of Cormos ;	Cormos		Calatu,Cormos	departing	departing
3	PART 1	43	Return to Cormos	698	but if you take a direction from the former place between north-west and north, and sail five hundred miles, you come to Quis.			Quis	sail	sail
3	PART 1	43	Return to Cormos	699	However, we shall pass over this last place, and speak of Cormos, a large and noble capital, subject to a melik, who commands many towns and castles.			Cormos	pass,speak	pass,speak
3	PART 1	43	Return to Cormos	700	The people are Saracens, and adore Mohammed.		Mohammed			
3	PART 1	43	Return to Cormos	701	The heat is very great, on which account every house is provided with ventilators placed on the side whence the wind blows, which being thus admitted, renders the mansion tolerably cool.				provided,placed,being,admitted	provided,placed,being,admitted
3	PART 1	43	Return to Cormos	702	We gave an account of this place formerly, as well as of Quis and Creman, but have since made a circuit which brought us back to it.			Quis,Creman	gave,made,brought	gave,made,brought
3	PART 1	43	Return to Cormos	703	However, we will say no more, but proceed now to the description of Great Turkey.			Great Turkey	say,proceed	say,proceed
3	PART 1	44	Turkestan-Wars of Kaidu	704	This country lies to the north-west as you go from Cormos to the river Gihon, extending towards the teritory of the great khan.	Great Turkey	Khan	Cormos,Gihon	extending	extending
3	PART 1	44	Turkestan-Wars of Kaidu	705	It is governed by a nephew (cousin) of his, named Kaidu, grandson of Ciagatai, brother to that monarch.		Kaidu,Ciagatai		governed,named	governed,named
3	PART 1	44	Turkestan-Wars of Kaidu	706	He is a very powerful lord, ruling many cities and castles.				ruling	ruling
3	PART 1	44	Turkestan-Wars of Kaidu	707	His subjects are Tartars, very able combatants, much inured to fighting, and he does not obey the khan, but is rather at perpetual war with him.		Khan		inured,fighting,obey	inured,fighting,obey
3	PART 1	44	Turkestan-Wars of Kaidu	708	This is because Kaidu demanded constantly from that monarch a share of his conquests, particularly in Catai and Manji.		Kaidu	Catai,Manji	demanded	demanded
3	PART 1	44	Turkestan-Wars of Kaidu	709	The latter said he would willingly grant it to him, as to his other descendants, if he would come to his court and council whenever summoned.				said,grant,come,summoned	said,grant,come,summoned
3	PART 1	44	Turkestan-Wars of Kaidu	710	But the other, afraid to trust his uncle, offered to obey him where he was, but dreaded that if in his power he would be put to death.				trust,offered,obey,was,dreaded,be,put	trust,offered,obey,was,dreaded,be,put
3	PART 1	44	Turkestan-Wars of Kaidu	711	Hence arose this discord, and the khan drew his forces around the realm of Kaidu to guard against an invasion; the khan,Kaidu		Kaidu,Khan		arose,drew,guard	arose,drew,guard
3	PART 1	44	Turkestan-Wars of Kaidu	712	yet that prince contrived to penetrate, and fought repeatedly with the armies of Kublai; 		Kublai		penetrate,fought	penetrate,fought
3	PART 1	44	Turkestan-Wars of Kaidu	713	for he could bring into the field 100,000 brave and skilful horsemen.				bring	bring
3	PART 1	44	Turkestan-Wars of Kaidu	714	He had with him also many lords of the imperial lineage.				had	had
3	PART 1	44	Turkestan-Wars of Kaidu	715	Each soldier carries to battle sixty arrows, thirty smaller for shooting, and thirty larger, pointed with heavy iron, to throw against the face or arms of the enemy, or cut the cords of his bow; 				pointed,throw,cut	pointed,throw,cut
3	PART 1	44	Turkestan-Wars of Kaidu	716	and when they have discharged all these, they lay their hand on their swords, and strike most terrible blows.				discharged,lay	discharged,lay
3	PART 1	44	Turkestan-Wars of Kaidu	717	Now, in the year 1266, this king, with his cousin named Jesudar, assembled a very great army, and marched against two barons that were also his relations, but held their lands from the great khan.		Jesudar,Khan		named,assembled,marched,were,held	named,assembled,marched,were,held
3	PART 1	44	Turkestan-Wars of Kaidu	718	Kaidu and his cousin fought with these two chiefs, who had also a very large force, so that between them there were 100,000 horsemen.		Kaidu		fought,had,were	fought,had,were
3	PART 1	44	Turkestan-Wars of Kaidu	719	They contended hardly and long, and many fell on both sides; 				contended,fell	contended,fell
3	PART 1	44	Turkestan-Wars of Kaidu	720	but at last Kaidu conquered;		Kaidu		conquered	conquered
3	PART 1	44	Turkestan-Wars of Kaidu	721	 however, the two barons, being well mounted, escaped without injury.				being,mounted,escaped	being,mounted,escaped
3	PART 1	44	Turkestan-Wars of Kaidu	722	The victor then became still more proud and boastful; 				became	became
3	PART 1	44	Turkestan-Wars of Kaidu	723	yet he returned home and remained two years in peace.				returned,remained	returned,remained
3	PART 1	44	Turkestan-Wars of Kaidu	724	Then he assembled a mighty host of cavalry, having learned that at Karakorum there was a great army under Nomogan, a son of the khan, and George, a grandson of Prester John.		Nomogan,Khan,George,Prester John	Karakorum	assembled,having,learned,was	assembled,having,learned,was
3	PART 1	44	Turkestan-Wars of Kaidu	725	He marched thither with all speed, and the two chiefs being informed of his approach, courageously prepared to meet him with their horsemen, amounting to upwards of 60,000.				marched,being,informed,prepared,meet,amounting	marched,being,informed,prepared,meet,amounting
3	PART 1	44	Turkestan-Wars of Kaidu	726	Having reached the place where his men were ranged in tents on the plain, they skilfully established their own camp.				Having,reached,were,ranged,established	Having,reached,were,ranged,established
3	PART 1	44	Turkestan-Wars of Kaidu	727	Each party rested and made preparations for three days, when they advanced to the combat.				rested,made,advanced	rested,made,advanced
3	PART 1	44	Turkestan-Wars of Kaidu	728	There was little advantage on either side ; 				was	was
3	PART 1	44	Turkestan-Wars of Kaidu	729	both having about 60,000 mounted men well armed at every point, divided into six squadrons of 10,000.				having,mounted,armed,divided	having,mounted,armed,divided
3	PART 1	44	Turkestan-Wars of Kaidu	730	They waited only till they heard their lord sound the naccar ; meantime performing loudly on various musical instruments.				waited,heard,sound,performing	waited,heard,sound,performing
3	PART 1	44	Turkestan-Wars of Kaidu	731	At length the signal was given, when the hosts rushed against each other, laying their hands on their bows.				was,given,rushed,laying	was,given,rushed,laying
3	PART 1	44	Turkestan-Wars of Kaidu	732	The arrows filled the air like rain; 				filled	filled
3	PART 1	44	Turkestan-Wars of Kaidu	733	men and horses were mortally wounded ; 				were,wounded	were,wounded
3	PART 1	44	Turkestan-Wars of Kaidu	734	noise and cries arose so loud that the thunder of Jove could not have been heard.				arose,have,been,heard	arose,have,been,heard
3	PART 1	44	Turkestan-Wars of Kaidu	735	Truly this was an evil hour for many, who on both sides fell dead and dying.				was,fell,dying	was,fell,dying
3	PART 1	44	Turkestan-Wars of Kaidu	736	The arrows being discharged, they rushed on with sword and spear, giving and receiving most dreadful blows.				being,discharged,rushed,giving,receiving	being,discharged,rushed,giving,receiving
3	PART 1	44	Turkestan-Wars of Kaidu	737	You might see arms and hands cut off, and numbers of men rolling senseless on the earth.				see,cut,rolling	see,cut,rolling
3	PART 1	44	Turkestan-Wars of Kaidu	738	Kaidu displayed signal prowess, and his soldiers would have often been driven off the field, had he not encouraged and rallied them.		Kaidu		displayed,have,been,driven,had,encouraged,rallied	displayed,have,been,driven,had,encouraged,rallied
3	PART 1	44	Turkestan-Wars of Kaidu	739	On the other side, the two princes also firmly stood their ground, and it really was one of the most cruel battles ever fought between Tartar tribes.				stood,was,fought	stood,was,fought
3	PART 1	44	Turkestan-Wars of Kaidu	740	Yet though each strove with all his might to discomfit the other, neither could succeed, and the conflict lasted till evening.				discomfit,succeed,lasted	discomfit,succeed,lasted
3	PART 1	44	Turkestan-Wars of Kaidu	741	On this fatal day, multitudes of men fell, many wives were made widows, children made orphans, and households filled with tears and lamentations.				fell,were,made,made,filled	fell,were,made,made,filled
3	PART 1	44	Turkestan-Wars of Kaidu	742	But when the sun set, the struggle could endure no longer, and both parties returned to their camp overpowered with fatigue, happy to rest during the night.				endure,returned,overpowered,rest	endure,returned,overpowered,rest
3	PART 1	44	Turkestan-Wars of Kaidu	743	When morning dawned, King Kaidu, having received intelligence that the great khan was marching against him with a mighty host, deemed it unsafe to remain longer.		Kaidu,Khan		dawned,having,received,was,marching,deemed,remain	dawned,having,received,was,marching,deemed,remain
3	PART 1	44	Turkestan-Wars of Kaidu	744	Wherefore he and all his men mounted and rode off to their own country ; 				mounted,rode	mounted,rode
3	PART 1	44	Turkestan-Wars of Kaidu	745	the two princes were so exhausted, that they did not attempt to follow, so that he with his people reached Samarcand, the capital of his kingdom.			Samarcand	were,exhausted,did,attempt,follow,reached	were,exhausted,did,attempt,follow,reached
3	PART 1	44	Turkestan-Wars of Kaidu	746	The great khan felt much wrath at Kaidu for committing such ravages, and bethought himself, that had he not been his nephew, he would have seized his land and put him to a cruel death; but regard to his own flesh restrained him.		Khan,Kaidu		felt,committing,had,been,have,seized,put,restrained	felt,committing,had,been,have,seized,put,restrained
3	PART 1	44	Turkestan-Wars of Kaidu	747	Thus he escaped out of the hand of the mighty monarch.				escaped	escaped
3	PART 1	44	Turkestan-Wars of Kaidu	748	But I have wonderful stories to tell you about a daughter of this prince.				tell	tell
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	749	"This young lady was in Tartar named Aigiarm, which means in our language ""brilliant moonù."""	Great Turkey	Aigiarm		was,named	was,named
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	750	She such strength that none of the youths or nobles in the whole kingdom could vanquish her, but were all beaten.				vanquish,were,beaten	vanquish,were,beaten
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	751	Her father wished to marry her to a baron; 				wished,marry	wished,marry
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	752	but she refused ever to unite herself to any one who could not vanquish her in fair combat; 				refused,unite,vanquish	refused,unite,vanquish
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	753	and the king granted her this privilege.				granted	granted
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	754	She rejoiced greatly, and published through various parts of the world, that if any gentle youth would come, try her in pitched battle, and gain the victory, she would accept him for her lord.				rejoiced,published,come,try,gain,accept	rejoiced,published,come,try,gain,accept
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	755	This news was spread wide through the surrounding countries, and I assure you many gentlemen came and made the trial, which was arranged in the following manner.				was,spread,came,made,was,arranged,following	was,spread,came,made,was,arranged,following
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	756	The king, with many young nobles and ladies, assembled in the great hall of the palace, when the princess entered in a robe of cotton richly adorned, attended by youths similarly attired.				assembled,entered,adorned,attended,attired	assembled,entered,adorned,attended,attired
