	chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Person	Location	Spacy Location	Spacy Person	Spacy Organization
396	1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	397	No birds can live in this cold region; 					
397	1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	398	and I can even state that the fire does not burn so clear nor with the same colour as in other places, nor does it cook victuals so well.					
398	1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	399	Leaving this place, he has to go on forty days between north and north-east, and passes many rivers and deserts ; and in all this journey finds neither verdure nor habitation, but must carry all his provisions along with him.					
399	1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	400	This country is called Belor.		Belor	Belor		
400	1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	401	The people live in very lofty mountains.					
401	1	PART 1	27	Of the Countries of Vokhan, Pamier, and Belor	402	They are idolaters, extremely savage, violent, and cruel, subsist by hunting, and dress themselves in the skins of beasts.					
402	1	PART 1	28	Of the Province of Cascar	403	Cascar was anciently a kingdom, but is now under the dominion of the great khan.	khan	Cascar		Cascar	
403	1	PART 1	28	Of the Province of Cascar	404	The people adore Mohammed, and have cities and castles; 	Mohammed			Mohammed	
404	1	PART 1	28	Of the Province of Cascar	405	they are situated between the north and east.					
405	1	PART 1	28	Of the Province of Cascar	406	They subsist by merchandise and manufactures, having also fine gardens, vineyards, and orchards, with a good supply of silk.					
406	1	PART 1	28	Of the Province of Cascar	407	The merchants, in carrying on their trade, go round the whole world ; 					
407	1	PART 1	28	Of the Province of Cascar	408	but they are sordid and covetous, eating and drinking very poorly.					
408	1	PART 1	28	Of the Province of Cascar	409	Some Nestorian Christians reside here, observing their own customs and laws.					
409	1	PART 1	28	Of the Province of Cascar	410	The people have a language of their own ; 					
410	1	PART 1	28	Of the Province of Cascar	411	and the province extends five days' journey.					
411	1	PART 1	28	Of the Province of Cascar	412	Now let us leave it and speak of Samarcan.		Samarcan			Samarcan
412	1	PART 1	29	Of the City of Samarcan	413	Samarcan is a very great and noble city, lying to the south, inhabited by Christians and Saracens.		Samarcan			Samarcan
413	1	PART 1	29	Of the City of Samarcan	414	The people are governed by a nephew of the great khan, who, however, is not his friend, but is in open hostility against him.	khan				
414	1	PART 1	29	Of the City of Samarcan	415	I have to tell you a great wonder which happened in this city.					
415	1	PART 1	29	Of the City of Samarcan	416	You must know that not very long since, Ciagatai, brother to the great khan, became a Christian, and was lord of that and of many other countries.	Ciagatai,khan		Ciagatai		
416	1	PART 1	29	Of the City of Samarcan	417	The believers of Samarcan rejoiced greatly at his conversion, and erected a large church in honour of it, bearing the name of St John the Baptist.	St John the Baptist	Samarcan		St John the Baptist	Samarcan
417	1	PART 1	29	Of the City of Samarcan	418	They took a large and fine stone belonging to the Saracens, and made it the base of a column, which rose in the middle of the edifice, and supported the whole roof.			Saracens		
418	1	PART 1	29	Of the City of Samarcan	419	Now it came to pass that Ciagatai died, whereupon the Mohammedans, having been much enraged at this stone being taken for the use of the church, consulted with each other how to recover it by force.	Ciagatai		Ciagatai		
419	1	PART 1	29	Of the City of Samarcan	420	This they could now easily do, being ten to one of their adversaries. 					
420	1	PART 1	29	Of the City of Samarcan	421	Several of their elders went and told the Christians that they wished to receive back the slab, which had been formerly theirs.					
421	1	PART 1	29	Of the City of Samarcan	422	The latter answered, that they would willingly restore it, but for the injury it would do to their building, and offered to pay a fair price for it.					
422	1	PART 1	29	Of the City of Samarcan	423	The others replied, that they wished neither gold nor treasure, but must have their stone.					
423	1	PART 1	29	Of the City of Samarcan	424	The government now belonged to the nephew of the great khan, who commanded that within two days it should be restored.	khan				
424	1	PART 1	29	Of the City of Samarcan	425	When the Christians received that order, they were much grieved, and knew not what to do.					
425	1	PART 1	29	Of the City of Samarcan	426	They went, however, and with many tears implored John the Baptist to relieve them in this tribulation.				John the Baptist	
426	1	PART 1	29	Of the City of Samarcan	427	On the morning of the day when the stone was to be returned, the pillar, by the power of our Lord, rose up at least three palms, and supported itself as well as when the stone was beneath it, and has continued to do so till this day.					
427	1	PART 1	29	Of the City of Samarcan	428	This was and still is accounted one of the greatest miracles that ever happened in the world.					
428	1	PART 1	29	Of the City of Samarcan	429	Now let me tell you of a province which is called Yarcan.		Yarcan			
429	1	PART 1	30	Of the Province of Yarcan	430	Yarcan is a province five days' journey in length.		Yarcan			
430	1	PART 1	30	Of the Province of Yarcan	431	The people obey the law of Mohammed, but there are some Nestorian Christians; 	Mohammed			Mohammed	
431	1	PART 1	30	Of the Province of Yarcan	432	they are subject to the nephew of the khan mentioned above.	khan				
432	1	PART 1	30	Of the Province of Yarcan	433	All necessaries are in great abundance.					
433	1	PART 1	30	Of the Province of Yarcan	434	Cotton is also grown, and the inhabitants are skilful artisans.					Cotton
434	1	PART 1	30	Of the Province of Yarcan	435	They suffer severely by swellings in the legs and in the throat, occasioned by the bad quality of the water.					
435	1	PART 1	30	Of the Province of Yarcan	436	Finding nothing else worth mentioning, I shall go on to Cotan.		Cotan		Cotan	
436	1	PART 1	31	Of the great Province of Cotan	437	Cotan is a province between north-east and east, and is eight days' journey in length.		Cotan			Cotan
437	1	PART 1	31	Of the great Province of Cotan	438	The people adore Mohammed ; 	Mohammed			Mohammed	
438	1	PART 1	31	Of the great Province of Cotan	439	they have a number of cities and castles.					
439	1	PART 1	31	Of the great Province of Cotan	440	The capital is a noble town, called by the name of the kingdom.					
440	1	PART 1	31	Of the great Province of Cotan	441	They have all things in abundance, a large supply of silk, with vineyards and good orchards.					
441	1	PART 1	31	Of the great Province of Cotan	442	They carry on merchandise and manufactures, but are not men at arms.					
442	1	PART 1	32	Of the Province of Pein	443	Pein is a province five days' journey in length, between north-east and east.		Pein			
443	1	PART 1	32	Of the Province of Pein	444	The people adore Mohammed, are subject to the great khan, and have a number of towns and castles.	Mohammed,khan			Mohammed	
444	1	PART 1	32	Of the Province of Pein	445	The noblest city and capital is called by the name of the kingdom.					
445	1	PART 1	32	Of the Province of Pein	446	Here is a river in which are found the stones named jasper and calcedony.					
446	1	PART 1	32	Of the Province of Pein	447	The people are very well supplied with necessaries, and grow a good deal of silk.					
447	1	PART 1	32	Of the Province of Pein	448	They live by merchandise and arts, and have a custom which I will now tell you.					
448	1	PART 1	32	Of the Province of Pein	449	When a woman has a husband who has gone a journey, and is to be absent above twenty days, as soon as he has departed she takes another partner, being fully allowed  by usage to do so; 					
449	1	PART 1	32	Of the Province of Pein	450	while the husband, in the place where he goes, takes another wife.					
450	1	PART 1	32	Of the Province of Pein	451	Know that all the provinces now described from Cascar to the present, and still farther on, belong to Great Turkey.		Cascar,Great Turkey	Great Turkey	Cascar	
451	1	PART 1	32	Of the Province of Pein	452	Now let us tell of a province named Ciarcian.		Ciarcian			
452	1	PART 1	33	Of the Province of Ciarcian	453	Ciarcian is a province of Great Turkey, lying between north-east and east, with a capital city of the same name.		Ciarcian,Great Turkey	Great Turkey		
453	1	PART 1	33	Of the Province of Ciarcian	454	The people adore Mohammed, and have a good number of towns and castles.	Mohammed			Mohammed	
454	1	PART 1	33	Of the Province of Ciarcian	455	There is a river bringing jasper and calcedony, which, being of excellent quality, they take to sell in Cathay, and thus make great profit.		Cathay			Cathay
455	1	PART 1	33	Of the Province of Ciarcian	456	This province is sandy, as well as the whole road from Cotan hither ; and much of the water is bad and bitter, but in various places it is good.		sandy,Cotan			Cotan
456	1	PART 1	33	Of the Province of Ciarcian	457	When an enemy passes through the country, they flee with their wives, children, and cattle, two or three days' journey through the sand to places abounding in fine water and pasturage ; 					
457	1	PART 1	33	Of the Province of Ciarcian	458	and no one can tell where they have gone, because the wind blowing the sand obliterates all traces of their march, and they thus escape the invader.					
458	1	PART 1	33	Of the Province of Ciarcian	459	But when a friendly army passes through, they send away only the beasts, because the troops would take and eat them, without any payment.					
459	1	PART 1	33	Of the Province of Ciarcian	460	After departing from Ciarcian, you go five days through the waste, finding the water bad and bitter, but occasionally sweet and good.		Ciarcian			
460	1	PART 1	33	Of the Province of Ciarcian	461	At the end of these five days you come to a city which lies at the commencement of the great desert, wherein provisions are laid in for its passage, and therefore I must tell you about it.					
461	1	PART 1	34	Of the City and Desert of Lop	462	Lop is a large city at the entrance of the great desert bearing its name, and lying between the east and northeast.		Lop			
462	1	PART 1	34	Of the City and Desert of Lop	463	It belongs to the khan, and the people adore Mohammed.	khan,Mohammed			Mohammed	
463	1	PART 1	34	Of the City and Desert of Lop	464	You must know that those persons who wish to pass this tract rest in the city a week to refresh themselves and their cattle ; 					
464	1	PART 1	34	Of the City and Desert of Lop	465	then, having taken a month's provisions and provender, they enter upon the desert, which I assure you is so extensive that if a man were to travel through its whole length, it would employ a year ; 					
465	1	PART 1	34	Of the City and Desert of Lop	466	and even at its smallest breadth, a month is requisite.					
466	1	PART 1	34	Of the City and Desert of Lop	467	It consists altogether of mountains and valleys of sand, and nothing is got to eat; 					
467	1	PART 1	34	Of the City and Desert of Lop	468	but after travelling a day and a night, you find sweet water sufficient for from fifty to a hundred men, with their animals.					
468	1	PART 1	34	Of the City and Desert of Lop	469	A larger body could not be supplied.					
469	1	PART 1	34	Of the City and Desert of Lop	470	Thus, water is seen daily, or altogether in about twenty-eight places, and except in three or four it is good.					
470	1	PART 1	34	Of the City and Desert of Lop	471	Beasts or birds there are none, because they could not find food; 					
471	1	PART 1	34	Of the City and Desert of Lop	472	but there is a great wonder which I must now tell you.					
472	1	PART 1	34	Of the City and Desert of Lop	473	When a party rides by night through this desert, and any one lags behind, or straggles from his companions through sleep or any other cause, when he seeks to return to them, he hears spirits speak to him in such a manner that they seem to be his comrades, and they frequently call him by name, and thus lead him out of his way so that he never regains it, and many persons are thus lost and perish.					
473	1	PART 1	34	Of the City and Desert of Lop	474	I must tell you, too, that even by day you hear these voices of spirits, and even tambours, and many other instruments sounding.					
474	1	PART 1	34	Of the City and Desert of Lop	475	They find it necessary, also, before going to rest at night, to fix an advanced signal, pointing out the course to be afterwards held ; 					
475	1	PART 1	34	Of the City and Desert of Lop	476	likewise to attach a bell to each of the animals, that they may be more easily kept from straggling.					
476	1	PART 1	34	Of the City and Desert of Lop	477	In this manner, amid much danger and fear, this desert is passed.					
477	1	PART 1	34	Of the City and Desert of Lop	478	Now we must tell you of the countries that lie on the other side.					
478	1	PART 1	35	Of the Province of Tangut and City of Sacchion	479	When you have rode thirty days through this desert, you find a city named Sacchion,which belongs to the khan.	khan	Sacchion	Sacchion		
479	1	PART 1	35	Of the Province of Tangut and City of Sacchion	480	 The province is called Tangut,and the people are idolaters, mixed with some Nestorian Christians and Saracens.		Tangut			Tangut
480	1	PART 1	35	Of the Province of Tangut and City of Sacchion	481	The first have languages of their own ; 					
481	1	PART 1	35	Of the Province of Tangut and City of Sacchion	482	they subsist not by merchandise, but by the grain which they produce from the earth.					
482	1	PART 1	35	Of the Province of Tangut and City of Sacchion	483	They have many abbeys and monasteries, all full of idols of various shapes, to which they offer frequent sacrifices and homage.					
483	1	PART 1	35	Of the Province of Tangut and City of Sacchion	484	Every man who has children rears a sheep, and at a particular festival at the end of the year, leads them along with that animal into the presence of the god, to whom they all perform reverence.					
484	1	PART 1	35	Of the Province of Tangut and City of Sacchion	485	They cook the sheep and offer it very humbly before the idol, leaving it while they make their prayers for the safety of their children.					
485	1	PART 1	35	Of the Province of Tangut and City of Sacchion	486	They then take the meat and carry it to the house, or wherever they please, send for their relations, and eat it with great joy and respect.					
486	1	PART 1	35	Of the Province of Tangut and City of Sacchion	487	They afterwards collect the bones, and preserve them with much diligence.					
487	1	PART 1	35	Of the Province of Tangut and City of Sacchion	488	You must know likewise, that when any one of them dies, his body is burned, and after he is carried to the place for this last ceremony, they erect in the middle of the path a house of cane, covered with cloths of silk and gold.					
488	1	PART 1	35	Of the Province of Tangut and City of Sacchion	489	When the dead man is laid before this ornamented house, they place before him wine and victuals, believing that he will be similarly honoured in the other world.					
489	1	PART 1	35	Of the Province of Tangut and City of Sacchion	490	At the place of burning, too, they cut in paper, men, horses, camels, and coins of the size of bezarits, convinced that the deceased will possess all these things in the future state.					
490	1	PART 1	35	Of the Province of Tangut and City of Sacchion	491	On this occasion, all the instruments in the land are sounded before the corpse.					
491	1	PART 1	35	Of the Province of Tangut and City of Sacchion	492	I must tell you, too, that after death the relations send for the astrologer, who is informed of the day, month, and year of his nativity, and then divines, by his diabolical art, the day on which the burning ought to take place.					
492	1	PART 1	35	Of the Province of Tangut and City of Sacchion	493	If it should be a week, a month, or six months, they keep it all that time, and never burn it till the appointed day.					
493	1	PART 1	35	Of the Province of Tangut and City of Sacchion	494	During this interval, they deposit it in a large box covered with cloth, and so preserved with crocus and other spices that no stench arises.					
494	1	PART 1	35	Of the Province of Tangut and City of Sacchion	495	Throughout this period, they place daily before the box meat and drink, and leave it there for some time, till they think he has eaten it.					
495	1	PART 1	35	Of the Province of Tangut and City of Sacchion	496	These sorcerers, too, often tell the relations that the dead body must not be carried out by the main door, but by a private one, or even through a breach made in the wall.					
496	1	PART 1	35	Of the Province of Tangut and City of Sacchion	497	All the idolaters in the world proceed in this manner.					
497	1	PART 1	35	Of the Province of Tangut and City of Sacchion	498	Now I must go to another city which lies to the south, near the extremity of this desert.					
498	1	PART 1	36	Of the City of Kamul	499	Kamul is a province, formerly a kingdom, containing cities and castles, with a capital of the same name.		Kamul	Kamul		
499	1	PART 1	36	Of the City of Kamul	500	It stands between two deserts, the great one already described, and a smaller one, extending three days' journey.					
500	1	PART 1	36	Of the City of Kamul	501	The people are all idolaters, and have a peculiar language ; 					
501	1	PART 1	36	Of the City of Kamul	502	they live by the fruits of the earth, having enough to eat, and also to sell to the passenger.					
502	1	PART 1	36	Of the City of Kamul	503	They are men of great gaiety, thinking of nothing but to sound musical instruments, to sing, dance, and delight their hearts. 					
503	1	PART 1	36	Of the City of Kamul	504	When a stranger comes to lodge in a house, the master is highly pleased, and leaves him with his wife, desiring her to treat him in every respect as a husband, while he himself goes and spends two or three days elsewhere.					
504	1	PART 1	36	Of the City of Kamul	505	All the men of the province proceed in this manner, and do not account it any disgrace.					
505	1	PART 1	36	Of the City of Kamul	506	The women are handsome, gay, and fond of diversion.					
506	1	PART 1	36	Of the City of Kamul	507	Now, when Mangou Khan reigned as sire of the Tartars, it was reported to him how the people of Kamul gave over their wives to strangers, when he sent orders that, under a severe penalty, travellers should not be henceforth entertained in this manner.	Mangou Khan	Kamul	Kamul	Mangou Khan ,Tartars	
507	1	PART 1	36	Of the City of Kamul	508	When they received this injunction, they were greatly grieved, held a council, and did what I will now tell you.					
508	1	PART 1	36	Of the City of Kamul	509	They made up a large present, and sent it to Mangou, praying that he would allow them to treat their wives according to the custom handed down to them by their ancestors, who, for this kindness to strangers, had gained the favour of their idols, and their corn and other crops had greatly multiplied.		Mangou			Mangou
509	1	PART 1	36	Of the City of Kamul	510	When he heard this message, he said, Since you are so bent on your own shame, let it be soù.					
510	1	PART 1	36	Of the City of Kamul	511	He allowed them, therefore, to do as they pleased, and hence they have always maintained this custom.					
511	1	PART 1	37	Of the Province of Ginghintalas	512	Ginghintalas is a province which is near the desert, between north and south, sixteen days' journey in extent, and subject to the great khan.	khan	Ginghintalas			Ginghintalas
512	1	PART 1	37	Of the Province of Ginghintalas	513	It contains cities, castles, and three descriptions of men, idolaters, adorers  of Mohammed, and Nestorian Christians.				Mohammed	
513	1	PART 1	37	Of the Province of Ginghintalas	514	On the borders of it, towards the north, is a mountain containing a very abundant vein of copper and antimony.					
514	1	PART 1	37	Of the Province of Ginghintalas	515	There is also one from which is made the salamander; 					
515	1	PART 1	37	Of the Province of Ginghintalas	516	but do not suppose this is the animal so called, for no creature can live in fire, because it is compounded of the four elements.					
516	1	PART 1	37	Of the Province of Ginghintalas	517	It is only through ignorance that the salamander is called an animal ; 					
517	1	PART 1	37	Of the Province of Ginghintalas	518	and a Turk, named Zurficar, who was very learned, and governor of this province for three years under the great khan, being much employed in working the mines, gave me an account of it.	Zurficar,khan		Turk	Zurficar	
518	1	PART 1	37	Of the Province of Ginghintalas	519	When this ore is taken from the mountain, and is broken, it strings together, and forms a thread like wool.					
519	1	PART 1	37	Of the Province of Ginghintalas	520	Being then dried, pounded in a large mortar, and washed, there remains that thread of which I have spoken.					
520	1	PART 1	37	Of the Province of Ginghintalas	521	Being then woven like wool, it forms cloth, which is dingy in colour at first, but when placed and left some time in the fire, it becomes white as snow, without dirt or stain.					
521	1	PART 1	37	Of the Province of Ginghintalas	522	This is the truth of the salamander, and every thing else said about itis mere fable.					
522	1	PART 1	37	Of the Province of Ginghintalas	523	I can tell you, too, that at Rome there is a cloth which the great khan sent to the pope as a costly present, and the sudarium of our Lord was placed within it.	khan,pope	Rome	Rome		
523	1	PART 1	37	Of the Province of Ginghintalas	524	Now let us tell you of other provinces to the south-east and east.					
524	1	PART 1	38	Of the Province of Succiur	525	When you have departed from the province now described, you go ten days in the same direction.					
525	1	PART 1	38	Of the Province of Succiur	526	In all that way there are few habitations, nor does any thing occur worth mentioning.					
526	1	PART 1	38	Of the Province of Succiur	527	You then find a district called Succiur,with a capital of the same name.		Succiur		Succiur	
527	1	PART 1	38	Of the Province of Succiur	528	The people are Christians, and idolaters, and under the great khan.	khan				
528	1	PART 1	38	Of the Province of Succiur	529	All the three provinces last described belong to the general one named Tangut.		Tangut			Tangut
529	1	PART 1	38	Of the Province of Succiur	530	Through all its mountains, rhubarb is found in great abundance, and the merchants purchase and carry it over the whole world.					
530	1	PART 1	38	Of the Province of Succiur	531	They cannot, however, take this road through the mountains with any animals but those accustomed to the country, because a poisonous plant grows there, which, when eaten, causes the hoofs to drop off ; 					
531	1	PART 1	38	Of the Province of Succiur	532	but the native cattle, having learned its dangerous quality, carefully avoid it.					
532	1	PART 1	38	Of the Province of Succiur	533	They live by the fruits of the earth, but attend little to merchandise.					
533	1	PART 1	38	Of the Province of Succiur	534	Now I must tell you of another city.					
534	1	PART 1	39	Of the Province of Canpicion	535	Canpicion is a great and noble town, chief and capital of the whole province of Tangut.		Canpicion,Tangut			Tangut
535	1	PART 1	39	Of the Province of Canpicion	536	The people are idolaters, and there are some who adore Mohammed, and also Christians who have three large and beautiful churches.	Mohammed			Mohammed	
536	1	PART 1	39	Of the Province of Canpicion	537	The first have monasteries and abbeys according to their custom, with a very great number of idols, some of which, I assure you, are ten paces high, severally formed of wood, of earth, and of stone, all beautifully covered with gold and ivory.					
537	1	PART 1	39	Of the Province of Canpicion	538	Their priests live more respectably than others, and guard themselves against luxury, though they do not hold it for a very great sin.					
538	1	PART 1	39	Of the Province of Canpicion	539	They observe the lunar months like ours, and in one of them do not kill any beast or bird.					
539	1	PART 1	39	Of the Province of Canpicion	540	For five days they eat no food that has had life, and live more strictly than usual.					
540	1	PART 1	39	Of the Province of Canpicion	541	They take sometimes thirty wives, or as many as they have wealth to maintain, and give them a dowry in beasts, slaves, and money ; 					
541	1	PART 1	39	Of the Province of Canpicion	542	but the first wife ranks always as the principal.					
542	1	PART 1	39	Of the Province of Canpicion	543	If any of them do not please him, she may be divorced.					
543	1	PART 1	39	Of the Province of Canpicion	544	They marry their cousins and even the wives of their father, and do not regard as sins many things which we account great ones ; 					
544	1	PART 1	39	Of the Province of Canpicion	545	for they live like beasts : therefore let us leave them and go to the north.					
545	1	PART 1	39	Of the Province of Canpicion	546	But I must tell you that Messeri Nicolo, Maffio, and Marco, remained in that city a year, on particular business which I need not enter into.	Messeri Nicolo, Maffio,Marco			Messeri Nicolo ,Maffio ,Marco	
546	1	PART 1	39	Of the Province of Canpicion	547	We shall now go sixty days northwards.					
547	1	PART 1	40	Of the Province of Ezina	548	After riding twelve days, you come to a city named Ezina,which is at the northern extremity of the desert of sand, and still in Tangut.		Ezina,Tangut		Ezina	Tangut
548	1	PART 1	40	Of the Province of Ezina	549	The people, who are idolaters, breed camels and other beasts, and have falcons of different species and of good quality.					
549	1	PART 1	40	Of the Province of Ezina	550	They live by the fruits of the earth and cattle, and are also employed in merchandise.					
550	1	PART 1	40	Of the Province of Ezina	551	In this city, a man lays in provisions for forty days, during which time, travelling from Ezina northwards, there is neither habitation nor inns.		Ezina			
551	1	PART 1	40	Of the Province of Ezina	552	But the people, except during summer, remain in the valleys; 					
552	1	PART 1	40	Of the Province of Ezina	553	and in the mountains they find a number of wild beasts, especially asses: there are also pine-forests.					
553	1	PART 1	40	Of the Province of Ezina	554	At the end of these forty days they reach a northern province, and you shall hear what it is.					
554	1	PART 1	41	Of the City of Karakorum	555	Karakorum is a city three miles in circuit,which was the first that the Tartars took when they issued from their country, and I am to tell you of their actions and manners, how they gained command, and spread themselves over the world.		Karakorum		Tartars	Karakorum
555	1	PART 1	41	Of the City of Karakorum	556	You must know that they dwelt in the north, about Ciorcia, in which region are great plains, and no abode in cities or castles, but good pasturage, large rivers, and abundance of water.		Ciorcia		Ciorcia	
556	1	PART 1	41	Of the City of Karakorum	557	They had no lords, yet paid tribute to the great sire, named in their language Unchan, whom we call Prester John, and who is spoken of over all the world.	Unchan,Prester John			Prester John	Unchan
557	1	PART 1	41	Of the City of Karakorum	558	They paid to him one beast out of every ten; 					
558	1	PART 1	41	Of the City of Karakorum	559	but they multiplied so greatly, that he became afraid of them, and resolved to separate them into different countries; 					
559	1	PART 1	41	Of the City of Karakorum	560	for which purpose he sent his barons among them.					
560	1	PART 1	41	Of the City of Karakorum	561	The Tartars on hearing this were much grieved, and, holding a council, determined to flee through desert countries to the north, where he could not reach nor injure them.					
561	1	PART 1	41	Of the City of Karakorum	562	They then ceased to obey or pay tribute to him,and remained thus for a long time.					
562	1	PART 1	42	On Gengis, the first Khan of the Tartare	563	Now it happened that, about 1187, the Tartars appointed a king, who was named in their language Gengis Khan.	Gengis Khan			Gengis Khan	
563	1	PART 1	42	On Gengis, the first Khan of the Tartare	564	He was a man of great worth, sense, and prowess; 					
564	1	PART 1	42	On Gengis, the first Khan of the Tartare	565	and let me tell you, when he was elected, all the Tartars in the world that were scattered through those strange countries came and owned him as their lord.			Tartars		
565	1	PART 1	42	On Gengis, the first Khan of the Tartare	566	He maintained his power with great vigour, and the multitudes who ranged under his standard were almost innumerable.					
566	1	PART 1	42	On Gengis, the first Khan of the Tartare	567	When he saw so numerous an army, he went conquering other countries, and made himself master of eight provinces ; 					
567	1	PART 1	42	On Gengis, the first Khan of the Tartare	568	yet he neither injured nor robbed the people of any thing, but placing them under leaders in whom he could confide, led them on to other triumphs.					
568	1	PART 1	42	On Gengis, the first Khan of the Tartare	569	Thus he overthrew, as you have heard, a multitude of nations ;					
569	1	PART 1	42	On Gengis, the first Khan of the Tartare	570	 and seeing his good command and mildness, they cheerfully followed him, upon which he formed the design of subduing a great part of the world.					
570	1	PART 1	42	On Gengis, the first Khan of the Tartare	571	In the year 1200, he sent a message to Prester John, asking his daughter to wife.	Prester John			Prester John	
571	1	PART 1	42	On Gengis, the first Khan of the Tartare	572	Hereupon that monarch was very indignant, and said,-What impudence is this in Gengis Khan?	Gengis Khan		Gengis		
572	1	PART 1	42	On Gengis, the first Khan of the Tartare	573	Knows he not that he is my man and my vassal?					
573	1	PART 1	42	On Gengis, the first Khan of the Tartare	574	Return, and tell him that I would burn my daughter sooner than give her to him, and that he deserves to be put to death as a traitor and disloyal to his lord.					
574	1	PART 1	42	On Gengis, the first Khan of the Tartare	575	He then desired the messengers to depart forth with, and never return.					
575	1	PART 1	42	On Gengis, the first Khan of the Tartare	576	They presently went away, and coming to their master, told him in order all that the other had said.					
576	1	PART 1	43	His Battle with Prester John, and Victory over him	577	When Gengis Khan heard this boastful speech, his heart swelled, so that it almost burst within him ; 	Gengis Khan			Gengis Khan	
577	1	PART 1	43	His Battle with Prester John, and Victory over him	578	for you must know he was a man of very great pride.					
578	1	PART 1	43	His Battle with Prester John, and Victory over him	579	He then said to his minister, and to all about him, that he would not continue to hold the sovereignty, unless Prester John were made to pay more dearly for this villany than ever man did, and he must soon be made to see whether he was his vassal.	Prester John			Prester John	
579	1	PART 1	43	His Battle with Prester John, and Victory over him	580	Then he summoned round him the greatest army that ever was seen or heard of, and sent notice to Unchan that he must defend himself, as he was coming against him.	Unchan				Unchan
580	1	PART 1	43	His Battle with Prester John, and Victory over him	581	When that prince knew certainly the approach of Gengis with so great a force, he made light of it, saying, they were not men-at-arms ; 	Gengis		Gengis		
581	1	PART 1	43	His Battle with Prester John, and Victory over him	582	yet resolved that should he approach, he would do all in his power to take and put him to death.					
582	1	PART 1	43	His Battle with Prester John, and Victory over him	583	He then ordered all his people to be prepared and summoned from many and strange parts,and a greater host and of more formidable aspect was never seen.					
583	1	PART 1	43	His Battle with Prester John, and Victory over him	584	And why make a long story?					
584	1	PART 1	43	His Battle with Prester John, and Victory over him	585	The khan, with all his people, came to a great and beautiful plain, named Tenduc, in Prester John's country, where he pitched his camp, and rejoiced greatly to hear that his enemy was coming, because it was an excellent situation for giving battle.	khan,Prester John	Tenduc		Tenduc ,Prester John's	
585	1	PART 1	43	His Battle with Prester John, and Victory over him	586	He sent for his astrologers, who were Christian and Saracen, and required to know which would conquer in that battle, he or his antagonist.					
586	1	PART 1	43	His Battle with Prester John, and Victory over him	587	The latter could tell nothing of the truth ; 					
587	1	PART 1	43	His Battle with Prester John, and Victory over him	588	but the former showed it openly; 					
588	1	PART 1	43	His Battle with Prester John, and Victory over him	589	for they brought before him a cane, cut in the middle, and placed the two parts on different sides, and wrote the name of Gengis on one, and of Unchan on the other, telling him, that when they had made their enchantment, he whose cane should come above that of the other would conquer in battle.	Gengis,Unchan		Gengis		Unchan
589	1	PART 1	43	His Battle with Prester John, and Victory over him	590	He desired that this should be shown to him as soon as possible.					
590	1	PART 1	43	His Battle with Prester John, and Victory over him	591	Then they took up the Psaltery, read certain portions, and performed their enchantment, when presently the cane on which was the name of Gengis, without any one touching it, joined the other, and mounted above it, and this was witnessed by all present.	Gengis		Psaltery, Gengis		
591	1	PART 1	43	His Battle with Prester John, and Victory over him	592	When he saw this, he was greatly rejoiced, and seeing that the Christians were men of truth, held them always in great honour.					
592	1	PART 1	43	His Battle with Prester John, and Victory over him	593	Two days after, the armies engaged, and it was the greatest battle that ever was fought.					
593	1	PART 1	43	His Battle with Prester John, and Victory over him	594	The slaughter was terrible on both sides; 					
594	1	PART 1	43	His Battle with Prester John, and Victory over him	595	but at length Gengis conquered, his enemy was slain in the engagement, and he himself became master of all his land.	Gengis		Gengis		
595	1	PART 1	43	His Battle with Prester John, and Victory over him	596	From that day he went on conquering many castles and provinces, and reigned six years ; 					
596	1	PART 1	43	His Battle with Prester John, and Victory over him	597	but, at the end of that time, he besieged a fort, named Cangui, where he was wounded in the knee by an arrow, and died.		Cangui		Cangui	
597	1	PART 1	43	His Battle with Prester John, and Victory over him	598	This was a great misfortune, for he was a brave and wise man.					
598	1	PART 1	44	On the Khans who reigned after the Death of Gengis	599	After the death of Gengis, the next khan was Cui, the third Bacui, the fourth Alton, the fifth Mangou, the sixth Kublai,who is greater and more powerful than all the rest; 	Gengis,Cui,Bacui,Alton,Mangou,Kublai		Gengis, Alton, Kublai	Cui	
599	1	PART 1	44	On the Khans who reigned after the Death of Gengis	600	for the other five together had not so much power as this Kublai ; 	Kublai			Kublai	
600	1	PART 1	44	On the Khans who reigned after the Death of Gengis	601	nay, let me tell you, that all the emperors in the world, and all the Christian and Saracen kings, do not equal him, as is shown fully in our book.					
601	1	PART 1	44	On the Khans who reigned after the Death of Gengis	602	Now you must know that the great lords of the lineage of Gengis Khan are buried in a lofty mountain called Altai, and whenever the chief lords of the Tartars die, if it should be a hundred days' journey distant, they must be conveyed thither to be interred.	Gengis Khan	Altai		Gengis Khan	
602	1	PART 1	44	On the Khans who reigned after the Death of Gengis	603	I will tell you another striking wonder ; 					
