chapterNo,chapterTitle,sectionNo,sectionTitle,sentence
1,PART 1,45,The Province of Kain-du,"No wine is obtained from vines, but it is made from grain or rice with many spices, which makes a good liquor."
1,PART 1,45,The Province of Kain-du,In that province also grows a tree called garofol; 
,,,,"it is small, with leaves like a laurel, but longer and narrower ; "
,,,,it bears a small white flower.
1,PART 1,45,The Province of Kain-du,"It yields ginger, cinnamon, and other spices, which come into our country ; "
,,,,but I have now said to you enough of Kain-du.
1,PART 1,45,The Province of Kain-du,"After travelling ten days you come toa river which bounds it, named Brius."
1,PART 1,45,The Province of Kain-du,In it is found a great quantity of gold dust ; and on its banks abundance of cinnamon ; 
,,,,it flows on to the ocean.
1,PART 1,45,The Province of Kain-du,Now let us tell you of Caraian.
1,PART 1,46,The Province of Caraian,"When a man has departed and crossed the river, he enters this province, which is large, and contains seven kingdoms extending westward."
1,PART 1,46,The Province of Caraian,"The people are all idolaters, and under the dominion of the great khan."
1,PART 1,46,The Province of Caraian,"The king is a son of his, named Essetemur, and is great, rich, and powerful."
1,PART 1,46,The Province of Caraian,"He is also brave and upright, ruling his country with much justice."
1,PART 1,46,The Province of Caraian,"When the traveller has crossed the river, he passes, during a journey of five days, through a country where there is abundance of cities and castles, with many very good horses ; "
,,,,and the people are supported by cattle and the produce of land.
1,PART 1,46,The Province of Caraian,Their language is extremely difficult to understand.
1,PART 1,46,The Province of Caraian,"At the end of these five days, he comes to the capital of the country, named Yaci, which is particularly great and noble, with many merchants and numerous arts."
1,PART 1,46,The Province of Caraian,"There are here various sects, Saracens, idolaters, and Nestorian Christians."
1,PART 1,46,The Province of Caraian,"There is a good deal of grain and rice, yet the country is not very fertile."
1,PART 1,46,The Province of Caraian,They make a drink of the latter which intoxicates like wine.
1,PART 1,46,The Province of Caraian,"Money is formed of porcelain, such as is found in the sea,and eighty pieces are worth one bar of gold, or eight of silver."
1,PART 1,46,The Province of Caraian,"They have pits whence they draw vast quantities of salt, from which the king derives a great revenue."
1,PART 1,46,The Province of Caraian,"Adultery is not considered as a crime, unless when accompanied with violence."
1,PART 1,46,The Province of Caraian,"There isa lake here extending a hundred miles, and containing many large fishes, the best in the world."
1,PART 1,46,The Province of Caraian,They use the raw flesh of all fowls and beasts ; 
,,,,"for the poor people go to the market and get it newly taken from the animal, put it in garlic sauce, then eat it; "
,,,,"the rich likewise eat it raw, but previously cut into small pieces, and the sauce mixed with good spices."
1,PART 1,47,The Province of Karazan and its great Serpents,"When a man leaves Yaci, or Chiaci, and goes ten days westward, he finds the province of Karazan, with a capital of the same name."
1,PART 1,47,The Province of Karazan and its great Serpents,"The people are all idolaters, and subject to the great khan; "
,,,,"the king is a son of that monarch, named Kogatin."
1,PART 1,47,The Province of Karazan and its great Serpents,"Gold dust is found in the river, and on the mountains in large pieces so abundantly that a bar is given for six of silver."
1,PART 1,47,The Province of Karazan and its great Serpents,"The porcelain, too, formerly described circulates for money, but is procured from India."
,,,, Here are snakes and serpents so huge as to strike all men with astonishment; 
,,,,"they are ten paces long, ten palms broad, and have no feet, but only a hoof like that of the lion; "
,,,,"the nose is like a loaf of bread, the mouth so huge that it would swallow at once a man whole; "
,,,,"the teeth are immense, nor is there any wild beast whom they do not strike with terror."
1,PART 1,47,The Province of Karazan and its great Serpents,There are smaller ones eight paces long and six palms broad.
1,PART 1,47,The Province of Karazan and its great Serpents,"The mode of catching them is this :-They remain during the day in great caverns under the earth, to avoid the heat, but at night go out to feed, and seize all the animals whom they can reach; "
,,,,"they also seek drink at the rivers, fountains, and lakes, and then make a deep track in the sand, as if a barrel had been dragged through it."
1,PART 1,47,The Province of Karazan and its great Serpents,"In it the people fix a stake, fasten to it a steel instrument sharpened like a razor, and cover it over with sand."
1,PART 1,47,The Province of Karazan and its great Serpents,"When the serpent comes through the track, and strikes against the steel, he is pierced with such violence, that his body is divided from one side to the other, as high as the umbilical cord, and he presently dies."
1,PART 1,47,The Province of Karazan and its great Serpents,"They then take the body and extract the gall-bladder, which they sell very dear, being an excellent medicine for the bite of a mad dog, when administered in small dozes."
1,PART 1,47,The Province of Karazan and its great Serpents,"It is also valuable in childbirth, and when given to the woman, a safe delivery immmediately follows."
1,PART 1,47,The Province of Karazan and its great Serpents,"The flesh also is sold at a high price, being considered delicate food."
1,PART 1,47,The Province of Karazan and its great Serpents,"The serpent also enters the dens of lions, bears, and other fierce animals, and devours their whelps, when he can get at them."
1,PART 1,47,The Province of Karazan and its great Serpents,"Here, too, are very large horses, which are carried into India to be sold."
1,PART 1,47,The Province of Karazan and its great Serpents,"They cut two or three nerves from the tail, so that they may not strike with it the man who rides, which is considered disgraceful."
1,PART 1,47,The Province of Karazan and its great Serpents,"These people ride like the French, with long staffs, have arms covered with buffalo hide, and carry lances, spears, and poisoned arrows."
1,PART 1,47,The Province of Karazan and its great Serpents,"Before the great khan conquered them they had a wicked custom, that when any stranger came to lodge with them who was agreeable, wise, and opulent, they killed him during the night by poison or some other mode."
1,PART 1,47,The Province of Karazan and its great Serpents,"This was not out of enmity or with the view of taking his money, but because they imagined that his wisdom and other good qualities would thus remain with them."
1,PART 1,47,The Province of Karazan and its great Serpents,"However, about thirty-five years ago, after that monarch conquered the country, he prohibited this crime, which, from fear of him, they no longer commit."
1,PART 1,47,The Province of Karazan and its great Serpents,Now let us tell of another province called Kardandan.
1,PART 1,48,The Province of Kardandan,"When a man departs from Karazan, and travels to the westward, he enters a province named Kardandan, inhabited by idolaters, and subject to the great khan."
1,PART 1,48,The Province of Kardandan,The chief city is called Vociam.
1,PART 1,48,The Province of Kardandan,"All the people have their teeth, both upper and lower, covered with gold, which thus appear to be made of that metal."
1,PART 1,48,The Province of Kardandan,"The men are soldiers, and regard nothing but war; "
,,,,"the women, with the slaves, perform all the work."
1,PART 1,48,The Province of Kardandan,"When any lady has been delivered of a boy, the husband goes to bed, taking the child with him, and remains there forty days."
1,PART 1,48,The Province of Kardandan,"He thus allows rest to the mother, who is only obliged to suckle the infant."
1,PART 1,48,The Province of Kardandan,"All his friends then come and make a festival, when the wife rises, manages the domestic affairs, and serves her husband, still lying in bed."
1,PART 1,48,The Province of Kardandan,"They eat all kinds of flesh, both raw and cooked, and rice dressed along with it, and make a very good wine of rice and spices."
1,PART 1,48,The Province of Kardandan,"They have money of gold and porcelain, and give a bar of gold for five of silver, having no mines of the latter metal within five days' distance ; "
,,,,by this exchange the merchants make great profit.
1,PART 1,48,The Province of Kardandan,"This people have neither idols nor churches, but adore the master of the house, and say of him, ""we are his; and he is our godù."""
1,PART 1,48,The Province of Kardandan,"They have neither letters nor writing, which is not wonderful, because they live in an unfrequented place, that cannot be visited in the summer on account of the air, which is then so corrupted and pestilent that no foreigner can live there."
1,PART 1,48,The Province of Kardandan,"Whenever they have dealings together, they select a piece of timber, square or round, cleave it in the middle, and each takes a half; "
,,,,"this must be done before two, three, or four witnesses."
1,PART 1,48,The Province of Kardandan,"When the payment comes to be made, the one receives the money and gives his half of the wood."
1,PART 1,48,The Province of Kardandan,"In all those provinces there is no physician, but when any one is sick, doctors and exorcists of evil spirits are sent for, who, on coming to the patient, begin their incantations, beating instruments, singing and dancing."
1,PART 1,48,The Province of Kardandan,"Ina short time one of them falls to the ground, foams at the mouth, and becomes half-dead, when the devil enters into his body."
1,PART 1,48,The Province of Kardandan,The other magicians then ask the half-dead man what is the cause of the patient's illness.
1,PART 1,48,The Province of Kardandan,"The demon answers from his mouth that the sufferer has given displeasure to such or such a spirit, who is therefore tormenting him."
,,,,"Then if the sick man is to die, the fiend in the body of the magician says, -""the spirit has been wronged and displeased to such a degree, that he will not spare him for any thing in the world."""
1,PART 1,48,The Province of Kardandan,"They then say, ""we beseech you to pardon him, and take in compensation for his blood the presents which we now exhibit."""
1,PART 1,48,The Province of Kardandan,"If on the contrary a cure is to take place, the devil from the body says, "" take so many sheep and so many dishes of rich pottage, and make a sacrifice of them to the angry spirit."""
1,PART 1,48,The Province of Kardandan,"The relations of the patient do every thing thus ordered, killing the sheep, sprinkling the blood, and preparing the dishes of pottage."
1,PART 1,48,The Province of Kardandan,"A great assemblage is made of men and women, who hold a joyous feast, dancing and singing songs in praise of the spirit."
1,PART 1,48,The Province of Kardandan,"They burn incense and myrrh, with which they fumigate and illuminate the whole house."
1,PART 1,48,The Province of Kardandan,"When they have acted thus for about an hour, the first magician again falls down, and they inquire if the sick man is now pardoned and will be cured."
1,PART 1,48,The Province of Kardandan,"It is then answered that he is not yet pardoned, but something more must be done, after which forgiveness will be granted."
1,PART 1,48,The Province of Kardandan,"This order is obeyed, when he says, ""he is pardoned, and will be immediately curedù""."
1,PART 1,48,The Province of Kardandan,"The company then exclaim,""the spirit is on our side,""ù and having eaten the sheep and drunk the pottage with great joy and festivity, they return to their homes."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"Now I must mention a very great battle which was fought in the kingdom of Vociam, and you shall hear all how it happened."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"In the year of our Lord 1272, the great khan sent a mighty captain, named Nescardin, with 12,000 men, to defend the province of Caraian."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"He was a prudent man, very strong in arms and skilful in war ; "
,,,,and the soldiers with him were good and very brave warriors.
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,Now the King of Mien and of Bangala were afraid lest he should invade their territory ; 
,,,,yet they thought they were able to overcome and destroy the whole army in such a manner that the great khan might never feel inclined to send another into the same quarter.
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"They assembled, therefore, 60,000 horse and foot, with 2000 elephants, each of which had on its back a castle well fortified and defended by twelve, fourteen, or sixteen men."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"The King of Mien came with the above army to the city of Vociam, where was the array of the Tartars, and took post in a plain at the distance of three days' journey."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"Nescardin was somewhat alarmed, considering how small a force he had in comparison with the host of the King of Mien; "
,,,,"but he took courage, reflecting that his troops were brave and most valiant warriors."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"He therefore marched to meet them in the plain of Vociam, and pitched his camp near a great forest, filled with lofty trees, into which he was aware that elephants could not enter."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"The King of Mien, seeing the army of Nescardin, advanced to attack it."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"The Tartars went with great boldness to meet them, but when their horses saw the elephants with the wooden castles upon them, stationed and arranged in the first line, they were struck with such terror that the riders could not, either by force or any contrivance, make them approach."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"They, therefore, immediately alighted, and tied them to the trees, when the infantry returned to the line of elephants, and began to discharge their arrows with the utmost violence."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,Those who were on the backs of the animals fought bravely; 
,,,,"but the Tartars were stronger, and more accustomed to battle."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"They wounded very severely with these missiles a multitude of the elephants, which, being terrified, took to flight and rushed with violence into the adjacent wood."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"As they could not be restrained from entering, and rushing backward and forward through the thick trees in confusion, they broke the wooden castles on their backs, and destroyed all their equipments."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"When the Tartars saw these animals disposed of, they ran to their horses, which were bound to the trees, mounted them, and rushed upon the warriors of the King of Mien."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"They began the attack with a shower of arrows, but as the king and his troops still defended themselves valiantly, they drew their swords, and rushed into close combat."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"Now mighty blows were struck ; swords and spears were fiercely thrust on both sides ; heads, arms, and hands were struck off ; "
,,,,and many warriors fell to the earth dead and dying.
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,The noise and cries would have drowned the loudest thunder.
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"At length, after midday, the host of Mien gave way; "
,,,,"and the king, with all who survived the battle, took to flight, pursued by the Tartars, who killed many of the fugitives."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"When satisfied with pursuit, they returned to the wood to catch the elephants."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,They endeavoured to stop the flight of these animals by cutting down the trees and laying them across; 
,,,,"yet they are so intelligent, that the soldiers would not have succeeded but for the aid of some of the captives taken in battle, through whose means they were able to recover two hundred."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"From this time the great khan began to employ elephants in his army, which he had not hitherto done."
1,PART 1,49,Of the great Battle fought between the Tartars and the King of Mien,"Afterwards that monarch conquered the lands of Mien, and added them to his dominion."
1,PART 1,50,Of the great Descent,"When you have departed from the said province of Caraian, there begins a great descent, which continues for two days and a half;"
,,,,"and in all this journey nothing occurs worthy of notice, except that there is a great space in which a market is held on certain days of the year."
1,PART 1,50,Of the great Descent,"Thither come many merchants from divers countries and districts, some of whom bring gold and silver to exchange ; "
,,,,and they give an ounce of the former for five of the latter.
1,PART 1,50,Of the great Descent,"None but those who bring the gold can penetrate into the countries where it is produced, so difficult and intricate are the roads. "
,,,,"When a man has travelled these two days and a half, he comes to a district which is called Anniz, on the borders of India, towards the south, and then he goes for fifteen days through a region covered with woods filled with elephants, unicorns, and other savage beasts, but not containing any human habitation."
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","At the termination of these wild and pathless tracts is a large and noble city called Mien, the capital of the province."
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","The people are all idolaters, with a language peculiar to themselves, and are subject to the great khan."
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King",About this city I will tell you a thing very remarkable.
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","There was anciently in it a rich and powerful king, who, being about to die, commanded that on his tomb should be erected two towers, one of gold, and the other of silver."
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","They are full ten paces high, and of a suitable thickness ; "
,,,,"the first, being composed of stone, is covered all over with gold to the thickness of a finger, so that to the spectator it appears wholly of that metal."
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","The summit is round, and filled with little golden bells, which the wind, whenever it strikes them, causes to ring."
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","The other tower is similarly formed, but is coated with silver, and has silver bells."
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","By these buildings the king intentled to display his greatness and dignity, and they are the most beautiful and valuable to be seen in the world."
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","Between them he caused the sepulchre to be constructed, where he is now buried."
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","When the great khan conquered that city, he desired all the players and buffoons, of whom there were a great number in his court, to go and achieve the conquest, offering them a captain and some warlike aid."
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","The jesters willingly undertook the affair, and setting out with the proffered assistance, subdued this province of Mien."
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","When they came to that noble city, and saw these splendid edifices, they admired exceedingly, and sent to the great khan an account of their beauty, and of the manner in which they were constructed, asking if he wished them to be demolished, and the gold and silver sent to him."
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","The monarch, on hearing this, commanded that they should not be destroyed, since the king had erected them to commemorate his greatness, and no Tartar touches any thing belonging to a dead man."
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King",They were therefore to continue in the same condition as they now stood.
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","This province contains elephants, wild oxen large and beautiful, stags, deer, and other animals."
,,,," Now, let me tell you of another which is called Bangala."
1,PART 1,52,Of the Province of Bangala,"This is a province towards the south, which, in the year 1290, while I, Marco, was at the court of the great khan, was not yet conquered, but the army was there, ready to march for that purpose."
1,PART 1,52,Of the Province of Bangala,"It has a king and languages of its own, and the people are most wicked idolaters."
1,PART 1,52,Of the Province of Bangala,They are on the confines of India.
1,PART 1,52,Of the Province of Bangala,"The barons and lords of that country have oxen as tall as elephants, but not so weighty ; and live on flesh and rice."
1,PART 1,52,Of the Province of Bangala,"They have great abundance of silk, with which they carry on extensive manufactures ; also ginger, sugar, and many other costly spices."
1,PART 1,52,Of the Province of Bangala,"This place is visited by numerous merchants, who purchase slaves, make them eunuchs, and then either sell or convey them to other places."
1,PART 1,53,Of the Province of Kangigu,"Kangigu is a province towards the east, subject to a king; "
,,,,"the people are all idolaters; have a language of their own ; and owning the supremacy of the great khan, they pay him an annual tribute."
1,PART 1,53,Of the Province of Kangigu,"The king is so luxurious as to have 300 wives, for as soon as he hears of a beautiful woman in the country he takes her to himself."
1,PART 1,53,Of the Province of Kangigu,The people have much gold and many precious spices ; 
,,,,"but being far from the sea, their commodities do not bring the full value."
1,PART 1,53,Of the Province of Kangigu,They have many elephants and beasts of various other kinds.
1,PART 1,53,Of the Province of Kangigu,"All the men and women paint their bodies, the colours being worked in with the claws of lions, dragons, and eagles, and thus never effaced."
1,PART 1,53,Of the Province of Kangigu,"In this manner they stain their neck, breast, hands, limbs, and indeed their whole person."
1,PART 1,53,Of the Province of Kangigu,"This is considered extremely genteel, and the more any one is painted, the higher is his rank considered."
1,PART 1,53,Of the Province of Kangigu,Now let us tell you of another province named Amu.
1,PART 1,54,Of the Province of Amu,"Amu is also a province towards the east, subject to the great khan."
1,PART 1,54,Of the Province of Amu,"The people are idolaters, live by pasturage and agriculture, and have a language of their own."
1,PART 1,54,Of the Province of Amu,"The ladies wear on their arms and legs valuable bracelets of gold and silver, and the men have these still finer and rarer."
1,PART 1,54,Of the Province of Amu,"They have good horses in considerable numbers, many of which the Indians purchase and sell again to much advantage."
1,PART 1,54,Of the Province of Amu,"They have also abundance of oxen and buffaloes, because they have extensive and good pastures; "
,,,,"in short, they have plenty of the means of subsistence."
1,PART 1,54,Of the Province of Amu,"From Amu to Kangigu, are fifteen days, and thence to Bangala, which is the third province behind, are thirty days."
1,PART 1,54,Of the Province of Amu,"Now let us come to another province, which is called Tholoman, and lies eight journeys from this to the east."
1,PART 1,55,Of the Province of Tholoman,Tholoman is a third province towards the east.
1,PART 1,55,Of the Province of Tholoman,"All the - people are idolaters, have a language of their own, and are under the great khan."
1,PART 1,55,Of the Province of Tholoman,"They are handsome, of rather a brown complexion, good men at arms, and have a number of cities, castles, and forts, on the top of very high mountains."
1,PART 1,55,Of the Province of Tholoman,"When they die, the bodies are burned, and the bones which cannot be consumed are placed in chests and carried to the caverns of high mountains, where they are kept suspended, so that neither man nor beast can touch them."
1,PART 1,55,Of the Province of Tholoman,Gold is found here ; 
,,,,"but the small money is of porcelain, which circulates in all these provinces."
1,PART 1,55,Of the Province of Tholoman,"The merchants, though few, are rich ; "
,,,,"the people live on flesh and rice, and have many good spices."
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"Cyn-gui is a province likewise situated towards the east, and when a man leaves Tholoman, he goes twelve days along a river, where there are towns and castles, but nothing else worth mentioning."
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"At the end of these twelve days, he finds the city Sinugul, very large and noble."
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"The inhabitants are all idolaters, and subject to the great khan."
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"They live by merchandise and arts, and weave cloths of the bark of trees, which make fine summer dresses."
1,PART 1,56,Of the Province of Cyn-gui and its Lions,They are good men at arms ; 
,,,,but they have no money except paper.
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"There are in this country so many lions, that if a man were to sleep out of doors, he would presently be killed and eaten by them; "
,,,,"and at night, when a bark sails along the river, if it were not kept at a good distance from the bank, they would rush in and carry off the crew."
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"However, though these animals be so large and dangerous, the natives have a wonderful manner of defending themselves; "
,,,,"for the dogs of that country are so daring, that they will assault a large one, and, seconded by a man, will kill him."
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"I will tell you how: when a man is on horseback with two of these dogs, as soon as they see a lion, they throw themselves behind him, and bite his thighs and body."
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"The lion turns furiously round, but they wheel about with him so swiftly, that he cannot reach them."
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"He then retreats till he comes to a tree, against which he places his back, and turns his face to the dogs; "
,,,,"but they continue always biting him from behind, and making him turn round and round."
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"Meantime the man discharges arrows without ceasing, till the animal falls down dead, and thus one man and two spirited dogs are sufficient to kill a large lion."
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"The inhabitants of this province have a good deal of silk, and a great trade is carried on to all quarters along the river."
1,PART 1,57,"Arrival at Sin-din-fu, and Journey back to Gin-gui","Continuing to journey on its banks for twelve days more, we discover a number of cities and castles."
1,PART 1,57,"Arrival at Sin-din-fu, and Journey back to Gin-gui","The people are idolaters, subject to the great khan, and use paper money."
1,PART 1,57,"Arrival at Sin-din-fu, and Journey back to Gin-gui","Some are good at arms, others are merchants and artificers."
1,PART 1,57,"Arrival at Sin-din-fu, and Journey back to Gin-gui","At the end of the twelve days, the traveller comes to Sin-din-fu,of which mention has been made above."
1,PART 1,57,"Arrival at Sin-din-fu, and Journey back to Gin-gui","He then rides seventy days through provinces and lands which we formerly went over, and have already described."
1,PART 1,57,"Arrival at Sin-din-fu, and Journey back to Gin-gui","At the end of that period, he comes to Gin-gui, where we formerly were."
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","From Gin-gui or Geo-gui a man travels four days, finding a variety of cities and castles."
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","The people are great artificers and merchants, subject to the mighty khan, and use paper money."
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","At the end of the four days you come to Ca-cian-fu,a large and noble city, lying to the south, in the province of Cathay."
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","The inhabitants are subject to the same monarch, are all idolaters, and burn the bodies of their dead."
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","They have a good supply of silk, which they make into different kinds of cloth."
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","A large river flows past it, along which great abundance of merchandise is conveyed to Kambalu, with which it is made to communicate by the digging of many canals."
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli",Now let us pass to another city called Cian-glu.
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","The natives are idolaters, subject to the khan, use paper money, and burn the bodies of their dead."
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","In that city, salt is made very extensively, and I will tell you how."
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","There is a species of earth full of it, and they pile it up in heaps, upon which they throw a great quantity of water, to saturate it with the mineral."
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","They next boil it in large cauldrons of iron, till it evaporates, and leaves a white and minute salt, which is exported to all the countries round."
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","Five days' journey from Cian-glu is Cian-gli, where are many cities and castles."
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","It is a town of Cathay, and the whole people are idolaters, subject to the khan, and use paper money."
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","Through the middle of that territory flows a great river, on which is conveyed much merchandise of various kinds."
1,PART 1,59,Condi-fu--Rebellion against the Great Khan,"In departing from Cian-gli, we come in six days to Condi-fu,a great city, which the khan conquered by force of arms, but still it is the noblest in the province."
1,PART 1,59,Condi-fu--Rebellion against the Great Khan,"There is a wonderful abundance of silk, as well as orchards with many delicate fruits, and the situation is delightful ;"
,,,," it has also under it fifteen other cities of great importance and commerce, whence it derives high honour and dignity."
1,PART 1,59,Condi-fu--Rebellion against the Great Khan,"In the year 1273, the khan gave to Litan, one of his barons, 70,000 horse to defend and secure that city; "
,,,,"but when the said baron had remained some time in the country, he arranged with certain men to betray it, and rebel against his lord."
1,PART 1,59,Condi-fu--Rebellion against the Great Khan,"When the khan knew this, he sent two of his commanders, Aguil and Mongatai, with many troops, against the traitor."
1,PART 1,59,Condi-fu--Rebellion against the Great Khan,"On their approach, the rebel went forth to meet them with his forces, consisting of a hundred thousand cavalry and many infantry, both of the country and of those he had brought with him ;"
1,PART 1,59,Condi-fu--Rebellion against the Great Khan, and there was a very great battle between him and those two chiefs.
1,PART 1,59,Condi-fu--Rebellion against the Great Khan,"Litan was killed, with many others; "
,,,,"and the khan caused all those who had been guilty to be put to death, and spared the lives of the rest."
1,PART 1,59,Condi-fu--Rebellion against the Great Khan,Now let us tell of another country named Sin-gui.
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","When a man has gone south from Condi-fu, he finds cities and castles, many animals of the chase and birds, with a vast abundance of all productions, and then comes to Sin-gui,which is noble, great, and beautiful, with much merchandise and many arts; "
,,,,"the whole people are idolaters, subject to the khan, and use paper money."
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","They have a river which is of great utility, because the people of the country have divided the stream which comes from the south into two parts; "
,,,,"one goes eastward towards Manji, the other westward towards Cathay ; "
,,,,"and the land has thus a wonderful number of ships, though not of large size, with which they convey goods to other provinces, and bring thence an almost incredible quantity of merchandise."
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","When a man departs from Sin-gui and goes eight days to the south, he finds many rich cities and castles."
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","The peopleare idolaters,subject to the khan ; "
,,,,"they burn the bodies of their dead, and use paper money."
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","At the end of eight days he arrives at a town named Lin-gui,great and noble, with men-at-arms, and also arts and merchandise."
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui",Here are wild animals and every kind of provision in abundance.
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","When he departs from Lin-gui, he goes three days to the south, finding cities and castles under the powerful khan ; "
,,,,"the people idolatrous, and burning the bodies of their dead."
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui",There is much excellent hunting of birds and beasts.
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","At the end of these three days, he discovers a very good city named Pin-gui."
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","The people have all things necessary for subsistence, raise much silk, and pay a large revenue to the sovereign."
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui",A great quantity of merchandise is laden here for the province of Manji.
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","When a man has departed from Pin-gui, and travelled two days with his face to the south, through beautiful and rich countries, he finds the city of Cin-gui,very large, and full of merchandise and arts."
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","The people are wholly idolatrous, burn the bodies of their dead, their money is paper, and they are under the khan."
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui",They have much grain and grass.
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","When a man leaves Cin-gui, he finds cities, villages, and castles, with handsome dogs and good pasturage ; "
,,,,the people being such as are above described.
1,PART 1,61,Of the great River Kara-moran,"At the end of two days a man finds the great river called Kara-moran, coming from the lands of Prester John."
1,PART 1,61,Of the great River Kara-moran,"It is full, broad, and so deep that a large ship can pass through its channel; "
