,chapterNo,chapterTitle,sectionNo,SentenceNo,sectionTitle,sentence,Person,Location,common
363,1,PART 1,24,364,Hunting Palace at Shandu in Tartary,"They worship their idols by the grandest feasts, songs, and lights that ever were seen.",,,
364,1,PART 1,24,365,Hunting Palace at Shandu in Tartary,"And I may tell you that many of these baksi, according to their order, may take wives, do so, and have a number of children.",,,
365,1,PART 1,24,366,Hunting Palace at Shandu in Tartary,"Yet there is another kind of religious men called sensi, who observe strict abstinence ; ",,,
366,1,PART 1,24,367,Hunting Palace at Shandu in Tartary,"they eat nothing but the husks of corn boiled in warm water, fast often in the course of the year, have many large idols, and sometimes adore fire.",,,
367,1,PART 1,24,368,Hunting Palace at Shandu in Tartary,Their observances differ from those of every other sect ;,,,
368,1,PART 1,24,369,Hunting Palace at Shandu in Tartary, they would not take a wife for any thing in the world.,,,
369,1,PART 1,24,370,Hunting Palace at Shandu in Tartary,"They shave the head and beard, wear black and blue dresses of coarse canvass, sleep upon mats, and lead the hardest life of any men on earth.",,,
370,1,PART 1,24,371,Hunting Palace at Shandu in Tartary,Their monasteries and their idols all bear the names of women.,,,
371,1,PART 1,25,372,Palace at Cianganor,"At Cianganor, too, three days' journey distant, the khan has a large palace, where he is fond of residing, because there are many lakes and rivers, as well as fine plains, abounding in cranes, pheasants, partridges, and other birds.",khan,Cianganor,Cianganor
372,1,PART 1,25,373,Palace at Cianganor,"Here, therefore, he has delightful hawking, and abundant exercise for his falcons and gerfalcons.",,,
373,1,PART 1,25,374,Palace at Cianganor,There are five kinds of cranes which I must describe.,,,
374,1,PART 1,25,375,Palace at Cianganor,"The first are black like crows, and very large.",,,
375,1,PART 1,25,376,Palace at Cianganor,"The second are white, and very beautiful, for all the feathers are full of round eyes, like those of the peacock, and glitter like gold.",,,
376,1,PART 1,25,377,Palace at Cianganor,"The head is white, black, and red all round, and they are larger than any of the others.",,,
377,1,PART 1,25,378,Palace at Cianganor,The third species resemble ours.,,,
378,1,PART 1,25,379,Palace at Cianganor,"The fourth are small, and have in their ears very magnificent red and black feathers.",,,
379,1,PART 1,25,380,Palace at Cianganor,"The fifth are all gray, with handsome red and black heads, and are very large.",,,
380,1,PART 1,25,381,Palace at Cianganor,"Near this city is a village where the khan has ordered the erection of various small houses, in which are kept flocks of partridges,and he employs a number of men to guard these birds, so that they are in abundance;",khan,,
381,1,PART 1,25,382,Palace at Cianganor,"and whenever he comes into this palace,he finds as many as he desires.",,,
382,1,PART 1,26,383,Paper Money-Immense Wealth of the Great Khan,"With regard to the money of Kambalu, the great khan may be called a perfect alchymist, for he makes it himself.",khan,Kambalu,Kambalu
383,1,PART 1,26,384,Paper Money-Immense Wealth of the Great Khan,"He orders people to collect the bark of a certain tree, whose leaves are eaten by the worms that spin silk.",,,
384,1,PART 1,26,385,Paper Money-Immense Wealth of the Great Khan,"The thin rind between the bark and the interior wood is taken, and from it cards are formed like those of paper, all black.",,,wood
385,1,PART 1,26,386,Paper Money-Immense Wealth of the Great Khan,"He then causes them to be cut into pieces, and each is declared worth respectively half a livre, a whole one, a silver grosso of Venice, and so on to the value of ten bezants.",,Venice,Venice
386,1,PART 1,26,387,Paper Money-Immense Wealth of the Great Khan,"All these cards are stamped with his seal, and so many are fabricated, that they would buy all the treasuries in the world.",,,
387,1,PART 1,26,388,Paper Money-Immense Wealth of the Great Khan,"He makes all his payments in them, and circulates them through the kingdoms and provinces over which he holds dominion ; ",,,
388,1,PART 1,26,389,Paper Money-Immense Wealth of the Great Khan,and none dares to refuse them under pain of death.,,,
389,1,PART 1,26,390,Paper Money-Immense Wealth of the Great Khan,"All the nations under his sway receive and pay this money for their merchandise, gold, silver, precious stones, and whatever they transport, buy, or sell.",,,
390,1,PART 1,26,391,Paper Money-Immense Wealth of the Great Khan,"The merchants often bring to him goods worth 400,000 bezants, and he pays them all in these cards, which they willingly accept, because they can make purchases with them throughout the whole empire.",,,
391,1,PART 1,26,392,Paper Money-Immense Wealth of the Great Khan,"He frequently commands those who have gold, silver, cloths of silk and gold, or other precious commodities, to bring them to him.",,,
392,1,PART 1,26,393,Paper Money-Immense Wealth of the Great Khan,"Then he calls twelve men skilful in these matters, and commands them to look at the articles, and fix their price.",,,
393,1,PART 1,26,394,Paper Money-Immense Wealth of the Great Khan,"Whatever they name is paid in these cards, which the merchant cordially receives.",,,
394,1,PART 1,26,395,Paper Money-Immense Wealth of the Great Khan,"In this manner the great sire possesses all the gold, silver, pearls, and precious stones in his dominions.",,,
395,1,PART 1,26,396,Paper Money-Immense Wealth of the Great Khan,"When any of the cards are torn or spoiled, the owner carries them to the place whence they were issued, and receives fresh ones, with a deduction of 3 per cent.",,,
396,1,PART 1,26,397,Paper Money-Immense Wealth of the Great Khan,"If a man wishes gold or silver to make plate, girdles, or other ornaments, he goes to the office, carrying a sufficient number of cards, and gives them in payment for the quantity which he requires.",,,
397,1,PART 1,26,398,Paper Money-Immense Wealth of the Great Khan, This is the reason why the khan has more treasure than any other lord in the world; ,khan,,
398,1,PART 1,26,399,Paper Money-Immense Wealth of the Great Khan,"nay, all the princes in the world together have not an equal amount.",,,
399,1,PART 1,27,400,The Twelve Governors of Provinces and their Duty,"He has appointed twelve very great barons, who hold command over all things in the thirty-four provinces.",,,
400,1,PART 1,27,401,The Twelve Governors of Provinces and their Duty,"They reside in a palace within the city of Kambalu, large and beautiful, containing many halls and apartments ; ",,Kambalu,Kambalu
401,1,PART 1,27,402,The Twelve Governors of Provinces and their Duty,"and for every province there is an agent and a number of writers or notaries, having each a house to himself.",,,
402,1,PART 1,27,403,The Twelve Governors of Provinces and their Duty,They manage all the provincial affairs according to the will and pleasure of the twelve barons.,,,
403,1,PART 1,27,404,The Twelve Governors of Provinces and their Duty,The latter have power to appoint the lords of the provinces above mentioned ; ,,,
404,1,PART 1,27,405,The Twelve Governors of Provinces and their Duty,"and having chosen the one whom they judge best qualified, they name him to the great khan, who confirms him, and bestows a golden tablet corresponding to his command.",khan,,
405,1,PART 1,27,406,The Twelve Governors of Provinces and their Duty,"These twelve barons are called in the Tartar language scieng, that is, the greater officers of state.",,,Tartar language
406,1,PART 1,27,407,The Twelve Governors of Provinces and their Duty,"They order the army to go where and in what numbers they please, but all according to the commands of the great sire ; ",,,
407,1,PART 1,27,408,The Twelve Governors of Provinces and their Duty,and they do every other thing necessary for the provinces.,,,
408,1,PART 1,27,409,The Twelve Governors of Provinces and their Duty,"The palace in which they dwell is called scien, and is the largest in all the court; ",,scien,
409,1,PART 1,27,410,The Twelve Governors of Provinces and their Duty,they have the power of doing much good to any one whom they favour.,,,
410,1,PART 1,28,411,The Couriers of the Great Khan and their Stations,"I must now inform you, that from the city of Kambalu, many messengers are sent to divers provinces, and on all the roads they find, at every twenty-five miles, a post called jamb, where the imperial envoys are received.",,"Kambalu,jamb",Kambalu
411,1,PART 1,28,412,The Couriers of the Great Khan and their Stations,"At each is a large edifice, containing a bed covered with silk, and every thing useful and convenient for a traveller ; ",,,
412,1,PART 1,28,413,The Couriers of the Great Khan and their Stations,"so that if a king were to come, he would be well accommodated.",,,
413,1,PART 1,28,414,The Couriers of the Great Khan and their Stations,"Here, too, they find full 400 horses whom the prince has ordered to be always in waiting to convey them when sent into any quarter, along the principal roads.",,,
414,1,PART 1,28,415,The Couriers of the Great Khan and their Stations,"When they have to go through any district where there is no habitation, the monarch has caused such edifices to be reared at the distance of thirty-five or at most forty miles; ",,,
415,1,PART 1,28,416,The Couriers of the Great Khan and their Stations,"thus they go through all the provinces, finding every where inns and horses for their reception.",,,
416,1,PART 1,28,417,The Couriers of the Great Khan and their Stations,This is the greatest establishment that ever was kept by any king or emperor in the world ; ,,,
417,1,PART 1,28,418,The Couriers of the Great Khan and their Stations,"for at those places there are maintained more than 200,000 horses.",,,
418,1,PART 1,28,419,The Couriers of the Great Khan and their Stations,"Also the edifices, furnished and prepared in the manner now described, amount to more than 10,000.",,,
419,1,PART 1,28,420,The Couriers of the Great Khan and their Stations,"Moreover, in the intervals between these stations, at every three miles, are erected villages of about forty houses, inhabited by foot-runners, also employed on these despatches.",,,
420,1,PART 1,28,421,The Couriers of the Great Khan and their Stations,"They wear a large girdle, set round with bells, which are heard at a great distance.",,,
421,1,PART 1,28,422,The Couriers of the Great Khan and their Stations,"When one of them receives a letter or packet, he runs full speed to the next village, where his approach being announced by the bells, another is ready to start and proceed to the next, and soon.",,,
422,1,PART 1,28,423,The Couriers of the Great Khan and their Stations,"By these pedestrian messengers the khan receives news in one day and night from places distant ten days' journey; in two, from those distant twenty ; and in ten, from those distant a hundred.",khan,,
423,1,PART 1,28,424,The Couriers of the Great Khan and their Stations,"From them he exacts no tribute, but gives them horses and many other things.",,,
424,1,PART 1,28,425,The Couriers of the Great Khan and their Stations,"When his messengers go on horseback to carry intelligence into the provinces or bring tidings from distant parts, and, more especially, respecting any district that has rebelled, they ride in one day and night 200, 260, or even 300 miles ; ",,,
425,1,PART 1,28,426,The Couriers of the Great Khan and their Stations,"and when there are two, they receive two good horses, bind themselves round the head and body, and gallop fall speed from one station to the next at twentyfive miles' distance, where they find two others fresh and ready harnessed, on which they proceed with the same rapidity.",,,
426,1,PART 1,28,427,The Couriers of the Great Khan and their Stations,"They stop not for an instant day nor night, and are thus enabled to bring news in so short a period.",,,
427,1,PART 1,28,428,The Couriers of the Great Khan and their Stations,"Now, I will tell you the great bounty which the monarch bestows twice in the year.",,,
428,1,PART 1,29,429,The Care and Bounty of the Monarch towards his Subjects,"He sends his messengers through all his kingdoms and provinces, to know if any of his subjects have had their crops injured through bad weather or any other disaster ; ",,,
429,1,PART 1,29,430,The Care and Bounty of the Monarch towards his Subjects,"and if such injury has happened, he does not exact from them any tribute for that season or year ; ",,,
430,1,PART 1,29,431,The Care and Bounty of the Monarch towards his Subjects,"nay, he gives them corn out of his own stores to subsist upon, and to sow their fields.",,,
431,1,PART 1,29,432,The Care and Bounty of the Monarch towards his Subjects,This he does in summer ; ,,,
432,1,PART 1,29,433,The Care and Bounty of the Monarch towards his Subjects,"in winter he inquires if there has been a mortality among the cattle, and in that case grants similar exemption and aid.",,,
433,1,PART 1,29,434,The Care and Bounty of the Monarch towards his Subjects,"When there is a great abundance of grain, he causes magazines to be formed, to contain wheat, rice, millet, or barley, and care to be taken that it be not lost or spoiled ; ",,,
434,1,PART 1,29,435,The Care and Bounty of the Monarch towards his Subjects,"then when a scarcity occurs, this grain is drawn forth, and sold for a third or fourth of the current price.",,,
435,1,PART 1,29,436,The Care and Bounty of the Monarch towards his Subjects,Thus there cannot be any severe famine ;,,,
436,1,PART 1,29,437,The Care and Bounty of the Monarch towards his Subjects, for he does it through all his dominions; ,,,
437,1,PART 1,29,438,The Care and Bounty of the Monarch towards his Subjects,he bestows also great charity on many poor families in Kambalu ; ,,Kambalu,Kambalu
438,1,PART 1,29,439,The Care and Bounty of the Monarch towards his Subjects,"and when he hears of individuals who have not food to eat, he causes grain to be given to them.",,,
439,1,PART 1,29,440,The Care and Bounty of the Monarch towards his Subjects,Bread is not refused at the court throughout the whole year to any who come to beg for it; ,,,
440,1,PART 1,29,441,The Care and Bounty of the Monarch towards his Subjects,and on this account he is adored as a god by his people.,,,
441,1,PART 1,29,442,The Care and Bounty of the Monarch towards his Subjects,"His majesty provides them also with raiment out of his tithes of wool, silk, and hemp.",,,
442,1,PART 1,29,443,The Care and Bounty of the Monarch towards his Subjects,"These materials he causes to be woven into different sorts of cloth, in a house erected for that purpose, where every artisan is obliged to work one day in the week for his service.",,,
443,1,PART 1,29,444,The Care and Bounty of the Monarch towards his Subjects,Garments made of the stuffs thus manufactured are given to destitute families for their winter and summer dresses.,,,
444,1,PART 1,29,445,The Care and Bounty of the Monarch towards his Subjects, A dress is also prepared for his armies ; ,,,
445,1,PART 1,29,446,The Care and Bounty of the Monarch towards his Subjects,"and in every city a quantity of woollen cloth is woven, being defrayed from the tithes there levied.",,,
446,1,PART 1,29,447,The Care and Bounty of the Monarch towards his Subjects,"It must be observed, that the Tartars, according to their original customs, when they had not yet adopted the religion of the idolaters, never bestowed alms ; ",,,Tartars
447,1,PART 1,29,448,The Care and Bounty of the Monarch towards his Subjects,"but when applied to by any necessitous person, repelled him with reproachful expressions, saying,- begone with your complaints of a bad season, God has sent it to you, and had he loved you, as he evidently loves me, you would have similarly prospered.",,,
448,1,PART 1,29,449,The Care and Bounty of the Monarch towards his Subjects,"But since some of the wise men among the idolaters, especially the baksi, have represented to his majesty, that to provide for the poor is a good work and highly grateful to their deities, he has bestowed charity in the manner now described, so that, at his court, none are denied food who come to ask for it.",,,
449,1,PART 1,29,450,The Care and Bounty of the Monarch towards his Subjects,"He has also so arranged that in all the highways by which messengers, merchants, and other persons travel, trees are planted at short distances on both sides of the road, and are so tall that they can be seen from a great distance.",,,
450,1,PART 1,29,451,The Care and Bounty of the Monarch towards his Subjects,They serve thus both to show the way and afford a grateful shade.,,,
451,1,PART 1,29,452,The Care and Bounty of the Monarch towards his Subjects,This is done whenever the nature of the soil admits of plantation ; ,,,
452,1,PART 1,29,453,The Care and Bounty of the Monarch towards his Subjects,"but when the route lies through sandy deserts or over rocky mountains, he has ordered stones to be set up, or columns erected, to guide the traveller.",,,
453,1,PART 1,29,454,The Care and Bounty of the Monarch towards his Subjects,"Officers of rank are appointed, whose duty it is to take care that these matters be properly arranged, and the roads kept constantly in good order.",,,
454,1,PART 1,29,455,The Care and Bounty of the Monarch towards his Subjects,"Besides other motives, the great khan is influenced by the declaration of his soothsayers and astrologers, that those who plant trees receive long life as their reward.",khan,,
455,1,PART 1,30,456,Liquor used for Wine in Cathay,"You must know that the greater part of the people of Cathay drink a wine made of rice and many good spices, and prepare it in such a way that it is more agreeable to drink than any other liquid.",,Cathay,Cathay
456,1,PART 1,30,457,Liquor used for Wine in Cathay,"It is clear and beautiful, and it makes a man drunk sooner than any other wine, for it is extremely hot.",,,
457,1,PART 1,31,458,Stones which are burnt instead of Wood,"It may be observed, also, that throughout the whole province of Cathay, there are a kind of black stones cut from the mountains in veins, which burn like logs.",,Cathay,Cathay
458,1,PART 1,31,459,Stones which are burnt instead of Wood,They maintain the fire better than wood.,,,wood
459,1,PART 1,31,460,Stones which are burnt instead of Wood,"If you put them on in the evening, they will preserve it the whole night, and will be found burning in the morning.",,,
460,1,PART 1,31,461,Stones which are burnt instead of Wood,Throughout the whole of Cathay this fuel is used.,,Cathay,Cathay
461,1,PART 1,31,462,Stones which are burnt instead of Wood,They have also wood indeed ; ,,,wood
462,1,PART 1,31,463,Stones which are burnt instead of Wood,but the stones are much less expensive.,,,
463,1,PART 1,32,464,The Astrologers of Kambalu-the Tartar Computation of Time,"The city of Kambalu contains, inclusive of Christians, Saracens, and Kataians, about 5000 astrologers and soothsayers, whom the emperor provides with food and clothing, as he does the poor families; ",,Kambalu,"Kambalu,Christians,Saracens"
464,1,PART 1,32,465,The Astrologers of Kambalu-the Tartar Computation of Time,and they are constantly practising their art.,,,
465,1,PART 1,32,466,The Astrologers of Kambalu-the Tartar Computation of Time,"They have astrolabes, on which are delineated the planetary signs, the hours of passing the meridian, and their successive aspects during the whole year.",,,
466,1,PART 1,32,467,The Astrologers of Kambalu-the Tartar Computation of Time,"The astrologers of each separate sect annually examine their respective tables, to ascertain thence the course of the heavenly bodies, and their relative positions for every lunation.",,,
467,1,PART 1,32,468,The Astrologers of Kambalu-the Tartar Computation of Time,"From the paths and configurations of the planets in the several signs, they foretell the state of the weather and the peculiar phenomena which are to occur in each month.",,,
468,1,PART 1,32,469,The Astrologers of Kambalu-the Tartar Computation of Time,"In one, for instance, there will be thunder and storms; in another earthquakes; in a third violent lightning and rain ; in a fourth pestilence, mortality, war, discord, conspiracy.",,,
469,1,PART 1,32,470,The Astrologers of Kambalu-the Tartar Computation of Time,"What they find in their astrolabes they predict, adding, however, that God may at his pleasure do either more or less than they have announced.",,,
470,1,PART 1,32,471,The Astrologers of Kambalu-the Tartar Computation of Time,"Their annual prophecies are written on small squares called takuini, which are sold at a moderate price to all persons anxious to search into futurity.",,,
471,1,PART 1,32,472,The Astrologers of Kambalu-the Tartar Computation of Time,"Those whose announcements prove more generally correct are accounted the most perfect masters of their art, and consequently held in the highest honour.",,,
472,1,PART 1,32,473,The Astrologers of Kambalu-the Tartar Computation of Time,"When any one projects a great work, a long journey for commercial purposes, or any other undertaking, the probable success of which he is desirous to learn, he goes to one of these astrologers, informs him of the time at which he intends to set out, and inquires what aspect the heavens then exhibit.",,,
473,1,PART 1,32,474,The Astrologers of Kambalu-the Tartar Computation of Time,"The astrologer replies, that before he can answer, he must be informed of the year, month, and hour of his nativity, on learning which he examines how the constellation that was then in the ascendant corresponds with the aspect of the celestial bodies at the time of the inquiry.",,,
474,1,PART 1,32,475,The Astrologers of Kambalu-the Tartar Computation of Time,Upon this comparison he founds his prediction as to the favourable or unfavourable issue of the enterprise.,,,
475,1,PART 1,32,476,The Astrologers of Kambalu-the Tartar Computation of Time,"The Tartars compute time by a cycle of twelve years, the first of which they name the lion ; the second, the ox; the third, the dragon ; the fourth, the dog; and so on till all the twelve have elapsed.",,,Tartars
476,1,PART 1,32,477,The Astrologers of Kambalu-the Tartar Computation of Time,"When any one,therefore, is asked the year in which he was born, he answers, it was in that of the lion, on such a day, and at such an hour and minute; ",,,
477,1,PART 1,32,478,The Astrologers of Kambalu-the Tartar Computation of Time,all of which had been carefully noted in a book.,,,
478,1,PART 1,32,479,The Astrologers of Kambalu-the Tartar Computation of Time,"When the years of the cycle are completed, they begin again with the first, and constantly go over the same round.",,,
479,1,PART 1,33,480,Religion and Customs of the Tartars (Chinese),"These people are idolaters, and each person has, for the object of worship, a tablet fixed against an elevated part of the wall of his apartment, having a name written on it which denotes the high, heavenly, and mighty God, and this they daily worship, burning incense before it.",,,
480,1,PART 1,33,481,Religion and Customs of the Tartars (Chinese),"Raising their hands, and beating their faces three times against the floor, they entreat from him the blessings of sound understanding and bodily health, addressing no other petition.",,,
481,1,PART 1,33,482,Religion and Customs of the Tartars (Chinese),"Below, on the floor, they have a statue named Natigai, considered as the god of terrestrial objects, or of whatever is produced on the earth.",,,
482,1,PART 1,33,483,Religion and Customs of the Tartars (Chinese),"They suppose him to have a wife and children, and worship him in the same manner with incense, lifting their hands, and bending to the ground.",,,
483,1,PART 1,33,484,Religion and Customs of the Tartars (Chinese),"They pray to him for good weather, plentiful crops, increase of family, and other such objects, They believe the soul to be so far immortal, that immediately after death it enters another body, and according as a manís actions in this life have been virtuous or wicked, his future state will be progressively more or less fortunate.",,,
484,1,PART 1,33,485,Religion and Customs of the Tartars (Chinese),"If he has been poor, yet acted worthily and respectably, he will be born anew, first of a lady, becoming himself a gentleman ; then of a woman of rank, becoming a nobleman, and he will continually ascend in the scale of existence till he becomes united with the divinity.",,,
485,1,PART 1,33,486,Religion and Customs of the Tartars (Chinese),"Onthe contrary, if a gentleman's son have acted unworthily, he will, at his next birth, become a clown, and at length a dog ; descending always to a condition more vile than the former.",,,
486,1,PART 1,33,487,Religion and Customs of the Tartars (Chinese),"They converse courteously, accosting each other with politeness and with countenances expressive of pleasure ; ",,,
487,1,PART 1,33,488,Religion and Customs of the Tartars (Chinese),"they have a well-bred air, and a manner of eating particularly cleanly.",,,
488,1,PART 1,33,489,Religion and Customs of the Tartars (Chinese),The utmost reverence is shown to parents ; ,,,
489,1,PART 1,33,490,Religion and Customs of the Tartars (Chinese),"and should any child treat his with disrespect, or neglect to assist them, there is a public tribunal having for its especial object to punish the crime of -filial ingratitude.",,,
490,1,PART 1,33,491,Religion and Customs of the Tartars (Chinese),"Malefactors, when found guilty, after being apprehended and thrown into prison, are strangled ; ",,,
491,1,PART 1,33,492,Religion and Customs of the Tartars (Chinese),"but such as remain till the expiry of three years, a time appointed by his majesty for a general release, are set at liberty, having however a brand fixed on one of the cheeks, by which they may be recognised.",,,
492,1,PART 1,33,493,Religion and Customs of the Tartars (Chinese),"The great khan has prohibited all gambling and other species of fraud, to which this people are addicted beyond any other upon earth; ",khan,,
493,1,PART 1,33,494,Religion and Customs of the Tartars (Chinese),"and as a reason for this prohibition, he tells them in his edict, "" I subdued you by the power of my sword, and consequently whatever you possess belongs of right to me; in gambling, therefore, you sport with my property.""",,,
494,1,PART 1,33,495,Religion and Customs of the Tartars (Chinese),"Yet he does not, by the right thus claimed, take any thing on an arbitrary principle.",,,
495,1,PART 1,33,496,Religion and Customs of the Tartars (Chinese),The orderly and regular manner in which all ranks present themselves before him deserves notice.,,,
496,1,PART 1,33,497,Religion and Customs of the Tartars (Chinese),"On approaching within half a mile of his residence, they testify their reverence for his exalted rank by an humble, subdued, and quiet demeanour, so that not the least noise is heard, nor does any one call, or even speak aloud.",,,
497,1,PART 1,33,498,Religion and Customs of the Tartars (Chinese),"Every man of rank carries with him, while he continues in the hall of audience, a vessel into which he spits, that he may not soil the floor; ",,,
498,1,PART 1,33,499,Religion and Customs of the Tartars (Chinese),"and having done so, he replaces the cover, and makes a bow.",,,
499,1,PART 1,33,500,Religion and Customs of the Tartars (Chinese),"They usually take with them handsome buskins of white leather, and on reaching the court, before entering the hall, where they wait to be summoned by his majesty, put them on, giving those worn in walking to the care of the servants.",,,
